pathway_id,class,calc_version,fuel_producer,facility_name,facility_location,feedstock,fuel_type,ci,fpc,certification_date,applicant_description
B025103,Tier 2,3.0,Diamond Green Diesel Holdings LLC,Diamond Green Diesel LLC,Louisiana,Used Cooking Oil/Waste Oil (UCO) (001),Renewable Diesel (RND),19.75,RND001B02510300,2022-03-28T00:00:00,"Fuel Producer: Diamond Green Diesel Holdings LLC (6072); Facility Name: Diamond Green Diesel LLC (81496); North American Sourced Used Cooking Oil transported by truck and rail to Renewable Diesel plant in Norco, Louisiana; Natural Gas, Grid Electricity, and Hydrogen; Finished Fuel transported to California by rail, ocean tanker, and/or barge. (Provisional)"
B025104,Tier 2,3.0,Diamond Green Diesel Holdings LLC,Diamond Green Diesel LLC,Louisiana,Used Cooking Oil/Waste Oil (UCO) (001),Renewable Diesel (RND),18.16,RND001B02510400,2022-03-28T00:00:00," Fuel Producer: Diamond Green Diesel Holdings LLC (6072); Facility Name: Diamond Green Diesel LLC (81496); Low energy rendered Used Cooking Oil sourced from Darling Ingredients facilities and transported by truck and rail to Renewable Diesel plant in Norco, Louisiana; Natural Gas, Grid Electricity, and Hydrogen; Finished Fuel transported to California by rail, ocean tanker, and/or barge. (Provisional)"
B025105,Tier 2,3.0,Diamond Green Diesel Holdings LLC,Diamond Green Diesel LLC,Louisiana,Tallow (animal and poultry fat) (002),Renewable Diesel (RND),32.14,RND002B02510500,2022-03-28T00:00:00,"Fuel Producer: Diamond Green Diesel Holdings LLC (6072); Facility Name: Diamond Green Diesel LLC (81496); North American Sourced Tallow transported by truck and rail to Renewable Diesel plant in Norco, Louisiana; Natural Gas, Grid Electricity, and Hydrogen; Finished Fuel transported to California by rail, ocean tanker, and/or barge. (Provisional)"
B025106,Tier 2,3.0,Diamond Green Diesel Holdings LLC,Diamond Green Diesel LLC,Louisiana,Tallow (animal and poultry fat) (002),Renewable Diesel (RND),42.48,RND002B02510600,2022-03-28T00:00:00,"Fuel Producer: Diamond Green Diesel Holdings LLC (6072); Facility Name: Diamond Green Diesel LLC (81496); Australian Sourced Tallow transported by truck and ocean tanker to Renewable Diesel plant in Norco, Louisiana; Natural Gas, Grid Electricity, and Hydrogen; Finished Fuel transported to California by rail, ocean tanker, and/or barge. (Provisional)"
B026801,Tier 2,3.0,"AltAir Paramount, LLC","AltAir Paramount, LLC",California,Tallow (animal and poultry fat) (002),Alternative Jet Fuel (AJF),18.87,AJF002B02680100,2022-03-28T00:00:00,"Fuel Producer: AltAir Paramount, LLC (6281); Facility Name: AltAir Paramount, LLC (83180); Site-Specific Rendered Animal Fat Sourced from JBS Brooks Alberta Canada transported by rail to Renewable Diesel plant in Paramount, California; Natural Gas, Grid Electricity, and Hydrogen; Renewable Jet Fuel produced in California  (Provisional)"
B026802,Tier 2,3.0,"AltAir Paramount, LLC","AltAir Paramount, LLC",California,Tallow (animal and poultry fat) (002),Renewable Diesel (RND),18.87,RND002B02680200,2022-03-28T00:00:00,"Fuel Producer: AltAir Paramount, LLC (6281); Facility Name: AltAir Paramount, LLC (83180); Site-Specific Rendered Animal Fat Sourced from JBS Brooks Alberta Canada transported by rail to Renewable Diesel plant in Paramount, California; Natural Gas, Grid Electricity, and Hydrogen; Renewable Diesel produced in California  (Provisional)"
B026810,Tier 2,3.0,"AltAir Paramount, LLC","AltAir Paramount, LLC",California,Tallow (animal and poultry fat) (002),Alternative Jet Fuel (AJF),29.26,AJF002B02681000,2022-03-28T00:00:00,"Fuel Producer: AltAir Paramount, LLC (6281); Facility Name: AltAir Paramount, LLC (83180); Site-Specific Rendered Animal Fat Sourced from JBS Dinmore Australia transported by truck and ocean tanker to Renewable Diesel plant in Paramount, California; Natural Gas, Grid Electricity, and Hydrogen; Renewable Jet Fuel produced in California  (Provisional)"
B026811,Tier 2,3.0,"AltAir Paramount, LLC","AltAir Paramount, LLC",California,Tallow (animal and poultry fat) (002),Renewable Diesel (RND),29.26,RND002B02681100,2022-03-28T00:00:00,"Fuel Producer: AltAir Paramount, LLC (6281); Facility Name: AltAir Paramount, LLC (83180); Site-Specific Rendered Animal Fat Sourced from JBS Dinmore Australia transported by truck and ocean tanker to Renewable Diesel plant in Paramount, California; Natural Gas, Grid Electricity, and Hydrogen; Renewable Diesel produced in California  (Provisional)"
B026701,Tier 2,3.0,Crimson Renewable Energy LLC,Crimson Renewable Energy Bakersfield Biodiesel Plant,California,Distillers' Corn Oil  (003),Biodiesel (BIO),28.67,BIO003B02670100,2022-03-29T00:00:00,"Fuel Producer: Crimson Renewable Energy LLC (4814); Facility Name: Crimson Renewable Energy Bakersfield Biodiesel Plant (80174); Corn Oil transported by truck and rail to Biodiesel plant in Bakersfield, California; Natural Gas and Grid Electricity; Composite Biodiesel produced by conventional and RepCat process.  In-state fuel distribution by truck. (Provisional)"
B026702,Tier 2,3.0,Crimson Renewable Energy LLC,Crimson Renewable Energy Bakersfield Biodiesel Plant,California,Tallow (animal and poultry fat) (002),Biodiesel (BIO),32.53,BIO002B02670200,2022-03-29T00:00:00,"Fuel Producer: Crimson Renewable Energy LLC (4814); Facility Name: Crimson Renewable Energy Bakersfield Biodiesel Plant (80174); North American sourced Animal Fat transported by truck and rail to Biodiesel plant in Bakersfield, California; Natural Gas and Grid Electricity; Composite Biodiesel produced by conventional and RepCat process.  In-state fuel distribution by truck. (Provisional)"
A016501,Tier 1,3.0,NEWPORT BIODIESEL INC,NEWPORT BIODIESEL LLC,Rhode Island,Used Cooking Oil/Waste Oil (UCO) (001),Biodiesel (BIO),15.02,BIO001A01650102,2019-12-16T00:00:00,"Fuel Producer:  NEWPORT BIODIESEL INC (7764); Facility Name: NEWPORT BIODIESEL LLC (83532); Northeast US sourced Self-Rendered Used Cooking Oil transported by truck to Biodiesel plant in Newport, RI; Biodiesel transported by rail to California"
A016502,Tier 1,3.0,NEWPORT BIODIESEL INC,NEWPORT BIODIESEL LLC,Rhode Island,Used Cooking Oil/Waste Oil (UCO) (001),Biodiesel (BIO),17.61,BIO001A01650202,2019-12-16T00:00:00,"Fuel Producer: NEWPORT BIODIESEL INC (7764); Facility Name: NEWPORT BIODIESEL LLC (83532); Northeast US sourced Rendered Used Cooking Oil transported by truck to Biodiesel plant in Newport, RI; Biodiesel transported by rail California"
B004301,Tier 2,3.0,"AltAir Paramount, LLC","AltAir Paramount, LLC",California,Tallow (animal and poultry fat) (002),Alternative Jet Fuel (AJF),38.93,AJF002B00430102,2019-12-27T00:00:00,"Fuel Producer: AltAir Paramount, LLC (6281); Facility Name: AltAir Paramount, LLC (83180); Renewable Jet produced from North America Rendered Animal Fat; Natural Gas, Grid Electricity and Hydrogen; Renewable Jet produced in California (Provisional)"
B016801,Tier 2,3.0,"AltAir Paramount, LLC","AltAir Paramount, LLC",California,Tallow (animal and poultry fat) (002),Alternative Jet Fuel (AJF),35.53,AJF002B01680101,2021-06-29T00:00:00,"Fuel Producer: AltAir Paramount, LLC (6281); Facility Name: AltAir Paramount, LLC (83180); Renewable jet fuel produced from animal fat in Dinmore, Australia; natural gas, grid electricity and hydrogen; renewable jet fuel produced in California (Provisional)"
T1N-1734,Tier 1,2,"Global Alternative Fuels, LLC","Global Alternative Fuels, LLC",Texas,Used Cooking Oil (UCO),Biodiesel,24.41,BDU226R,2018-11-28T00:00:00,"Fuel Producer: Global Alternative Fuels, LLC (7765); Facility Name: Global Alternative Fuels, LLC (83533); High energy rendered Used Cooking Oil (UCO), UCO shipped by truck less than 1,000 miles, Biodiesel produced in Texas, shipped by rail to California"
A003201,Tier 1,3.0,Scott Petroleum Inc.,Scott Petroleum Biodiesel Refinery,Mississippi,Used Cooking Oil/Waste Oil (UCO) (001),Biodiesel (BIO),20.92,BIO001A00320100,2019-05-28T00:00:00,"Fuel Producer: Scott Petroleum Inc. (4840); Facility Name: Scott Petroleum Biodiesel Refinery (82908); U.S. sourced Rendered UCO; Biodiesel produced in Greenville, MS and transported by rail to California"
A003202,Tier 1,3.0,Scott Petroleum Inc.,Scott Petroleum Biodiesel Refinery,Mississippi,Distillers' Corn Oil  (003),Biodiesel (BIO),28.43,BIO003A00320200,2019-05-28T00:00:00,"Fuel Producer: Scott Petroleum Inc. (4840); Facility Name: Scott Petroleum Biodiesel Refinery (82908); U.S. sourced Distillers' Corn Oil; Biodiesel produced in Greenville, MS and transported by rail to California"
A008302,Tier 1,3.0,"REG Albert Lea, LLC","REG Albert Lea, LLC",Minnesota,Canola Oil (006),Biodiesel (BIO),48.49,BIO006A00830200,2019-06-07T00:00:00,"Fuel Producer: REG Albert Lea, LLC (4305); Facility Name: REG Albert Lea, LLC (82613); U.S. sourced Canola Oil; Natural Gas, Steam, and Grid Electricity; Biodiesel produced in Glenville, Minnesota and transported by rail to California"
A008301,Tier 1,3.0,"REG Albert Lea, LLC","REG Albert Lea, LLC",Minnesota,Soybean Oil (005),Biodiesel (BIO),53.68,BIO005A00830100,2019-06-07T00:00:00,"Fuel Producer: REG Albert Lea, LLC (4305); Facility Name: REG Albert Lea, LLC (82613); U.S. sourced Soybean Oil; Natural Gas, Steam, and Grid Electricity; Biodiesel produced in Glenville, Minnesota and transported by rail to California"
A014103,Tier 1,3.0,High Plains Bioenergy,HPB - St. Joe Biodiesel LLC,Missouri,Used Cooking Oil/Waste Oil (UCO) (001),Biodiesel (BIO),22.62,BIO001A01410300,2019-09-25T00:00:00,"Fuel Producer: High Plains Bioenergy (4846); Facility Name: HPB - St. Joe Biodiesel LLC (80059); Rendered Used Cooking Oil; Biodiesel produced in St. Joe, Missouri; Biodiesel transported by rail to California"
A013502,Tier 1,3.0,High Plains Bioenergy,High Plains Bioenergy,Oklahoma,Soybean Oil (005),Biodiesel (BIO),55.82,BIO005A01350200,2019-12-20T00:00:00,"Fuel Producer: High Plains Bioenergy (4846) ; Facility Name: High Plains Bioenergy (82883); Biodiesel produced from Midwest Soybean Oil; Natural Gas, Electricity; Biodiesel produced in Guymon, Oklahoma, transported by rail to California"
A013503,Tier 1,3.0,High Plains Bioenergy,High Plains Bioenergy,Oklahoma,Used Cooking Oil/Waste Oil (UCO) (001),Biodiesel (BIO),20.68,BIO001A01350300,2019-12-20T00:00:00,"Fuel Producer: High Plains Bioenergy (4846); Facility Name: High Plains Bioenergy (82883); Biodiesel produced from U.S-sourced Used Cooking Oil; Natural Gas, Electricity; Biodiesel produced in Guymon, Oklahoma, transported by rail to California"
A019702,Tier 1,3.0,IOWA RENEWABLE ENERGY LLC,IOWA RENEWABLE ENERGY LLC,Iowa,Soybean Oil (005),Biodiesel (BIO),55,BIO005A01970200,2020-06-16T00:00:00,"Fuel Producer: IOWA RENEWABLE ENERGY LLC (4698) ; Facility Name: IOWA RENEWABLE ENERGY LLC (82854); Midwest Sourced Soybean Oil transported by truck to Biodiesel plant in Washington, IA; Natural Gas and Grid Electricity; Biodiesel produced in Washington and transported by rail to California"
A019703,Tier 1,3.0,IOWA RENEWABLE ENERGY LLC,IOWA RENEWABLE ENERGY LLC,Iowa,Tallow (animal and poultry fat) (002),Biodiesel (BIO),30.23,BIO002A01970300,2020-06-16T00:00:00,"Fuel Producer: IOWA RENEWABLE ENERGY LLC (4698) ; Facility Name:  IOWA RENEWABLE ENERGY LLC (82854); Midwest Sourced Rendered Animal Fat Oil transported by truck to Biodiesel plant in Washington, IA; Natural Gas and Grid Electricity; Biodiesel produced in Washington and transported by rail to California"
A019704,Tier 1,3.0,IOWA RENEWABLE ENERGY LLC,IOWA RENEWABLE ENERGY LLC,Iowa,Used Cooking Oil/Waste Oil (UCO) (001),Biodiesel (BIO),19.34,BIO001A01970400,2020-06-16T00:00:00,"Fuel Producer: IOWA RENEWABLE ENERGY LLC (4698) ; Facility Name: IOWA RENEWABLE ENERGY LLC (82854); Midwest Sourced Used Cooking Oil transported by truck to Biodiesel plant in Washington, IA; Natural Gas and Grid Electricity; Biodiesel produced in Washington and transported by rail to California"
A019701,Tier 1,3.0,IOWA RENEWABLE ENERGY LLC,IOWA RENEWABLE ENERGY LLC,Iowa,Canola Oil (006),Biodiesel (BIO),49.91,BIO006A01970100,2020-06-16T00:00:00,"Fuel Producer: IOWA RENEWABLE ENERGY LLC (4698); Facility Name: IOWA RENEWABLE ENERGY LLC (82854); Midwest Sourced Canola Oil transported by truck to Biodiesel plant in Washington, IA;  Natural Gas and Grid Electricity; Biodiesel produced in Washington and transported by rail to California"
A023801,Tier 1,3.0,Biox Canada Limited,BIOX Canada Limited,Canada,Canola Oil (006),Biodiesel (BIO),54.22,BIO006A02380100,2020-07-24T00:00:00,"Fuel Producer: Biox Canada Limited (3758) ; Facility Name: BIOX Canada Limited (80236); US Sourced Canola Oil transported by truck to Biodiesel plant in Hamilton, Ontario, Canada; Natural Gas and Grid Electricity; Biodiesel produced in Ontario, Canada and transported by rail to California"
A023802,Tier 1,3.0,Biox Canada Limited,BIOX Canada Limited,Canada,Soybean Oil (005),Biodiesel (BIO),59.63,BIO005A02380200,2020-07-24T00:00:00,"Fuel Producer: Biox Canada Limited (3758) ; Facility Name: BIOX Canada Limited (80236); US Sourced Soybean Oil transported by truck to Biodiesel plant in Hamilton, Ontario, Canada; Natural Gas and Grid Electricity; Biodiesel produced in Ontario, Canada and transported by rail to California"
A023803,Tier 1,3.0,Biox Canada Limited,BIOX Canada Limited,Canada,Distillers' Corn Oil  (003),Biodiesel (BIO),30.86,BIO003A02380300,2020-07-24T00:00:00,"Fuel Producer: Biox Canada Limited (3758) ; Facility Name: BIOX Canada Limited (80236); US Sourced Corn Oil transported by truck to Biodiesel plant in Hamilton, Ontario, Canada; Natural Gas and Grid Electricity; Biodiesel produced in Ontario, Canada and transported by rail to California    "
A023804,Tier 1,3.0,Biox Canada Limited,BIOX Canada Limited,Canada,Tallow (animal and poultry fat) (002),Biodiesel (BIO),34.92,BIO002A02380400,2020-07-27T00:00:00,"Fuel Producer: Biox Canada Limited (3758); Facility Name: BIOX Canada Limited (80236); U.S. Sourced (Various Products) Rendered Animal Fat (Tallow Oil) transported by truck to Biodiesel plant in Hamilton, Ontario, Canada; Natural Gas and Grid Electricity; Biodiesel produced in Ontario, Canada and transported by rail to California."
A023806,Tier 1,3.0,Biox Canada Limited,BIOX Canada Limited,Canada,Tallow (animal and poultry fat) (002),Biodiesel (BIO),27.09,BIO002A02380600,2020-07-24T00:00:00,"Fuel Producer: Biox Canada Limited (3758); Facility Name: BIOX Canada Limited (80236); Sanimax (Montreal) Sourced Rendered Animal Fat (Tallow Oil) transported by truck to Biodiesel plant in Hamilton, Ontario, Canada; Natural Gas and Grid Electricity; Biodiesel produced in Ontario, Canada and transported by rail to California"
A023807,Tier 1,3.0,Biox Canada Limited,BIOX Canada Limited,Canada,Used Cooking Oil/Waste Oil (UCO) (001),Biodiesel (BIO),22.88,BIO001A02380700,2020-07-24T00:00:00,"Fuel Producer: Biox Canada Limited (3758); Facility Name: BIOX Canada Limited (80236); US Sourced Used Cooking Oil transported by truck to Biodiesel plant in Hamilton, Ontario, Canada; Natural Gas and Grid Electricity; Biodiesel produced in Ontario, Canada and transported by rail to California."
A020101,Tier 1,3.0,Thumb BioEnergy,Thumb BioEnergy,Michigan,Used Cooking Oil/Waste Oil (UCO) (001),Biodiesel (BIO),15.8,BIO001A02010100,2020-09-29T00:00:00,"Fuel Producer: Thumb BioEnergy (3862); Facility Name: Thumb BioEnergy (03862); Used Cooking Oil (zero rendering energy) transported by truck to Biodiesel plant in Sandusky, MI; Natural Gas and Eletricity; Biodiesel transported to California By Rail"
A025904,Tier 1,3.0,Bioenergy Development Group LLC,"Bioenergy Development Group, LLC",Tennessee,Used Cooking Oil/Waste Oil (UCO) (001),Biodiesel (BIO),31.6,BIO001A02590400,2020-11-06T00:00:00,"Fuel Producer: Bioenergy Development Group LLC (3785); Facility Name: Bioenergy Development Group, LLC (80316); U.S sourced Rendered UCO; Natural Gas and Grid Electricity; Biodiesel produced in Memphis, Tennessee and transported by rail to California (Provisional)"
A028401,Tier 1,3.0,BIOX Canada Limited,BIOX Canada Limited,Canada,Used Cooking Oil/Waste Oil (UCO) (001),Biodiesel (BIO),22.4,BIO001A02840100,2020-11-12T00:00:00,"Fuel Producer: BIOX Canada Limited (3758); Facility Name: BIOX Canada Limited (80236); Canadian Sourced Used Cooking Oil transported by truck to Biodiesel plant in Hamilton, Ontario, Canada; Natural Gas and Grid Electricity; Biodiesel produced in Ontario, Canada and transported by rail to California."
A028301,Tier 1,3.0,BIOX Canada Limited,BIOX Canada Limited,Canada,Tallow (animal and poultry fat) (002),Biodiesel (BIO),28.29,BIO002A02830100,2020-12-15T00:00:00,"Fuel Producer: BIOX Canada Limited (3758); Facility Name: BIOX Canada Limited (80236); Rendered Animal Fat Sourced from Sanimax Quebec City, Canada transported by truck to Biodiesel plant in Hamilton, Ontario, Canada; Natural Gas and Grid Electricity; transported by rail to California"
B013302,Tier 2,3.0,"REG Geismar, LLC","REG Geismar, LLC",Louisiana,Distillers' Corn Oil  (003),Renewable Diesel (RND),32.50,RND003B01330200,2021-04-30T00:00:00,"Fuel Producer: REG Geismar, LLC (6268); Facility Name: REG Geismar, LLC (80180); Renewable diesel produced from distilled corn oil; natural gas, grid electricity and hydrogen; renewable diesel produced in Lousiana and transported to California by ocean tanker  (Provisional)"
B013303,Tier 2,3.0,"REG Geismar, LLC","REG Geismar, LLC",Louisiana,Used Cooking Oil/Waste Oil (UCO) (001),Renewable Diesel (RND),25.50,RND001B01330300,2021-04-30T00:00:00,"Fuel Producer: REG Geismar, LLC (6268); Facility Name: REG Geismar, LLC (80180); Renewable diesel produced from North America sourced used cooking oil; natural gas, grid electricity and hydrogen; renewable diesel produced in Lousiana and transported to California by ocean tanker  (Provisional)"
B013304,Tier 2,3.0,"REG Geismar, LLC","REG Geismar, LLC",Louisiana,Used Cooking Oil/Waste Oil (UCO) (001),Renewable Diesel (RND),20.00,RND001B01330400,2021-04-30T00:00:00,"Fuel Producer: REG Geismar, LLC (6268); Facility Name: REG Geismar, LLC (80180); Renewable diesel produced from US sourced non-rendered used cooking oil; natural gas, grid electricity and hydrogen; renewable diesel produced in Lousiana and transported to California by ocean tanker  (Provisional)"
B013305,Tier 2,3.0,"REG Geismar, LLC","REG Geismar, LLC",Louisiana,Used Cooking Oil/Waste Oil (UCO) (001),Renewable Diesel (RND),26.00,RND001B01330500,2021-04-30T00:00:00,"Fuel Producer: REG Geismar, LLC (6268); Facility Name: REG Geismar, LLC (80180); Renewable diesel produced from South American sourced used cooking oil; natural gas, grid electricity and hydrogen; renewable diesel produced in Lousiana and transported to California by ocean tanker  (Provisional)"
B013307,Tier 2,3.0,"REG Geismar, LLC","REG Geismar, LLC",Louisiana,Tallow (animal and poultry fat) (002),Renewable Diesel (RND),37.00,RND002B01330700,2021-04-30T00:00:00,"Fuel Producer: REG Geismar, LLC (6268); Facility Name: REG Geismar, LLC (80180); Renewable diesel produced from North America sourced animal fat (tallow); natural gas, grid electricity and hydrogen; renewable diesel produced in Lousiana and transported to California by ocean tanker  (Provisional)"
B013308,Tier 2,3.0,"REG Geismar, LLC","REG Geismar, LLC",Louisiana,Tallow (animal and poultry fat) (002),Renewable Diesel (RND),38.00,RND002B01330800,2021-04-30T00:00:00,"Fuel Producer: REG Geismar, LLC (6268); Facility Name: REG Geismar, LLC (80180); Renewable diesel produced from South America sourced animal fat (tallow); natural gas, grid electricity and hydrogen; renewable diesel produced in Lousiana and transported to California by ocean tanker  (Provisional)"
B013309,Tier 2,3.0,"REG Geismar, LLC","REG Geismar, LLC",Louisiana,Tallow (animal and poultry fat) (002),Renewable Diesel (RND),43.00,RND002B01330900,2021-04-30T00:00:00,"Fuel Producer: REG Geismar, LLC (6268); Facility Name: REG Geismar, LLC (80180); Renewable diesel produced from Asia Pacific sourced animal fat (tallow); natural gas, grid electricity and hydrogen; renewable diesel produced in Lousiana and transported to California by ocean tanker  (Provisional)"
A029503,Tier 1,3.0,Imperial Western Products,Imperial Western Products,California,Tallow (animal and poultry fat) (002),Biodiesel (BIO),33.86,BIO002A02950300,2021-04-01T00:00:00,"Fuel Producer: Imperial Western Products (9871); Facility Name: Imperial Western Products (81066); California sourced Rendered Animal Fat, transported by truck to Biodiesel plant in Coachella, California; Natural Gas and Grid Electricity; Biodiesel transported by trucks to California refueling stations."
A028801,Tier 1,3.0,"REG Newton, LLC","REG Newton, LLC",Iowa,Soybean Oil (005),Biodiesel (BIO),58.00,BIO005A02880100,2021-05-11T00:00:00,"Fuel Producer: REG Newton, LLC (3514); Facility Name: REG Newton, LLC (80162); Midwest Soybean Oil transported by truck to Biodiesel plant in Newton, Iowa; Biodiesel transported to California by Rail."
A028802,Tier 1,3.0,"REG Newton, LLC","REG Newton, LLC",Iowa,Canola Oil (006),Biodiesel (BIO),54.00,BIO006A02880200,2021-05-11T00:00:00,"Fuel Producer: REG Newton, LLC (3514); Facility Name: REG Newton, LLC (80162); Canola Oil transported by truck to Biodiesel plant in Newton, IA, US then to California By Rail.   "
A028803,Tier 1,3.0,"REG Newton, LLC","REG Newton, LLC",Iowa,Distillers' Corn Oil  (003),Biodiesel (BIO),28.50,BIO003A02880300,2021-05-11T00:00:00,"Fuel Producer: REG Newton, LLC (3514); Facility Name: REG Newton, LLC (80162); Corn Oil transported by truck to Biodiesel plant in Newton, IA, US then to California By Rail.    "
A028804,Tier 1,3.0,"REG Newton, LLC","REG Newton, LLC",Iowa,Used Cooking Oil/Waste Oil (UCO) (001),Biodiesel (BIO),21.00,BIO001A02880400,2021-05-11T00:00:00,"Fuel Producer: REG Newton, LLC (3514); Facility Name: REG Newton, LLC (80162); U.S. Sourced Used Cooking Oil transported by truck and rail to Biodiesel plant in Newton, Iowa; Biodiesel transported to California by Rail."
A028805,Tier 1,3.0,"REG Newton, LLC","REG Newton, LLC",Iowa,Used Cooking Oil/Waste Oil (UCO) (001),Biodiesel (BIO),16.00,BIO001A02880500,2021-05-11T00:00:00,"Fuel Producer: REG Newton, LLC (3514); Facility Name: REG Newton, LLC (80162); Self Rendered Used Cooking Oil transported by truck and rail to Biodiesel plant in Newton, Iowa; Biodiesel transported to California by Rail."
A028806,Tier 1,3.0,"REG Newton, LLC","REG Newton, LLC",Iowa,Tallow (animal and poultry fat) (002),Biodiesel (BIO),33.50,BIO002A02880600,2021-05-11T00:00:00,"Fuel Producer: REG Newton, LLC (3514); Facility Name: REG Newton, LLC (80162); U.S. Sourced Rendered Animal Fat Oil transported by truck and rail to Biodiesel plant in Newton, Iowa; Biodiesel transported to California by Rail."
A028901,Tier 1,3.0,"REG Danville, LLC","REG Danville, LLC",Illinois,Distillers' Corn Oil  (003),Biodiesel (BIO),29.00,BIO003A02890100,2021-06-07T00:00:00,"Fuel Producer: REG Danville, LLC (3723); Facility Name: REG Danville, LLC (80216); Corn Oil transported by truck to Biodiesel plant in Danville,  Illinois; Natural Gas, Electricity; Biodiesel then transported to California By Rail."
A028902,Tier 1,3.0,"REG Danville, LLC","REG Danville, LLC",Illinois,Tallow (animal and poultry fat) (002),Biodiesel (BIO),33.50,BIO002A02890200,2021-06-07T00:00:00,"Fuel Producer: REG Danville, LLC (3723); Facility Name: REG Danville, LLC (80216); Rendered Animal Fat Oil transported by truck to Biodiesel plant in Danville,  Illinois; Natural Gas, Electricity; Biodiesel then transported to California By Rail."
A028903,Tier 1,3.0,"REG Danville, LLC","REG Danville, LLC",Illinois,Canola Oil (006),Biodiesel (BIO),53.00,BIO006A02890300,2021-06-07T00:00:00,"Fuel Producer: REG Danville, LLC (3723); Facility Name: REG Danville, LLC (80216); Canola Oil transported by truck to Biodiesel plant in Danville,  Illinois; Natural Gas, Electricity; Biodiesel then transported to California By Rail."
A028904,Tier 1,3.0,"REG Danville, LLC","REG Danville, LLC",Illinois,Soybean Oil (005),Biodiesel (BIO),58.30,BIO005A02890400,2021-06-07T00:00:00,"Fuel Producer: REG Danville, LLC (3723); Facility Name: REG Danville, LLC (80216); Midwest Soybean Oil transported by truck to Biodiesel plant in Danville, Illinois; Natural Gas, Electricity; Biodiesel then transported to California By Rail."
A028905,Tier 1,3.0,"REG Danville, LLC","REG Danville, LLC",Illinois,Used Cooking Oil/Waste Oil (UCO) (001),Biodiesel (BIO),21.50,BIO001A02890500,2021-06-07T00:00:00,"Fuel Producer: REG Danville, LLC (3723); Facility Name: REG Danville, LLC (80216); U.S sourced Used Cooking Oil transported by truck and rail to Biodiesel plant in Danville, Illinois; Natural Gas, Electricity; Biodiesel then transported to California By Rail."
A028906,Tier 1,3.0,"REG Danville, LLC","REG Danville, LLC",Illinois,Used Cooking Oil/Waste Oil (UCO) (001),Biodiesel (BIO),17.00,BIO001A02890600,2021-06-07T00:00:00,"Fuel Producer: REG Danville, LLC (3723); Facility Name: REG Danville, LLC (80216); U.S sourced Used Cooking Oil; Zero rendering energy; transported by truck to Biodiesel plant in Danville, Illinois; Natural Gas, Electricity; Biodiesel then transported to California By Rail."
A029001,Tier 1,3.0,"REG Seneca, LLC","REG Seneca, LLC",Illinois,Distillers' Corn Oil  (003),Biodiesel (BIO),28.00,BIO003A02900100,2021-06-08T00:00:00,"Fuel Producer: REG Seneca, LLC (3652); Facility Name: REG Seneca, LLC (80232); Corn Oil transported by truck to Biodiesel plant in Seneca, IL, US then to California By Rail"
A029004,Tier 1,3.0,"REG Seneca, LLC","REG Seneca, LLC",Illinois,Used Cooking Oil/Waste Oil (UCO) (001),Biodiesel (BIO),20.75,BIO001A02900400,2021-06-08T00:00:00,"Fuel Producer: REG Seneca, LLC (3652); Facility Name: REG Seneca, LLC (80232); U.S sourced Used Cooking Oil transported by truck and rail to Biodiesel plant in Seneca, Illinois; Natural Gas and Electricity; biodiesel fuel then transported to California by rail."
A029005,Tier 1,3.0,"REG Seneca, LLC","REG Seneca, LLC",Illinois,Used Cooking Oil/Waste Oil (UCO) (001),Biodiesel (BIO),16.25,BIO001A02900500,2021-06-08T00:00:00,"Fuel Producer: REG Seneca, LLC (3652); Facility Name: REG Seneca, LLC (80232); U.S sourced Used Cooking Oil, zero rendering energy, transported by truck and rial to Biodiesel plant in Seneca, Illinois; Natural Gas and Electricity; then to California by rail"
A029007,Tier 1,3.0,"REG Seneca, LLC","REG Seneca, LLC",Illinois,Tallow (animal and poultry fat) (002),Biodiesel (BIO),32.75,BIO002A02900700,2021-06-08T00:00:00,"Fuel Producer: REG Seneca, LLC (3652); Facility Name: REG Seneca, LLC (80232); U.S sourced Rendered Animal Fat Oil transported by truck to Biodiesel plant in Seneca, IL, US then to California By Rail"
A037301,Tier 1,3.0,"Global Alternative Fuels, LLC","Global Alternative Fuels, LLC",Texas,Used Cooking Oil/Waste Oil (UCO) (001),Biodiesel (BIO),18.30,BIO001A03730100,2021-06-21T00:00:00,"Fuel Producer: Global Alternative Fuels, LLC (7765); Facility Name: Global Alternative Fuels, LLC (83533); Used Cooking Oil transported by truck to Biodiesel plant in El Paso, Texas; biodiesel fuel then transported to California by rail."
A037302,Tier 1,3.0,"Global Alternative Fuels, LLC","Global Alternative Fuels, LLC",Texas,Soybean Oil (005),Biodiesel (BIO),53.55,BIO005A03730200,2021-06-21T00:00:00,"Fuel Producer: Global Alternative Fuels, LLC (7765); Facility Name: Global Alternative Fuels, LLC (83533); Midwest Soybean Oil transported by truck to Biodiesel plant in El Paso, Texas; biodiesel fuel then transported to California by rail."
B017907,Tier 2,3.0,Neste Singapore Pte Ltd,Neste Singapore,Singapore,Distillers' Corn Oil  (003),Renewable Diesel (RND),36.43,RND003B01790700,2021-06-25T00:00:00,"Fuel Producer: Neste Singapore Pte Ltd (4137); Facility Name: Neste Singapore (80327); North America Sourced Corn Oil transported by Truck, Rail, and Ocean Tanker to Renewable Diesel plant in Singapore; Natural Gas, Grid Electricity, and Hydrogen; Renewable Diesel produced in Singapore and transported by Ocean Tanker to California."
