Commodity_Desc,Commodity_Desc2,Attribute_Desc,Attribute_Desc2,Geography_Desc,Unit_Desc,Calendar_Year,Timeperiod_Desc,Amount
"All Wheat","Wheat flour","Per capita disappearance","Wheat flour per capita disappearance","United States","pounds","2000","CY Jan-Dec",146.331958214877
"All Wheat","Wheat","U.S. population","U.S. population","United States","1,000 persons","2000","CY Jan-Dec",282398
"All Wheat","Wheat flour","Domestic disappearance","Wheat flour domestic disappearance","United States","1,000 cwt","2000","CY Jan-Dec",413238.52335965
"All Wheat","Wheat flour","Total supply","Wheat flour total supply","United States","1,000 cwt","2000","CY Jan-Dec",430935.948054965
"All Wheat","Flour, semolina, pasta, bulgur, and couscous imports","Qty, Imports","Flour, semolina, pasta, bulgar, and couscous imports","World","1,000 cwt","2000","CY Jan-Dec",9665.94805496546
"All Wheat","Semolina, pasta, bulgur, and couscous exports","Qty, Exports","Semolina, pasta, bulgur, and couscous exports","World","1,000 cwt","2000","CY Jan-Dec",1692.89417806991
"All Wheat","Flour exports","Qty, Exports","Flour exports","World","1,000 cwt","2000","CY Jan-Dec",16004.5305172458
"All Wheat","Flour exports","Qty, Exports","Flour exports","World","1,000 cwt","2001","CY Jan-Dec",10507.2649100484
"All Wheat","Semolina, pasta, bulgur, and couscous exports","Qty, Exports","Semolina, pasta, bulgur, and couscous exports","World","1,000 cwt","2001","CY Jan-Dec",1694.97044754214
"All Wheat","Flour, semolina, pasta, bulgur, and couscous imports","Qty, Imports","Flour, semolina, pasta, bulgar, and couscous imports","World","1,000 cwt","2001","CY Jan-Dec",10130.4913803123
"All Wheat","Wheat flour","Total supply","Wheat flour total supply","United States","1,000 cwt","2001","CY Jan-Dec",414651.491380312
"All Wheat","Wheat flour","Domestic disappearance","Wheat flour domestic disappearance","United States","1,000 cwt","2001","CY Jan-Dec",402449.256022722
"All Wheat","Wheat","U.S. population","U.S. population","United States","1,000 persons","2001","CY Jan-Dec",285225
"All Wheat","Wheat flour","Per capita disappearance","Wheat flour per capita disappearance","United States","pounds","2001","CY Jan-Dec",141.098871425268
"All Wheat","Wheat flour","Per capita disappearance","Wheat flour per capita disappearance","United States","pounds","2002","CY Jan-Dec",136.855327981972
"All Wheat","Wheat","U.S. population","U.S. population","United States","1,000 persons","2002","CY Jan-Dec",287955
"All Wheat","Wheat flour","Domestic disappearance","Wheat flour domestic disappearance","United States","1,000 cwt","2002","CY Jan-Dec",394081.759690489
"All Wheat","Wheat flour","Total supply","Wheat flour total supply","United States","1,000 cwt","2002","CY Jan-Dec",405991.354722836
"All Wheat","Flour, semolina, pasta, bulgur, and couscous imports","Qty, Imports","Flour, semolina, pasta, bulgar, and couscous imports","World","1,000 cwt","2002","CY Jan-Dec",11291.3547228362
"All Wheat","Semolina, pasta, bulgur, and couscous exports","Qty, Exports","Semolina, pasta, bulgur, and couscous exports","World","1,000 cwt","2002","CY Jan-Dec",2683.25198666366
"All Wheat","Flour exports","Qty, Exports","Flour exports","World","1,000 cwt","2002","CY Jan-Dec",9226.34304568401
"All Wheat","Flour exports","Qty, Exports","Flour exports","World","1,000 cwt","2003","CY Jan-Dec",5767.93636116807
"All Wheat","Semolina, pasta, bulgur, and couscous exports","Qty, Exports","Semolina, pasta, bulgur, and couscous exports","World","1,000 cwt","2003","CY Jan-Dec",3953.4990022602
"All Wheat","Flour, semolina, pasta, bulgur, and couscous imports","Qty, Imports","Flour, semolina, pasta, bulgar, and couscous imports","World","1,000 cwt","2003","CY Jan-Dec",11145.4275562395
"All Wheat","Wheat flour","Total supply","Wheat flour total supply","United States","1,000 cwt","2003","CY Jan-Dec",407360.427556239
"All Wheat","Wheat flour","Domestic disappearance","Wheat flour domestic disappearance","United States","1,000 cwt","2003","CY Jan-Dec",397638.992192811
"All Wheat","Wheat","U.S. population","U.S. population","United States","1,000 persons","2003","CY Jan-Dec",290626
"All Wheat","Wheat flour","Per capita disappearance","Wheat flour per capita disappearance","United States","pounds","2003","CY Jan-Dec",136.821548035211
"All Wheat","Wheat flour","Per capita disappearance","Wheat flour per capita disappearance","United States","pounds","2004","CY Jan-Dec",134.636187142667
"All Wheat","Wheat","U.S. population","U.S. population","United States","1,000 persons","2004","CY Jan-Dec",293262
"All Wheat","Wheat flour","Domestic disappearance","Wheat flour domestic disappearance","United States","1,000 cwt","2004","CY Jan-Dec",394836.775138328
"All Wheat","Wheat flour","Total supply","Wheat flour total supply","United States","1,000 cwt","2004","CY Jan-Dec",404650.949274199
"All Wheat","Flour, semolina, pasta, bulgur, and couscous imports","Qty, Imports","Flour, semolina, pasta, bulgar, and couscous imports","World","1,000 cwt","2004","CY Jan-Dec",10725.9492741989
"All Wheat","Semolina, pasta, bulgur, and couscous exports","Qty, Exports","Semolina, pasta, bulgur, and couscous exports","World","1,000 cwt","2004","CY Jan-Dec",4661.76445834831
"All Wheat","Flour exports","Qty, Exports","Flour exports","World","1,000 cwt","2004","CY Jan-Dec",5152.40967752252
"All Wheat","Flour exports","Qty, Exports","Flour exports","World","1,000 cwt","2005","CY Jan-Dec",3746.66230200837
"All Wheat","Semolina, pasta, bulgur, and couscous exports","Qty, Exports","Semolina, pasta, bulgur, and couscous exports","World","1,000 cwt","2005","CY Jan-Dec",4740.585051485
"All Wheat","Flour, semolina, pasta, bulgur, and couscous imports","Qty, Imports","Flour, semolina, pasta, bulgar, and couscous imports","World","1,000 cwt","2005","CY Jan-Dec",11261.9199246546
"All Wheat","Wheat flour","Total supply","Wheat flour total supply","United States","1,000 cwt","2005","CY Jan-Dec",406234.919924655
"All Wheat","Wheat flour","Domestic disappearance","Wheat flour domestic disappearance","United States","1,000 cwt","2005","CY Jan-Dec",397747.672571161
"All Wheat","Wheat","U.S. population","U.S. population","United States","1,000 persons","2005","CY Jan-Dec",295993
"All Wheat","Wheat flour","Per capita disappearance","Wheat flour per capita disappearance","United States","pounds","2005","CY Jan-Dec",134.377391550192
"All Wheat","Wheat flour","Per capita disappearance","Wheat flour per capita disappearance","United States","pounds","2006","CY Jan-Dec",135.819223100973
"All Wheat","Wheat","U.S. population","U.S. population","United States","1,000 persons","2006","CY Jan-Dec",298818
"All Wheat","Wheat flour","Domestic disappearance","Wheat flour domestic disappearance","United States","1,000 cwt","2006","CY Jan-Dec",405852.286085866
"All Wheat","Wheat flour","Total supply","Wheat flour total supply","United States","1,000 cwt","2006","CY Jan-Dec",415130.917929452
"All Wheat","Flour, semolina, pasta, bulgur, and couscous imports","Qty, Imports","Flour, semolina, pasta, bulgar, and couscous imports","World","1,000 cwt","2006","CY Jan-Dec",11739.9179294518
"All Wheat","Semolina, pasta, bulgur, and couscous exports","Qty, Exports","Semolina, pasta, bulgur, and couscous exports","World","1,000 cwt","2006","CY Jan-Dec",5866.94214813697
"All Wheat","Flour exports","Qty, Exports","Flour exports","World","1,000 cwt","2006","CY Jan-Dec",3411.68969544932
"All Wheat","Flour exports","Qty, Exports","Flour exports","World","1,000 cwt","2007","CY Jan-Dec",6706.50150012944
"All Wheat","Semolina, pasta, bulgur, and couscous exports","Qty, Exports","Semolina, pasta, bulgur, and couscous exports","World","1,000 cwt","2007","CY Jan-Dec",6485.95795569418
"All Wheat","Flour, semolina, pasta, bulgur, and couscous imports","Qty, Imports","Flour, semolina, pasta, bulgar, and couscous imports","World","1,000 cwt","2007","CY Jan-Dec",11511.2546717959
"All Wheat","Wheat flour","Total supply","Wheat flour total supply","United States","1,000 cwt","2007","CY Jan-Dec",430347.254671796
"All Wheat","Wheat flour","Domestic disappearance","Wheat flour domestic disappearance","United States","1,000 cwt","2007","CY Jan-Dec",417154.795215972
"All Wheat","Wheat","U.S. population","U.S. population","United States","1,000 persons","2007","CY Jan-Dec",301696
"All Wheat","Wheat flour","Per capita disappearance","Wheat flour per capita disappearance","United States","pounds","2007","CY Jan-Dec",138.269912499991
"All Wheat","Wheat flour","Per capita disappearance","Wheat flour per capita disappearance","United States","pounds","2008","CY Jan-Dec",136.598284038788
"All Wheat","Wheat","U.S. population","U.S. population","United States","1,000 persons","2008","CY Jan-Dec",304543
"All Wheat","Wheat flour","Domestic disappearance","Wheat flour domestic disappearance","United States","1,000 cwt","2008","CY Jan-Dec",416000.512160246
"All Wheat","Wheat flour","Total supply","Wheat flour total supply","United States","1,000 cwt","2008","CY Jan-Dec",427104.694534574
"All Wheat","Flour, semolina, pasta, bulgur, and couscous imports","Qty, Imports","Flour, semolina, pasta, bulgar, and couscous imports","World","1,000 cwt","2008","CY Jan-Dec",10821.6945345735
"All Wheat","Semolina, pasta, bulgur, and couscous exports","Qty, Exports","Semolina, pasta, bulgur, and couscous exports","World","1,000 cwt","2008","CY Jan-Dec",6178.99869484919
"All Wheat","Flour exports","Qty, Exports","Flour exports","World","1,000 cwt","2008","CY Jan-Dec",4925.18367947818
"All Wheat","Flour exports","Qty, Exports","Flour exports","World","1,000 cwt","2009","CY Jan-Dec",5910.51192821096
"All Wheat","Semolina, pasta, bulgur, and couscous exports","Qty, Exports","Semolina, pasta, bulgur, and couscous exports","World","1,000 cwt","2009","CY Jan-Dec",5337.78420039355
"All Wheat","Flour, semolina, pasta, bulgur, and couscous imports","Qty, Imports","Flour, semolina, pasta, bulgar, and couscous imports","World","1,000 cwt","2009","CY Jan-Dec",10312.7333769772
"All Wheat","Wheat flour","Total supply","Wheat flour total supply","United States","1,000 cwt","2009","CY Jan-Dec",424970.733376977
"All Wheat","Wheat flour","Domestic disappearance","Wheat flour domestic disappearance","United States","1,000 cwt","2009","CY Jan-Dec",413722.437248373
"All Wheat","Wheat","U.S. population","U.S. population","United States","1,000 persons","2009","CY Jan-Dec",307240
"All Wheat","Wheat flour","Per capita disappearance","Wheat flour per capita disappearance","United States","pounds","2009","CY Jan-Dec",134.657738982025
"All Wheat","Wheat flour","Per capita disappearance","Wheat flour per capita disappearance","United States","pounds","2010","CY Jan-Dec",134.814904247834
"All Wheat","Wheat","U.S. population","U.S. population","United States","1,000 persons","2010","CY Jan-Dec",309808
"All Wheat","Wheat flour","Domestic disappearance","Wheat flour domestic disappearance","United States","1,000 cwt","2010","CY Jan-Dec",417667.358552129
"All Wheat","Wheat flour","Total supply","Wheat flour total supply","United States","1,000 cwt","2010","CY Jan-Dec",428602.198749826
"All Wheat","Flour, semolina, pasta, bulgur, and couscous imports","Qty, Imports","Flour, semolina, pasta, bulgar, and couscous imports","World","1,000 cwt","2010","CY Jan-Dec",11206.1987498264
"All Wheat","Semolina, pasta, bulgur, and couscous exports","Qty, Exports","Semolina, pasta, bulgur, and couscous exports","World","1,000 cwt","2010","CY Jan-Dec",3930.49050258775
"All Wheat","Flour exports","Qty, Exports","Flour exports","World","1,000 cwt","2010","CY Jan-Dec",7004.34969510919
"All Wheat","Flour exports","Qty, Exports","Flour exports","World","1,000 cwt","2011","CY Jan-Dec",6309.04069581015
"All Wheat","Semolina, pasta, bulgur, and couscous exports","Qty, Exports","Semolina, pasta, bulgur, and couscous exports","World","1,000 cwt","2011","CY Jan-Dec",3615.41278515694
"All Wheat","Flour, semolina, pasta, bulgur, and couscous imports","Qty, Imports","Flour, semolina, pasta, bulgar, and couscous imports","World","1,000 cwt","2011","CY Jan-Dec",11698.0211272379
"All Wheat","Wheat flour","Total supply","Wheat flour total supply","United States","1,000 cwt","2011","CY Jan-Dec",423443.021127238
"All Wheat","Wheat flour","Domestic disappearance","Wheat flour domestic disappearance","United States","1,000 cwt","2011","CY Jan-Dec",413518.567646271
"All Wheat","Wheat","U.S. population","U.S. population","United States","1,000 persons","2011","CY Jan-Dec",311918
"All Wheat","Wheat flour","Per capita disappearance","Wheat flour per capita disappearance","United States","pounds","2011","CY Jan-Dec",132.572845313919
"All Wheat","Wheat flour","Per capita disappearance","Wheat flour per capita disappearance","United States","pounds","2012","CY Jan-Dec",134.491276631989
"All Wheat","Wheat","U.S. population","U.S. population","United States","1,000 persons","2012","CY Jan-Dec",314121
"All Wheat","Wheat flour","Domestic disappearance","Wheat flour domestic disappearance","United States","1,000 cwt","2012","CY Jan-Dec",422465.343069171
"All Wheat","Wheat flour","Total supply","Wheat flour total supply","United States","1,000 cwt","2012","CY Jan-Dec",432356.235778714
"All Wheat","Flour, semolina, pasta, bulgur, and couscous imports","Qty, Imports","Flour, semolina, pasta, bulgar, and couscous imports","World","1,000 cwt","2012","CY Jan-Dec",11991.2357787143
"All Wheat","Semolina, pasta, bulgur, and couscous exports","Qty, Exports","Semolina, pasta, bulgur, and couscous exports","World","1,000 cwt","2012","CY Jan-Dec",3893.97379522813
"All Wheat","Flour exports","Qty, Exports","Flour exports","World","1,000 cwt","2012","CY Jan-Dec",5996.91891431519
"All Wheat","Flour exports","Qty, Exports","Flour exports","World","1,000 cwt","2013","CY Jan-Dec",5273.51122836125
"All Wheat","Semolina, pasta, bulgur, and couscous exports","Qty, Exports","Semolina, pasta, bulgur, and couscous exports","World","1,000 cwt","2013","CY Jan-Dec",3755.08495242054
"All Wheat","Flour, semolina, pasta, bulgur, and couscous imports","Qty, Imports","Flour, semolina, pasta, bulgar, and couscous imports","World","1,000 cwt","2013","CY Jan-Dec",12281.4820822296
"All Wheat","Wheat flour","Total supply","Wheat flour total supply","United States","1,000 cwt","2013","CY Jan-Dec",436831.48208223
"All Wheat","Wheat flour","Domestic disappearance","Wheat flour domestic disappearance","United States","1,000 cwt","2013","CY Jan-Dec",427802.885901448
"All Wheat","Wheat","U.S. population","U.S. population","United States","1,000 persons","2013","CY Jan-Dec",316266
"All Wheat","Wheat flour","Per capita disappearance","Wheat flour per capita disappearance","United States","pounds","2013","CY Jan-Dec",135.266796273216
"All Wheat","Wheat flour","Per capita disappearance","Wheat flour per capita disappearance","United States","pounds","2014","CY Jan-Dec",134.943230316489
"All Wheat","Wheat","U.S. population","U.S. population","United States","1,000 persons","2014","CY Jan-Dec",318535
"All Wheat","Wheat flour","Domestic disappearance","Wheat flour domestic disappearance","United States","1,000 cwt","2014","CY Jan-Dec",429841.418688628
"All Wheat","Wheat flour","Total supply","Wheat flour total supply","United States","1,000 cwt","2014","CY Jan-Dec",438808.281159642
"All Wheat","Flour, semolina, pasta, bulgur, and couscous imports","Qty, Imports","Flour, semolina, pasta, bulgar, and couscous imports","World","1,000 cwt","2014","CY Jan-Dec",13859.281159642
"All Wheat","Semolina, pasta, bulgur, and couscous exports","Qty, Exports","Semolina, pasta, bulgur, and couscous exports","World","1,000 cwt","2014","CY Jan-Dec",3663.84876255724
"All Wheat","Flour exports","Qty, Exports","Flour exports","World","1,000 cwt","2014","CY Jan-Dec",5303.01370845671
"All Wheat","Flour exports","Qty, Exports","Flour exports","World","1,000 cwt","2015","CY Jan-Dec",6376.49063924018
"All Wheat","Semolina, pasta, bulgur, and couscous exports","Qty, Exports","Semolina, pasta, bulgur, and couscous exports","World","1,000 cwt","2015","CY Jan-Dec",3566.6286096632
"All Wheat","Flour, semolina, pasta, bulgur, and couscous imports","Qty, Imports","Flour, semolina, pasta, bulgar, and couscous imports","World","1,000 cwt","2015","CY Jan-Dec",14753.1740529058
"All Wheat","Wheat flour","Total supply","Wheat flour total supply","United States","1,000 cwt","2015","CY Jan-Dec",439663.174052906
"All Wheat","Wheat flour","Domestic disappearance","Wheat flour domestic disappearance","United States","1,000 cwt","2015","CY Jan-Dec",429720.054804002
"All Wheat","Wheat","U.S. population","U.S. population","United States","1,000 persons","2015","CY Jan-Dec",320823
"All Wheat","Wheat flour","Per capita disappearance","Wheat flour per capita disappearance","United States","pounds","2015","CY Jan-Dec",133.943032389823
"All Wheat","Wheat flour","Per capita disappearance","Wheat flour per capita disappearance","United States","pounds","2016","CY Jan-Dec",132.636488077406
"All Wheat","Wheat","U.S. population","U.S. population","United States","1,000 persons","2016","CY Jan-Dec",323096
"All Wheat","Wheat flour","Domestic disappearance","Wheat flour domestic disappearance","United States","1,000 cwt","2016","CY Jan-Dec",428543.187518575
"All Wheat","Wheat flour","Total supply","Wheat flour total supply","United States","1,000 cwt","2016","CY Jan-Dec",438884.16519753
"All Wheat","Flour, semolina, pasta, bulgur, and couscous imports","Qty, Imports","Flour, semolina, pasta, bulgar, and couscous imports","World","1,000 cwt","2016","CY Jan-Dec",15038.1651975296
"All Wheat","Semolina, pasta, bulgur, and couscous exports","Qty, Exports","Semolina, pasta, bulgur, and couscous exports","World","1,000 cwt","2016","CY Jan-Dec",2973.33849913294
"All Wheat","Flour exports","Qty, Exports","Flour exports","World","1,000 cwt","2016","CY Jan-Dec",7367.63917982187
"All Wheat","Flour exports","Qty, Exports","Flour exports","World","1,000 cwt","2017","CY Jan-Dec",6211.91106472007
"All Wheat","Semolina, pasta, bulgur, and couscous exports","Qty, Exports","Semolina, pasta, bulgur, and couscous exports","World","1,000 cwt","2017","CY Jan-Dec",2776.81239990302
"All Wheat","Flour, semolina, pasta, bulgur, and couscous imports","Qty, Imports","Flour, semolina, pasta, bulgar, and couscous imports","World","1,000 cwt","2017","CY Jan-Dec",14842.6068614824
"All Wheat","Wheat flour","Total supply","Wheat flour total supply","United States","1,000 cwt","2017","CY Jan-Dec",441241.606861482
"All Wheat","Wheat flour","Domestic disappearance","Wheat flour domestic disappearance","United States","1,000 cwt","2017","CY Jan-Dec",432252.883396859
"All Wheat","Wheat","U.S. population","U.S. population","United States","1,000 persons","2017","CY Jan-Dec",325143
"All Wheat","Wheat flour","Per capita disappearance","Wheat flour per capita disappearance","United States","pounds","2017","CY Jan-Dec",132.942392546313
"All Wheat","Wheat flour","Per capita disappearance","Wheat flour per capita disappearance","United States","pounds","2018","CY Jan-Dec",132.77194675629
"All Wheat","Wheat","U.S. population","U.S. population","United States","1,000 persons","2018","CY Jan-Dec",326882
"All Wheat","Wheat flour","Domestic disappearance","Wheat flour domestic disappearance","United States","1,000 cwt","2018","CY Jan-Dec",434007.594995897
"All Wheat","Wheat flour","Total supply","Wheat flour total supply","United States","1,000 cwt","2018","CY Jan-Dec",442423.315132831
"All Wheat","Flour, semolina, pasta, bulgur, and couscous imports","Qty, Imports","Flour, semolina, pasta, bulgar, and couscous imports","World","1,000 cwt","2018","CY Jan-Dec",15552.315132831
"All Wheat","Semolina, pasta, bulgur, and couscous exports","Qty, Exports","Semolina, pasta, bulgur, and couscous exports","World","1,000 cwt","2018","CY Jan-Dec",2722.8124400773
"All Wheat","Flour exports","Qty, Exports","Flour exports","World","1,000 cwt","2018","CY Jan-Dec",5692.90769685715
"All Wheat","Flour exports","Qty, Exports","Flour exports","World","1,000 cwt","2019","CY Jan-Dec",5866.69500994351
"All Wheat","Semolina, pasta, bulgur, and couscous exports","Qty, Exports","Semolina, pasta, bulgur, and couscous exports","World","1,000 cwt","2019","CY Jan-Dec",2600.1742893326
"All Wheat","Flour, semolina, pasta, bulgur, and couscous imports","Qty, Imports","Flour, semolina, pasta, bulgar, and couscous imports","World","1,000 cwt","2019","CY Jan-Dec",15692.065762613
"All Wheat","Wheat flour","Total supply","Wheat flour total supply","United States","1,000 cwt","2019","CY Jan-Dec",437969.065762613
"All Wheat","Wheat flour","Domestic disappearance","Wheat flour domestic disappearance","United States","1,000 cwt","2019","CY Jan-Dec",429502.196463337
"All Wheat","Wheat","U.S. population","U.S. population","United States","1,000 persons","2019","CY Jan-Dec",328461
"All Wheat","Wheat flour","Per capita disappearance","Wheat flour per capita disappearance","United States","pounds","2019","CY Jan-Dec",130.762007198217
"All Wheat","Wheat flour","Per capita disappearance","Wheat flour per capita disappearance","United States","pounds","2020","CY Jan-Dec",131.566079987781
"All Wheat","Wheat","U.S. population","U.S. population","United States","1,000 persons","2020","CY Jan-Dec",331309
"All Wheat","Wheat flour","Domestic disappearance","Wheat flour domestic disappearance","United States","1,000 cwt","2020","CY Jan-Dec",435890.263946719
"All Wheat","Wheat flour","Total supply","Wheat flour total supply","United States","1,000 cwt","2020","CY Jan-Dec",444864.876636206
"All Wheat","Flour, semolina, pasta, bulgur, and couscous imports","Qty, Imports","Flour, semolina, pasta, bulgar, and couscous imports","World","1,000 cwt","2020","CY Jan-Dec",19067.8766362057
"All Wheat","Semolina, pasta, bulgur, and couscous exports","Qty, Exports","Semolina, pasta, bulgur, and couscous exports","World","1,000 cwt","2020","CY Jan-Dec",3183.37099825951
"All Wheat","Flour exports","Qty, Exports","Flour exports","World","1,000 cwt","2020","CY Jan-Dec",5791.24169122738
"All Wheat","Flour exports","Qty, Exports","Flour exports","World","1,000 cwt","2021","CY Jan-Dec",5096.64469684324
"All Wheat","Semolina, pasta, bulgur, and couscous exports","Qty, Exports","Semolina, pasta, bulgur, and couscous exports","World","1,000 cwt","2021","CY Jan-Dec",3072.59457690562
"All Wheat","Flour, semolina, pasta, bulgur, and couscous imports","Qty, Imports","Flour, semolina, pasta, bulgar, and couscous imports","World","1,000 cwt","2021","CY Jan-Dec",16208.3029023148
"All Wheat","Wheat flour","Total supply","Wheat flour total supply","United States","1,000 cwt","2021","CY Jan-Dec",437384.302902315
"All Wheat","Wheat flour","Domestic disappearance","Wheat flour domestic disappearance","United States","1,000 cwt","2021","CY Jan-Dec",429215.063628566
"All Wheat","Wheat","U.S. population","U.S. population","United States","1,000 persons","2021","CY Jan-Dec",332453
"All Wheat","Wheat flour","Per capita disappearance","Wheat flour per capita disappearance","United States","pounds","2021","CY Jan-Dec",129.105486678889
"All Wheat","Wheat flour","Per capita disappearance","Wheat flour per capita disappearance","United States","pounds","2022","CY Jan-Dec",132.263862776414
"All Wheat","Wheat","U.S. population","U.S. population","United States","1,000 persons","2022","CY Jan-Dec",334273
"All Wheat","Wheat flour","Domestic disappearance","Wheat flour domestic disappearance","United States","1,000 cwt","2022","CY Jan-Dec",442122.382018602
"All Wheat","Wheat flour","Total supply","Wheat flour total supply","United States","1,000 cwt","2022","CY Jan-Dec",449570.945552676
"All Wheat","Flour, semolina, pasta, bulgur, and couscous imports","Qty, Imports","Flour, semolina, pasta, bulgar, and couscous imports","World","1,000 cwt","2022","CY Jan-Dec",19286.9455526763
"All Wheat","Semolina, pasta, bulgur, and couscous exports","Qty, Exports","Semolina, pasta, bulgur, and couscous exports","World","1,000 cwt","2022","CY Jan-Dec",2962.79310580414
"All Wheat","Flour exports","Qty, Exports","Flour exports","World","1,000 cwt","2022","CY Jan-Dec",4485.77042827048
"All Wheat","Flour exports","Qty, Exports","Flour exports","World","1,000 cwt","2023","CY Jan-Dec",3774.83113975441
"All Wheat","Semolina, pasta, bulgur, and couscous exports","Qty, Exports","Semolina, pasta, bulgur, and couscous exports","World","1,000 cwt","2023","CY Jan-Dec",2982.83738015975
"All Wheat","Flour, semolina, pasta, bulgur, and couscous imports","Qty, Imports","Flour, semolina, pasta, bulgar, and couscous imports","World","1,000 cwt","2023","CY Jan-Dec",18732.0773402641
"All Wheat","Wheat flour","Total supply","Wheat flour total supply","United States","1,000 cwt","2023","CY Jan-Dec",438730.077340264
"All Wheat","Wheat flour","Domestic disappearance","Wheat flour domestic disappearance","United States","1,000 cwt","2023","CY Jan-Dec",431972.40882035
"All Wheat","Wheat","U.S. population","U.S. population","United States","1,000 persons","2023","CY Jan-Dec",337014
"All Wheat","Wheat flour","Per capita disappearance","Wheat flour per capita disappearance","United States","pounds","2023","CY Jan-Dec",128.176398850003
"All Wheat","Wheat flour","Per capita disappearance","Wheat flour per capita disappearance","United States","pounds","2024","CY Jan-Dec",128.884516575374
"All Wheat","Wheat","U.S. population","U.S. population","United States","1,000 persons","2024","CY Jan-Dec",340102
"All Wheat","Wheat flour","Domestic disappearance","Wheat flour domestic disappearance","United States","1,000 cwt","2024","CY Jan-Dec",438338.81856318
"All Wheat","Wheat flour","Total supply","Wheat flour total supply","United States","1,000 cwt","2024","CY Jan-Dec",446175.802493863
"All Wheat","Flour, semolina, pasta, bulgur, and couscous imports","Qty, Imports","Flour, semolina, pasta, bulgar, and couscous imports","World","1,000 cwt","2024","CY Jan-Dec",20996.8024938627
"All Wheat","Semolina, pasta, bulgur, and couscous exports","Qty, Exports","Semolina, pasta, bulgur, and couscous exports","World","1,000 cwt","2024","CY Jan-Dec",3066.61808754551
"All Wheat","Flour exports","Qty, Exports","Flour exports","World","1,000 cwt","2024","CY Jan-Dec",4770.36584313748
"Durum","Durum millfeed","Production","Durum millfeed production","United States","1,000 tons","1990","CY Jan-Dec",439.18
"Durum","Semolina and durum flour","Production","Semolina and durum flour production","United States","1,000 cwt","1990","CY Jan-Dec",26236
"Durum","Semolina and durum flour","Extraction rate","Semolina and durum flour extraction rate","United States","percent","1990","CY Jan-Dec",74.9180458942992
"Durum","Durum wheat ground for semolina and durum flour","Production","Durum wheat ground for semolina and durum flour","United States","1,000 bushels","1990","CY Jan-Dec",58366
"Durum","Durum wheat ground for semolina and durum flour","Production","Durum wheat ground for semolina and durum flour","United States","1,000 bushels","1991","CY Jan-Dec",58969
"Durum","Semolina and durum flour","Extraction rate","Semolina and durum flour extraction rate","United States","percent","1991","CY Jan-Dec",72.3911433691148
"Durum","Semolina and durum flour","Production","Semolina and durum flour production","United States","1,000 cwt","1991","CY Jan-Dec",25613
"Durum","Durum millfeed","Production","Durum millfeed production","United States","1,000 tons","1991","CY Jan-Dec",488.42
"Durum","Durum millfeed","Production","Durum millfeed production","United States","1,000 tons","1992","CY Jan-Dec",444.72
"Durum","Semolina and durum flour","Production","Semolina and durum flour production","United States","1,000 cwt","1992","CY Jan-Dec",31905
"Durum","Semolina and durum flour","Extraction rate","Semolina and durum flour extraction rate","United States","percent","1992","CY Jan-Dec",78.1996794070501
"Durum","Durum wheat ground for semolina and durum flour","Production","Durum wheat ground for semolina and durum flour","United States","1,000 bushels","1992","CY Jan-Dec",67999
"Durum","Durum wheat ground for semolina and durum flour","Production","Durum wheat ground for semolina and durum flour","United States","1,000 bushels","1993","CY Jan-Dec",70575
"Durum","Semolina and durum flour","Extraction rate","Semolina and durum flour extraction rate","United States","percent","1993","CY Jan-Dec",76.7221631833747
"Durum","Semolina and durum flour","Production","Semolina and durum flour production","United States","1,000 cwt","1993","CY Jan-Dec",32488
"Durum","Durum millfeed","Production","Durum millfeed production","United States","1,000 tons","1993","CY Jan-Dec",492.85
"Durum","Durum millfeed","Production","Durum millfeed production","United States","1,000 tons","1994","CY Jan-Dec",532.68
"Durum","Semolina and durum flour","Production","Semolina and durum flour production","United States","1,000 cwt","1994","CY Jan-Dec",32631
"Durum","Semolina and durum flour","Extraction rate","Semolina and durum flour extraction rate","United States","percent","1994","CY Jan-Dec",75.3870891725926
"Durum","Durum wheat ground for semolina and durum flour","Production","Durum wheat ground for semolina and durum flour","United States","1,000 bushels","1994","CY Jan-Dec",72141
"Durum","Durum wheat ground for semolina and durum flour","Production","Durum wheat ground for semolina and durum flour","United States","1,000 bushels","1995","CY Jan-Dec",67627
"Durum","Semolina and durum flour","Extraction rate","Semolina and durum flour extraction rate","United States","percent","1995","CY Jan-Dec",76.3107437364761
"Durum","Semolina and durum flour","Production","Semolina and durum flour production","United States","1,000 cwt","1995","CY Jan-Dec",30964
"Durum","Durum millfeed","Production","Durum millfeed production","United States","1,000 tons","1995","CY Jan-Dec",480.61
"Durum","Durum millfeed","Production","Durum millfeed production","United States","1,000 tons","1996","CY Jan-Dec",470.92
"Durum","Semolina and durum flour","Production","Semolina and durum flour production","United States","1,000 cwt","1996","CY Jan-Dec",32623
"Durum","Semolina and durum flour","Extraction rate","Semolina and durum flour extraction rate","United States","percent","1996","CY Jan-Dec",77.5973207362267
"Durum","Durum wheat ground for semolina and durum flour","Production","Durum wheat ground for semolina and durum flour","United States","1,000 bushels","1996","CY Jan-Dec",70069
"Durum","Durum wheat ground for semolina and durum flour","Production","Durum wheat ground for semolina and durum flour","United States","1,000 bushels","1997","CY Jan-Dec",64663
"Durum","Semolina and durum flour","Extraction rate","Semolina and durum flour extraction rate","United States","percent","1997","CY Jan-Dec",75.9733799339138
