Year,Month,Grain,Grade,Ktonnes,Elevator,Region,Global_region,Destination
2016,April,Wheat,No.2 C PS,41.1,TERMINALS,Prince Rupert,Western Hemisphere,Colombia
2016,April,Wheat,No.2 C PS,20.5,TERMINALS,Prince Rupert,Western Hemisphere,Peru
2016,April,Wheat,No.2 CE,2.2,TERMINALS,St. Lawrence,Western Hemisphere,Puerto Rico
2016,April,Wheat,No.2 CW RS,28.6,TERMINALS,Vancouver,Africa,Mozambique
2016,April,Wheat,No.2 CW RS,90.8,TERMINALS,Vancouver,Asia,Bangladesh
2016,April,Wheat,No.2 CW RS,122.8,TERMINALS,Vancouver,Asia,Indonesia
2016,April,Wheat,No.2 CW RS,33,TERMINALS,Vancouver,Asia,Sri Lanka
2016,April,Wheat,No.2 CW RS,37.4,TERMINALS,Vancouver,Asia,Thailand
2016,April,Wheat,No.2 CW RS,16.1,TERMINALS,Vancouver,Asia,United Arab Emirates
2016,April,Wheat,No.2 CW RS,23,TERMINALS,Vancouver,Western Hemisphere,Costa Rica
2016,April,Wheat,No.2 CW RS,49.5,TERMINALS,Prince Rupert,Asia,Indonesia
2016,April,Wheat,No.2 CW RS,44.5,TERMINALS,Prince Rupert,Western Hemisphere,Colombia
2016,April,Wheat,No.2 CW RS,29.7,TERMINALS,Prince Rupert,Western Hemisphere,Mexico
2016,April,Wheat,No.2 CW RS,10.1,TERMINALS,Prince Rupert,Western Hemisphere,Peru
2016,April,Wheat,No.2 CW RS,12,TERMINALS,Thunder Bay,Western Hemisphere,Colombia
2016,April,Wheat,No.2 CW RS,15.5,TERMINALS,Thunder Bay,Western Hemisphere,Dominican Republic
2016,April,Wheat,No.2 CW RS,5.5,TERMINALS,St. Lawrence,Western Europe,Belgium
2016,April,Wheat,No.2 CW RS,6.2,TERMINALS,St. Lawrence,Western Europe,United Kingdom
2016,April,Wheat,No.2 CW RS,87.5,TERMINALS,St. Lawrence,Africa,Nigeria
2016,April,Wheat,No.2 CW RS,27.5,TERMINALS,St. Lawrence,Western Hemisphere,Brazil
2016,April,Wheat,No.2 CW RS,44,TERMINALS,St. Lawrence,Western Hemisphere,Colombia
2016,April,Wheat,No.2 CW RS,10.7,TERMINALS,St. Lawrence,Western Hemisphere,Haiti
2016,April,Wheat,No.2 CW RS,4.4,TERMINALS,St. Lawrence,Western Hemisphere,Puerto Rico
2016,April,Wheat,No.2 CW RS,30,TERMINALS,St. Lawrence,Western Hemisphere,Venezuela
2016,April,Wheat,No.2 CW RW,1.8,TERMINALS,St. Lawrence,Western Hemisphere,Haiti
2016,April,Wheat,No.2 CW RW,4.4,TERMINALS,St. Lawrence,Western Hemisphere,Puerto Rico
2016,April,Wheat,No.3 CW RS,35.9,TERMINALS,Prince Rupert,Western Hemisphere,Mexico
2016,April,Wheat,OTHER,50,TERMINALS,Vancouver,Asia,Iraq
2016,April,Wheat,OTHER,5.5,TERMINALS,Vancouver,Asia,Japan
2016,April,Wheat,OTHER,38.5,TERMINALS,Vancouver,Western Hemisphere,Chile
2016,April,Wheat,OTHER,50,TERMINALS,Prince Rupert,Asia,Iraq
2016,April,Wheat,OTHER,6.4,TERMINALS,Thunder Bay,Western Hemisphere,Colombia
2016,April,Wheat,OTHER,3.7,TERMINALS,Thunder Bay,Western Hemisphere,Dominican Republic
2016,April,Wheat,OTHER,9.3,TERMINALS,St. Lawrence,Western Europe,United Kingdom
2016,April,Amber Durum,No.1 CW AD,15,PRIMARY,Prairie Elevators,Western Hemisphere,United States
2016,April,Amber Durum,No.1 CW AD,15.7,TERMINALS,Vancouver,Africa,Algeria
2016,April,Amber Durum,No.1 CW AD,27.5,TERMINALS,Vancouver,Africa,Morocco
2016,April,Amber Durum,No.2 CW AD,5.5,TERMINALS,Vancouver,Asia,Indonesia
2016,April,Amber Durum,No.2 CW AD,6.9,TERMINALS,Vancouver,Asia,Japan
2016,April,Amber Durum,No.2 CW AD,6.9,TERMINALS,Vancouver,Asia,Oman
2016,April,Amber Durum,No.2 CW AD,5.5,TERMINALS,Vancouver,Western Hemisphere,Costa Rica
2016,April,Amber Durum,No.2 CW AD,5,TERMINALS,St. Lawrence,Africa,Nigeria
2016,April,Amber Durum,No.3 CW AD,58,TERMINALS,Vancouver,Western Europe,Italy
2016,April,Amber Durum,No.3 CW AD,9.1,TERMINALS,Thunder Bay,Western Europe,Italy
2016,April,Amber Durum,No.3 CW AD,21.1,TERMINALS,Thunder Bay,Africa,Algeria
2016,April,Amber Durum,No.3 CW AD,7,TERMINALS,St. Lawrence,Western Europe,Belgium
2016,April,Amber Durum,No.3 CW AD,32.8,TERMINALS,St. Lawrence,Western Europe,Italy
2016,April,Amber Durum,No.3 CW AD,61.7,TERMINALS,St. Lawrence,Africa,Algeria
2016,April,Amber Durum,No.3 CW AD,22.5,TERMINALS,St. Lawrence,Africa,Tunisia
2016,April,Amber Durum,No.4 CW AD,10.1,TERMINALS,Thunder Bay,Western Europe,Italy
2016,April,Amber Durum,No.4 CW AD,29.1,TERMINALS,St. Lawrence,Western Europe,Italy
2016,April,Amber Durum,OTHER,26.3,TERMINALS,St. Lawrence,Africa,Algeria
2016,April,Oat,No.1 CW,0.4,PRIMARY,Prairie Elevators,Western Hemisphere,Mexico
2016,April,Oat,No.1 CW,45.8,PRIMARY,Prairie Elevators,Western Hemisphere,United States
2016,April,Oat,No.2 CW,6.3,TERMINALS,Vancouver,Western Hemisphere,Peru
2016,April,Oat,No.2 CW,12,TERMINALS,Thunder Bay,Western Hemisphere,United States
2016,April,Oat,No.2 CW,0,TERMINALS,Bay & Lakes,Western Hemisphere,United States
2016,April,Oat,No.3 CW,0,TERMINALS,Bay & Lakes,Western Hemisphere,United States
2016,April,Oat,OTHER,8.8,TERMINALS,Vancouver,Asia,United Arab Emirates
2016,April,Barley,No.1 CW,7.6,PRIMARY,Prairie Elevators,Western Hemisphere,United States
2016,April,Barley,No.1 CW,65.6,TERMINALS,Prince Rupert,Asia,Saudi Arabia
2016,April,Barley,OTHER,31.4,TERMINALS,Vancouver,Asia,China P.R.
2016,April,Barley,OTHER,10.7,TERMINALS,Vancouver,Asia,Japan
2016,April,Rye,No.1 CW,2.7,PRIMARY,Prairie Elevators,Western Hemisphere,United States
2016,April,Flaxseed,No.1 CW,0.1,PRIMARY,Prairie Elevators,Western Hemisphere,Mexico
2016,April,Flaxseed,No.1 CW,2.7,PRIMARY,Prairie Elevators,Western Hemisphere,United States
2016,April,Flaxseed,No.1 CW,17,TERMINALS,Vancouver,Asia,China P.R.
2016,April,Flaxseed,No.1 CW,9.6,TERMINALS,Thunder Bay,Western Europe,Belgium
2016,April,Flaxseed,No.1 CW,9.5,TERMINALS,St. Lawrence,Western Europe,Belgium
2016,April,Canola,No.1 CANADA,15.8,PRIMARY,Prairie Elevators,Western Hemisphere,United States
2016,April,Canola,No.1 CANADA,50.5,TERMINALS,Vancouver,Asia,Bangladesh
2016,April,Canola,No.1 CANADA,395,TERMINALS,Vancouver,Asia,China P.R.
2016,April,Canola,No.1 CANADA,162.1,TERMINALS,Vancouver,Asia,Japan
2016,April,Canola,No.1 CANADA,85,TERMINALS,Vancouver,Asia,Pakistan
2016,April,Canola,No.1 CANADA,48.7,TERMINALS,Vancouver,Asia,United Arab Emirates
2016,April,Canola,No.1 CANADA,60,TERMINALS,Prince Rupert,Asia,China P.R.
2016,April,Canola,No.1 CANADA,12.1,TERMINALS,Prince Rupert,Asia,Japan
2016,April,Canola,No.1 CANADA,46.2,TERMINALS,Prince Rupert,Western Hemisphere,Mexico
2016,April,Canola,No.1 CANADA,21.2,TERMINALS,Thunder Bay,Western Europe,Portugal
2016,April,Sunflower,No.1 CANADA,0.6,PRIMARY,Prairie Elevators,Western Hemisphere,United States
2016,April,Soybeans,No.1 CANADA,1.1,PRIMARY,Prairie Elevators,Western Hemisphere,United States
2016,April,Soybeans,No.2 CANADA,2.9,TERMINALS,Bay & Lakes,Western Europe,Ireland
2016,April,Peas,All grades combined,2.5,PRIMARY,Prairie Elevators,Western Hemisphere,United States
2016,April,Peas,All grades combined,20,TERMINALS,Vancouver,Asia,Bangladesh
2016,April,Peas,All grades combined,71.9,TERMINALS,Vancouver,Asia,China P.R.
2016,April,Peas,All grades combined,34.2,TERMINALS,Vancouver,Asia,India
2016,April,Corn,No.2 CE,12.7,TERMINALS,Bay & Lakes,Western Hemisphere,United States
2016,April,Corn,No.2 CW,8.4,TERMINALS,Bay & Lakes,Western Hemisphere,United States
2016,April,Corn,No.3 CE,20.4,TERMINALS,Bay & Lakes,Western Europe,Ireland
2016,April,Corn,No.3 CE,9.9,TERMINALS,Bay & Lakes,Western Europe,United Kingdom
2016,April,Corn,OTHER,31.1,TERMINALS,St. Lawrence,Western Europe,Portugal
2016,April,Corn,OTHER,66.2,TERMINALS,St. Lawrence,Western Europe,Spain
2016,April,Safflower,No.1 CANADA,0,PRIMARY,Prairie Elevators,Western Hemisphere,United States
2016,April,Canaryseed,OTHER,0.2,PRIMARY,Prairie Elevators,Western Hemisphere,Mexico
2016,April,Canaryseed,OTHER,0.2,PRIMARY,Prairie Elevators,Western Hemisphere,United States
2016,April,Canaryseed,OTHER,6.3,TERMINALS,Thunder Bay,Western Hemisphere,United States
2016,April,Mustard Seed,No.1 CANADA,1.2,PRIMARY,Prairie Elevators,Western Hemisphere,United States
2016,April,Mustard Seed,No.1 CANADA,3.7,TERMINALS,Thunder Bay,Western Europe,Belgium
2016,April,Triticale,No.1 CANADA,0.1,PRIMARY,Prairie Elevators,Western Hemisphere,United States
2016,April,US Beans,No.1,0.1,PRIMARY,Prairie Elevators,Western Hemisphere,United States
2016,April,Oat Groats,No.1,0,PRIMARY,Prairie Elevators,Western Hemisphere,United States
2016,April,Cdn BlyMlt,No.1,4.2,PRIMARY,Prairie Elevators,Western Hemisphere,United States
2016,April,US Sunflower,No.1,0,PRIMARY,Prairie Elevators,Western Hemisphere,United States
2016,April,Beans,All grades combined,1.1,PRIMARY,Prairie Elevators,Western Hemisphere,United States
2016,April,Lentil,No.1 CANADA,0.3,PRIMARY,Prairie Elevators,Western Hemisphere,Mexico
2016,April,Lentil,No.1 CANADA,0.7,PRIMARY,Prairie Elevators,Western Hemisphere,United States
2016,April,Chick Peas,No.1 CANADA,0.2,PRIMARY,Prairie Elevators,Western Hemisphere,United States
2016,April,Pea Beans,No.1 CANADA,0.2,PRIMARY,Prairie Elevators,Western Hemisphere,United States
2016,April,Faba bean,No.1 CANADA,0.1,PRIMARY,Prairie Elevators,Western Hemisphere,United States
2016,April,Millet,No.1 CANADA,0,PRIMARY,Prairie Elevators,Western Hemisphere,United States
2016,April,Pellets,OTHER,0.5,TERMINALS,Vancouver,Western Hemisphere,United States
2016,May,Wheat,FEED,0.1,TERMINALS,Bay & Lakes,Western Hemisphere,United States
2016,May,Wheat,No.1 C PS,8,TERMINALS,Prince Rupert,Western Hemisphere,Ecuador
2016,May,Wheat,No.1 CW RS,21.5,PRIMARY,Prairie Elevators,Western Hemisphere,United States
2016,May,Wheat,No.1 CW RS,105.1,TERMINALS,Vancouver,Asia,China P.R.
2016,May,Wheat,No.1 CW RS,114,TERMINALS,Vancouver,Asia,Japan
2016,May,Wheat,No.1 CW RS,28,TERMINALS,Prince Rupert,Asia,Japan
2016,May,Wheat,No.1 CW RW,16,TERMINALS,Thunder Bay,Western Hemisphere,United States
2016,May,Wheat,No.2 C PS,22,TERMINALS,Vancouver,Western Hemisphere,Peru
2016,May,Wheat,No.2 C PS,10.4,TERMINALS,Prince Rupert,Western Hemisphere,Ecuador
2016,May,Wheat,No.2 CE,15.5,TERMINALS,Bay & Lakes,Western Hemisphere,United States
2016,May,Wheat,No.2 CW RS,27.5,TERMINALS,Vancouver,Africa,Mozambique
2016,May,Wheat,No.2 CW RS,111.9,TERMINALS,Vancouver,Asia,Bangladesh
2016,May,Wheat,No.2 CW RS,104,TERMINALS,Vancouver,Asia,China P.R.
2016,May,Wheat,No.2 CW RS,16.5,TERMINALS,Vancouver,Asia,Indonesia
2016,May,Wheat,No.2 CW RS,61.5,TERMINALS,Vancouver,Asia,Malaysia
2016,May,Wheat,No.2 CW RS,40.8,TERMINALS,Vancouver,Asia,United Arab Emirates
2016,May,Wheat,No.2 CW RS,31.5,TERMINALS,Vancouver,Western Hemisphere,Ecuador
2016,May,Wheat,No.2 CW RS,82.5,TERMINALS,Vancouver,Western Hemisphere,Peru
2016,May,Wheat,No.2 CW RS,116.5,TERMINALS,Prince Rupert,Asia,Bangladesh
2016,May,Wheat,No.2 CW RS,75.6,TERMINALS,Prince Rupert,Asia,Indonesia
2016,May,Wheat,No.2 CW RS,33.1,TERMINALS,Prince Rupert,Asia,South Korea
2016,May,Wheat,No.2 CW RS,30.8,TERMINALS,Prince Rupert,Western Hemisphere,Colombia
2016,May,Wheat,No.2 CW RS,60.4,TERMINALS,Prince Rupert,Western Hemisphere,Ecuador
2016,May,Wheat,No.2 CW RS,5.8,TERMINALS,Thunder Bay,Western Europe,Italy
2016,May,Wheat,No.2 CW RS,20.6,TERMINALS,Thunder Bay,Western Hemisphere,Colombia
2016,May,Wheat,No.2 CW RS,53,TERMINALS,Thunder Bay,Western Hemisphere,Mexico
2016,May,Wheat,No.2 CW RS,10.5,TERMINALS,St. Lawrence,Western Europe,Belgium
2016,May,Wheat,No.2 CW RS,11,TERMINALS,St. Lawrence,Western Europe,Italy
2016,May,Wheat,No.2 CW RS,13.7,TERMINALS,St. Lawrence,Western Europe,United Kingdom
2016,May,Wheat,No.2 CW RS,108.3,TERMINALS,St. Lawrence,Africa,Ghana
2016,May,Wheat,No.2 CW RS,26.3,TERMINALS,St. Lawrence,Western Hemisphere,Cuba
2016,May,Wheat,No.3 CE,0.2,TERMINALS,Bay & Lakes,Western Hemisphere,United States
2016,May,Wheat,OTHER,4.1,TERMINALS,Thunder Bay,Western Europe,Italy
2016,May,Wheat,OTHER,7.6,TERMINALS,Thunder Bay,Western Hemisphere,Mexico
2016,May,Amber Durum,No.1 CW AD,12.8,PRIMARY,Prairie Elevators,Western Hemisphere,United States
2016,May,Amber Durum,No.1 CW AD,26.3,TERMINALS,Vancouver,Africa,Algeria
2016,May,Amber Durum,No.1 CW AD,8,TERMINALS,St. Lawrence,Western Europe,Italy
2016,May,Amber Durum,No.2 CW AD,6.9,TERMINALS,Vancouver,Asia,Japan
2016,May,Amber Durum,No.2 CW AD,10.8,TERMINALS,Vancouver,Asia,United Arab Emirates
2016,May,Amber Durum,No.2 CW AD,3.8,TERMINALS,Vancouver,Western Hemisphere,Ecuador
2016,May,Amber Durum,No.2 CW AD,14.5,TERMINALS,Vancouver,Western Hemisphere,Peru
2016,May,Amber Durum,No.3 CW AD,85.4,TERMINALS,Vancouver,Western Europe,Italy
2016,May,Amber Durum,No.3 CW AD,6.5,TERMINALS,Vancouver,Western Hemisphere,Peru
2016,May,Amber Durum,No.3 CW AD,27.8,TERMINALS,St. Lawrence,Western Europe,Italy
2016,May,Amber Durum,No.3 CW AD,2.7,TERMINALS,St. Lawrence,Africa,Ghana
2016,May,Amber Durum,No.3 CW AD,22.5,TERMINALS,St. Lawrence,Africa,Tunisia
2016,May,Amber Durum,No.4 CW AD,15.8,TERMINALS,St. Lawrence,Western Europe,Italy
2016,May,Amber Durum,OTHER,40,TERMINALS,Vancouver,Africa,Morocco
2016,May,Oat,No.1 CW,0.9,PRIMARY,Prairie Elevators,Western Hemisphere,Mexico
2016,May,Oat,No.1 CW,42.1,PRIMARY,Prairie Elevators,Western Hemisphere,United States
2016,May,Barley,No.1 CW,0.9,PRIMARY,Prairie Elevators,Western Hemisphere,United States
2016,May,Barley,OTHER,62.3,TERMINALS,Vancouver,Asia,China P.R.
2016,May,Barley,OTHER,4.9,TERMINALS,Vancouver,Asia,Japan
2016,May,Rye,No.1 CW,2.7,PRIMARY,Prairie Elevators,Western Hemisphere,United States
2016,May,Flaxseed,No.1 CW,0.1,PRIMARY,Prairie Elevators,Western Hemisphere,Mexico
2016,May,Flaxseed,No.1 CW,2.2,PRIMARY,Prairie Elevators,Western Hemisphere,United States
2016,May,Canola,No.1 CANADA,1.9,PRIMARY,Prairie Elevators,Western Hemisphere,Mexico
2016,May,Canola,No.1 CANADA,34.1,PRIMARY,Prairie Elevators,Western Hemisphere,United States
2016,May,Canola,No.1 CANADA,113,TERMINALS,Vancouver,Asia,China P.R.
2016,May,Canola,No.1 CANADA,246.8,TERMINALS,Vancouver,Asia,Japan
2016,May,Canola,No.1 CANADA,61.2,TERMINALS,Vancouver,Asia,Pakistan
2016,May,Canola,No.1 CANADA,89.3,TERMINALS,Vancouver,Asia,United Arab Emirates
2016,May,Canola,No.1 CANADA,46.2,TERMINALS,Vancouver,Western Hemisphere,Mexico
2016,May,Canola,No.1 CANADA,54,TERMINALS,Prince Rupert,Asia,China P.R.
2016,May,Canola,No.1 CANADA,92.4,TERMINALS,Prince Rupert,Western Hemisphere,Mexico
2016,May,Canola,No.1 CANADA,22.7,TERMINALS,Thunder Bay,Western Europe,France
2016,May,Canola,No.1 CANADA,23.5,TERMINALS,Thunder Bay,Africa,Nigeria
2016,May,Canola,No.1 CANADA,46.7,TERMINALS,Thunder Bay,Western Hemisphere,Mexico
2016,May,Canola,No.1 CANADA,38.5,TERMINALS,St. Lawrence,Western Europe,France
2016,May,Canola,No.1 CANADA,79,TERMINALS,St. Lawrence,Western Hemisphere,Mexico
2016,May,Sunflower,No.1 CANADA,0.4,PRIMARY,Prairie Elevators,Western Hemisphere,United States
2016,May,Mixed Grain,OTHER,5.3,TERMINALS,Vancouver,Western Europe,Denmark
2016,May,Soybeans,No.1 CANADA,1.4,PRIMARY,Prairie Elevators,Western Hemisphere,United States
2016,May,Soybeans,No.2 CANADA,10,TERMINALS,Bay & Lakes,Western Europe,Belgium
2016,May,Soybeans,No.2 CANADA,21.3,TERMINALS,Bay & Lakes,Western Europe,Italy
2016,May,Soybeans,No.2 CANADA,10.3,TERMINALS,St. Lawrence,Asia,Japan
2016,May,Peas,All grades combined,2.4,PRIMARY,Prairie Elevators,Western Hemisphere,United States
2016,May,Peas,All grades combined,102.1,TERMINALS,Vancouver,Asia,Bangladesh
2016,May,Peas,All grades combined,22,TERMINALS,Vancouver,Asia,China P.R.
2016,May,Peas,All grades combined,34,TERMINALS,Vancouver,Asia,India
2016,May,Corn,No.2 CE,0.4,TERMINALS,Bay & Lakes,Western Hemisphere,United States
2016,May,Corn,No.3 CE,18.7,TERMINALS,Bay & Lakes,Western Europe,Ireland
2016,May,Corn,No.3 CE,22.4,TERMINALS,Bay & Lakes,Western Europe,Italy
2016,May,Corn,No.3 CE,19.5,TERMINALS,Bay & Lakes,Western Europe,Spain
2016,May,Corn,No.3 CE,27.5,TERMINALS,St. Lawrence,Western Europe,Ireland
2016,May,Corn,No.3 CE,10.4,TERMINALS,St. Lawrence,Western Europe,Italy
2016,May,Corn,OTHER,61.7,TERMINALS,St. Lawrence,Western Europe,Portugal
2016,May,Safflower,No.1 CANADA,0,PRIMARY,Prairie Elevators,Western Hemisphere,United States
2016,May,Canaryseed,OTHER,0.2,PRIMARY,Prairie Elevators,Western Hemisphere,Mexico
2016,May,Canaryseed,OTHER,0.1,PRIMARY,Prairie Elevators,Western Hemisphere,United States
2016,May,Mustard Seed,No.1 CANADA,1.8,PRIMARY,Prairie Elevators,Western Hemisphere,United States
2016,May,Triticale,No.1 CANADA,0.1,PRIMARY,Prairie Elevators,Western Hemisphere,United States
2016,May,US Beans,No.1,0.1,PRIMARY,Prairie Elevators,Western Hemisphere,United States
2016,May,Oat Groats,No.1,0,PRIMARY,Prairie Elevators,Western Hemisphere,United States
2016,May,Cdn BlyMlt,No.1,3.4,PRIMARY,Prairie Elevators,Western Hemisphere,United States
2016,May,US Sunflower,No.1,0,PRIMARY,Prairie Elevators,Western Hemisphere,United States
2016,May,Beans,All grades combined,1.6,PRIMARY,Prairie Elevators,Western Hemisphere,United States
2016,May,Lentil,No.1 CANADA,0.4,PRIMARY,Prairie Elevators,Western Hemisphere,United States
2016,May,Lentil,No.3 CANADA,9.8,TERMINALS,Vancouver,Asia,Bangladesh
2016,May,Chick Peas,No.1 CANADA,0.5,PRIMARY,Prairie Elevators,Western Hemisphere,United States
2016,May,Pea Beans,No.1 CANADA,0.2,PRIMARY,Prairie Elevators,Western Hemisphere,United States
2016,May,Faba bean,No.1 CANADA,0.1,PRIMARY,Prairie Elevators,Western Hemisphere,United States
2016,May,Pellets,OTHER,0.5,TERMINALS,Vancouver,Western Hemisphere,United States
2016,June,Wheat,No.1 CW RS,21.4,PRIMARY,Prairie Elevators,Western Hemisphere,United States
2016,June,Wheat,No.1 CW RS,133,TERMINALS,Vancouver,Asia,Japan
2016,June,Wheat,No.1 CW RS,10,TERMINALS,Vancouver,Asia,South Korea
2016,June,Wheat,No.1 CW RS,15,TERMINALS,Vancouver,Western Hemisphere,Peru
2016,June,Wheat,No.2 C PS,31.4,TERMINALS,Vancouver,Asia,Sri Lanka
2016,June,Wheat,No.2 C PS,15.2,TERMINALS,Vancouver,Western Hemisphere,Peru
2016,June,Wheat,No.2 C PS,17.6,TERMINALS,Prince Rupert,Western Hemisphere,Chile
2016,June,Wheat,No.2 C PS,17.5,TERMINALS,Prince Rupert,Western Hemisphere,Colombia
2016,June,Wheat,No.2 CE,10,TERMINALS,St. Lawrence,Western Hemisphere,Venezuela
2016,June,Wheat,No.2 CW RS,57,TERMINALS,Vancouver,Africa,Mozambique
2016,June,Wheat,No.2 CW RS,54.2,TERMINALS,Vancouver,Asia,Bangladesh
2016,June,Wheat,No.2 CW RS,81.4,TERMINALS,Vancouver,Asia,China P.R.
2016,June,Wheat,No.2 CW RS,12,TERMINALS,Vancouver,Asia,India
2016,June,Wheat,No.2 CW RS,25.6,TERMINALS,Vancouver,Asia,Malaysia
2016,June,Wheat,No.2 CW RS,34,TERMINALS,Vancouver,Asia,Oman
2016,June,Wheat,No.2 CW RS,34.4,TERMINALS,Vancouver,Asia,Philippines
2016,June,Wheat,No.2 CW RS,39.4,TERMINALS,Vancouver,Asia,Sri Lanka
2016,June,Wheat,No.2 CW RS,31.6,TERMINALS,Vancouver,Asia,United Arab Emirates
2016,June,Wheat,No.2 CW RS,9,TERMINALS,Vancouver,Asia,Vietnam
2016,June,Wheat,No.2 CW RS,76.8,TERMINALS,Vancouver,Western Hemisphere,Peru
2016,June,Wheat,No.2 CW RS,118.4,TERMINALS,Prince Rupert,Asia,Indonesia
2016,June,Wheat,No.2 CW RS,26.3,TERMINALS,Prince Rupert,Western Hemisphere,Chile
2016,June,Wheat,No.2 CW RS,63.4,TERMINALS,Prince Rupert,Western Hemisphere,Colombia
2016,June,Wheat,No.2 CW RS,6.2,TERMINALS,Thunder Bay,Western Europe,United Kingdom
2016,June,Wheat,No.2 CW RS,16.2,TERMINALS,Thunder Bay,Western Hemisphere,Dominican Republic
2016,June,Wheat,No.2 CW RS,20.7,TERMINALS,Thunder Bay,Western Hemisphere,Mexico
2016,June,Wheat,No.2 CW RS,7.8,TERMINALS,St. Lawrence,Western Europe,Italy
2016,June,Wheat,No.2 CW RS,6.2,TERMINALS,St. Lawrence,Western Europe,United Kingdom
2016,June,Wheat,No.2 CW RS,39.5,TERMINALS,St. Lawrence,Africa,Cameroon
2016,June,Wheat,No.2 CW RS,33,TERMINALS,St. Lawrence,Africa,Ghana
2016,June,Wheat,No.2 CW RS,44,TERMINALS,St. Lawrence,Africa,Tanzania
2016,June,Wheat,No.2 CW RS,47.1,TERMINALS,St. Lawrence,Western Hemisphere,Cuba
2016,June,Wheat,No.2 CW RS,22,TERMINALS,St. Lawrence,Western Hemisphere,Puerto Rico
2016,June,Wheat,No.2 CW RS,62.9,TERMINALS,St. Lawrence,Western Hemisphere,Venezuela
2016,June,Wheat,OTHER,8.8,TERMINALS,Prince Rupert,Western Hemisphere,Colombia
2016,June,Wheat,OTHER,16.3,TERMINALS,Thunder Bay,Western Europe,United Kingdom
2016,June,Wheat,OTHER,19.8,TERMINALS,Thunder Bay,Western Hemisphere,Colombia
2016,June,Wheat,OTHER,5.9,TERMINALS,Thunder Bay,Western Hemisphere,Dominican Republic
2016,June,Wheat,OTHER,23.2,TERMINALS,St. Lawrence,Western Europe,United Kingdom
2016,June,Amber Durum,No.1 CW AD,24.1,PRIMARY,Prairie Elevators,Western Hemisphere,United States
2016,June,Amber Durum,No.1 CW AD,40.3,TERMINALS,Vancouver,Africa,Morocco
2016,June,Amber Durum,No.2 CW AD,26.1,TERMINALS,Vancouver,Asia,Japan
2016,June,Amber Durum,No.2 CW AD,13.2,TERMINALS,Vancouver,Asia,Oman
2016,June,Amber Durum,No.2 CW AD,11.2,TERMINALS,Vancouver,Asia,United Arab Emirates
2016,June,Amber Durum,No.2 CW AD,3,TERMINALS,Vancouver,Western Hemisphere,Peru
2016,June,Amber Durum,No.2 CW AD,5.5,TERMINALS,Prince Rupert,Asia,Indonesia
2016,June,Amber Durum,No.2 CW AD,4.2,TERMINALS,St. Lawrence,Western Hemisphere,Cuba
2016,June,Amber Durum,No.3 CW AD,8.8,TERMINALS,Vancouver,Western Hemisphere,Peru
2016,June,Amber Durum,No.3 CW AD,5,TERMINALS,St. Lawrence,Africa,Nigeria
2016,June,Oat,No.1 CW,1.1,PRIMARY,Prairie Elevators,Western Hemisphere,Mexico
2016,June,Oat,No.1 CW,43.1,PRIMARY,Prairie Elevators,Western Hemisphere,United States
2016,June,Oat,No.1 CW,6.3,TERMINALS,Vancouver,Western Hemisphere,Peru
2016,June,Oat,No.2 CW,6.8,TERMINALS,Vancouver,Western Hemisphere,Chile
2016,June,Oat,No.2 CW,32.7,TERMINALS,Prince Rupert,Western Hemisphere,Mexico
2016,June,Oat,No.2 CW,12.1,TERMINALS,Thunder Bay,Western Hemisphere,United States
2016,June,Barley,No.1 CW,2.7,PRIMARY,Prairie Elevators,Western Hemisphere,United States
2016,June,Barley,OTHER,10.2,TERMINALS,Vancouver,Asia,China P.R.
2016,June,Rye,No.1 CW,3.5,PRIMARY,Prairie Elevators,Western Hemisphere,United States
2016,June,Flaxseed,No.1 CW,0.2,PRIMARY,Prairie Elevators,Western Hemisphere,Mexico
2016,June,Flaxseed,No.1 CW,2.1,PRIMARY,Prairie Elevators,Western Hemisphere,United States
2016,June,Flaxseed,No.1 CW,36.8,TERMINALS,Vancouver,Asia,China P.R.
2016,June,Canola,No.1 CANADA,60.5,PRIMARY,Prairie Elevators,Western Hemisphere,United States
2016,June,Canola,No.1 CANADA,265.7,TERMINALS,Vancouver,Asia,China P.R.
2016,June,Canola,No.1 CANADA,101.9,TERMINALS,Vancouver,Asia,Japan
2016,June,Canola,No.1 CANADA,146.3,TERMINALS,Vancouver,Asia,Pakistan
2016,June,Canola,No.1 CANADA,27.7,TERMINALS,Vancouver,Asia,United Arab Emirates
2016,June,Canola,No.1 CANADA,84.2,TERMINALS,Vancouver,Western Hemisphere,Mexico
2016,June,Canola,No.1 CANADA,52.2,TERMINALS,Prince Rupert,Asia,China P.R.
2016,June,Canola,No.1 CANADA,21,TERMINALS,Thunder Bay,Western Europe,France
2016,June,Sunflower,No.1 CANADA,1.1,PRIMARY,Prairie Elevators,Western Hemisphere,United States
2016,June,Buckwheat,No.1 CANADA,0.1,PRIMARY,Prairie Elevators,Western Hemisphere,United States
2016,June,Soybeans,No.1 CANADA,15.4,PRIMARY,Prairie Elevators,Western Hemisphere,United States
2016,June,Soybeans,No.2 CANADA,20.8,TERMINALS,Bay & Lakes,Western Europe,Italy
2016,June,Peas,All grades combined,1.9,PRIMARY,Prairie Elevators,Western Hemisphere,United States
2016,June,Peas,All grades combined,10.9,TERMINALS,Vancouver,Asia,China P.R.
2016,June,Peas,All grades combined,98.3,TERMINALS,Vancouver,Asia,India
