Id	File Name	Ext	Published	Date		Published Date(msec)	Report Begin Date	Report End Date	Correction	Report Title		
3211	wa_ls637	txt	1/21/2026	12:19:41	MST	1.76902E+12	1/21/2026	1/21/2026		Canadian Live Animal Imports into the U.S. By Destination (WA_LS637)		
3900	ams_3900	pdf	1/21/2026	12:14:48	MST	1.76902E+12	1/21/2026	1/21/2026		"Johnson Stockyard - Kosciusko, Mississippi"		
1089	ams_1089	pdf	1/21/2026	12:06:13	MST	1.76902E+12	1/19/2026	1/23/2026		Butter - Central U.S.		
1083	ams_1083	pdf	1/21/2026	12:06:11	MST	1.76902E+12	1/19/2026	1/23/2026		Cheese - Central U.S.		
3332	ya_fv170	pdf	1/21/2026	11:51:37	MST	1.76902E+12	1/20/2026	1/20/2026		"YAKIMA, WA TRUCK AIR, AND BOAT Daily Movement Report"		
2016	ams_2016	pdf	1/21/2026	11:46:41	MST	1.76902E+12	1/21/2026	1/21/2026		"Sioux Falls Regional Livestock Auction - Worthing, SD"		
3102	ams_3102	pdf	1/21/2026	11:07:01	MST	1.76902E+12	1/21/2026	1/21/2026		"Apache Livestock Video/Internet Auction - Apache, OK"		
2047	ams_2047	pdf	1/21/2026	10:42:29	MST	1.76902E+12	1/21/2026	1/21/2026		"Walnut Auction Sales Slaughter Cattle - Walnut, IL"		
3351	ams_3351	pdf	1/21/2026	10:40:00	MST	1.76902E+12	12/1/2025	12/1/2025		Uniform Milk Prices		
3461	ams_3461	pdf	1/21/2026	10:39:41	MST	1.76902E+12	12/1/2025	12/1/2025		Producer Receipts		
3462	ams_3462	pdf	1/21/2026	10:38:55	MST	1.76902E+12	12/1/2025	12/1/2025		Producer Milk Components		
3349	ams_3349	pdf	1/21/2026	10:38:29	MST	1.76902E+12	12/1/2025	12/1/2025		Class IV Utilization		
3348	ams_3348	pdf	1/21/2026	10:38:10	MST	1.76902E+12	12/1/2025	12/1/2025		Class III Utilization		
3347	ams_3347	pdf	1/21/2026	10:37:40	MST	1.76902E+12	12/1/2025	12/1/2025		Class II Utilization		
3346	ams_3346	pdf	1/21/2026	10:37:14	MST	1.76902E+12	12/1/2025	12/1/2025		Class I Utilization		
3345	ams_3345	pdf	1/21/2026	10:36:44	MST	1.76902E+12	12/1/2025	12/1/2025		Class I Prices		
2165	ams_2165	pdf	1/21/2026	10:29:41	MST	1.76902E+12	1/21/2026	1/21/2026		"Tama Livestock Slaughter Cattle - Tama, IA"		
2375	fvwtrk	pdf	1/21/2026	10:20:46	MST	1.76902E+12	1/19/2026	1/19/2026		SC National Truck Rate Report (PDF) (FVWTRK)		
3328	ya_fv196	txt	1/21/2026	10:12:43	MST	1.76902E+12	1/21/2026	1/21/2026		Apple Juice Concentrate (YA_FV196)		
1090	ams_1090	pdf	1/21/2026	10:05:08	MST	1.76902E+12	1/19/2026	1/23/2026		Butter - East U.S.		
3489	ams_3489	pdf	1/21/2026	9:59:32	MST	1.76901E+12	1/21/2026	1/21/2026		Rushville Hay Auction		
1084	ams_1084	pdf	1/21/2026	9:44:19	MST	1.76901E+12	1/19/2026	1/23/2026		Cheese - East U.S.		
1725	ams_1725	pdf	1/21/2026	9:37:10	MST	1.76901E+12	1/21/2026	1/21/2026		"Wolgemuth Hay Auction - Leola, PA (Wednesday)"		
2172	ams_2172	pdf	1/21/2026	8:49:07	MST	1.76901E+12	1/20/2026	1/20/2026		"Staunton Livestock Auction Graded Slaughter Cattle Sale - Staunton, VA"		
2182	ams_2182	pdf	1/21/2026	8:41:26	MST	1.76901E+12	1/20/2026	1/20/2026		"Virginia Cattle Company Graded Feeder Cattle Sale - Radiant, VA"		
1901	ams_1901	pdf	1/21/2026	8:32:54	MST	1.76901E+12	1/20/2026	1/20/2026		"Winter Livestock (Tuesday) - La Junta, CO"		
3795	ams_3795	pdf	1/21/2026	8:21:50	MST	1.76901E+12	1/19/2026	1/19/2026	x	"Beaver Livestock Auction Slaughter/Replacement Cattle - Beaver, OK"		
2146	ams_2146	pdf	1/21/2026	8:21:45	MST	1.76901E+12	1/20/2026	1/20/2026		"Virginia Cattle Company Feeder Cattle Board Sale - Radiant, VA"		
2705	ams_2705	pdf	1/21/2026	7:50:04	MST	1.76901E+12	1/21/2026	1/21/2026		Weekly Average Weight of Barrows and Gilts (PDF) (LSWSWINEWTS)		
1935	ams_1935	pdf	1/21/2026	7:49:58	MST	1.76901E+12	1/20/2026	1/20/2026	x	"Franklin County Livestock - Carnesville, GA"		
1988	ams_1988	pdf	1/21/2026	7:44:45	MST	1.76901E+12	1/20/2026	1/20/2026	x	"Mid State Stockyards LLP - Letohatchee, AL"		
2840	nw_ls720	txt	1/21/2026	7:41:03	MST	1.76901E+12	1/21/2026	1/21/2026		Iowa-So. Minnesota Weekly Average Weight Barrows & Gilts (NW_LS720)		
3794	ams_3794	pdf	1/21/2026	7:40:20	MST	1.76901E+12	1/20/2026	1/20/2026		"Beaver Livestock Auction Feeder Cattle - Beaver, OK"		
2037	ams_2037	pdf	1/21/2026	7:15:33	MST	1.769E+12	1/20/2026	1/20/2026		"Producers Livestock Auction - Salina, UT"		
2023	ams_2023	pdf	1/21/2026	6:46:05	MST	1.769E+12	1/20/2026	1/20/2026		"Philip Livestock Auction - Philip, SD"		
1880	ams_1880	pdf	1/21/2026	6:22:34	MST	1.769E+12	1/17/2026	1/17/2026	x	"Jackson County Regional Livestock Market - Ripley, WV"		
2014	ams_2014	pdf	1/21/2026	6:13:19	MST	1.769E+12	1/20/2026	1/20/2026		"Producers Livestock Sheep and Goat Auction - San Angelo, TX"		
2080	ams_2080	pdf	1/21/2026	5:57:19	MST	1.769E+12	1/20/2026	1/20/2026		"Pulaski Stockyard - Pulaski, TN"		
2092	ams_2092	pdf	1/21/2026	5:06:49	MST	1.769E+12	1/20/2026	1/20/2026		"Cleveland County Agriculture & Livestock Exchange - Shelby, NC"		
1419	ams_1419	pdf	1/21/2026	4:51:28	MST	1.769E+12	1/20/2026	1/20/2026	x	"Okeechobee Livestock Auction - Okeechobee, FL (Tue)"		
3916	ams_3916	pdf	1/21/2026	0:02:56	MST	1.76898E+12	1/20/2026	1/20/2026		"Four State Stockyards ? Cattle Auction - Exeter, MO"		
1934	ams_1934	pdf	1/20/2026	21:40:00	MST	1.76897E+12	1/20/2026	1/20/2026		"Southern Livestock - Oak Park, GA"		
3415	ams_3415	pdf	1/20/2026	21:18:36	MST	1.76897E+12	1/20/2026	1/20/2026		"Topeka Livestock Auction - Topeka, IN"		
2196	ams_2196	pdf	1/20/2026	21:14:41	MST	1.76897E+12	1/20/2026	1/20/2026		"Livingston Co. Livestock Market - Ledbetter, KY"		
1995	ams_1995	pdf	1/20/2026	21:07:38	MST	1.76897E+12	1/20/2026	1/20/2026		"Alabama Livestock Auction - Uniontown, AL"		
2060	ams_2060	pdf	1/20/2026	21:05:54	MST	1.76897E+12	1/20/2026	1/20/2026		"Athens Regional Stockyard - Athens, TN"		
3633	ams_3633	pdf	1/20/2026	20:55:06	MST	1.76897E+12	1/20/2026	1/20/2026		"Middleburg Livestock Auction Slaughter Hog Sale - Middleburg, PA"		
1789	ams_1789	pdf	1/20/2026	20:50:10	MST	1.76897E+12	1/20/2026	1/20/2026		"F and T Livestock Market Slaughter Cattle - Palmyra, MO"		
3632	ams_3632	pdf	1/20/2026	20:49:56	MST	1.76897E+12	1/20/2026	1/20/2026		"Middleburg Livestock Auction Sheep and Goat Sale - Middleburg, PA"		
1827	ams_1827	pdf	1/20/2026	20:48:37	MST	1.76897E+12	1/20/2026	1/20/2026		"McAlester Union Livestock Auction - McAlester, OK"		
1918	ams_1918	pdf	1/20/2026	20:44:20	MST	1.76897E+12	1/20/2026	1/20/2026		"Middleburg Livestock Auction - Middleburg, PA"		
2052	ams_2052	pdf	1/20/2026	20:31:18	MST	1.76897E+12	1/20/2026	1/20/2026		"Arkansas Cattle Auction LLC - Searcy, AR"		
1815	ams_1815	pdf	1/20/2026	20:21:39	MST	1.76897E+12	1/20/2026	1/20/2026		"Kingsville Livestock Auction - Kingsville, MO"		
3091	ams_3091	pdf	1/20/2026	20:18:20	MST	1.76897E+12	1/20/2026	1/20/2026		Pennsylvania Grain Bids		
2001	ams_2001	pdf	1/20/2026	20:13:54	MST	1.76897E+12	1/20/2026	1/20/2026		"Cullman Stockyard Cattle Auction - Cullman, AL"		
2164	ams_2164	pdf	1/20/2026	20:11:07	MST	1.76897E+12	1/20/2026	1/20/2026		"Dunlap Livestock Slaughter Cattle - Dunlap, IA"		
2117	ams_2117	pdf	1/20/2026	20:06:04	MST	1.76896E+12	1/20/2026	1/20/2026		"Brookhaven Stockyard - Brookhaven, MS"		
1650	ams_1650	pdf	1/20/2026	20:04:21	MST	1.76896E+12	1/20/2026	1/20/2026		"Topeka Hay Auction - Topeka, IN"		
2104	ams_2104	pdf	1/20/2026	19:58:56	MST	1.76896E+12	1/20/2026	1/20/2026		"Winter Livestock Auction - Riverton, WY"		
2714	ams_2714	pdf	1/20/2026	19:53:55	MST	1.76896E+12	1/20/2026	1/20/2026		Maryland Grain Bids		
2211	ams_2211	pdf	1/20/2026	19:31:46	MST	1.76896E+12	1/20/2026	1/20/2026		"Mid-Kentucky Livestock Market - Upton, KY"		
3675	ams_3675	pdf	1/20/2026	19:31:46	MST	1.76896E+12	1/19/2026	1/19/2026	x	"Warren Co. Livestock Auction - McMinnville, TN"		
2199	ams_2199	pdf	1/20/2026	19:24:32	MST	1.76896E+12	1/20/2026	1/20/2026		"Farmers Regional Livestock Auction of Glasgow Dairy Auction - Smiths Grove, KY"		
1249	ams_1249	pdf	1/20/2026	18:45:22	MST	1.76896E+12	1/20/2026	1/20/2026		"Ozarks Regional Stockyards Feeder Cattle - West Plains, MO"		
3416	ams_3416	pdf	1/20/2026	18:36:09	MST	1.76896E+12	1/20/2026	1/20/2026		"Ozarks Regional Stockyards Video Auction - West Plains, MO"		
2195	ams_2195	pdf	1/20/2026	18:32:17	MST	1.76896E+12	1/20/2026	1/20/2026		"Farmers Stockyards - Flemingsburg, KY"		
1991	ams_1991	pdf	1/20/2026	18:29:15	MST	1.76896E+12	1/20/2026	1/20/2026		"Arab Livestock Market - Arab, AL"		
1946	ams_1946	pdf	1/20/2026	18:20:00	MST	1.76896E+12	1/20/2026	1/20/2026		"Calhoun Stockyard - Calhoun, GA"		
1608	ams_1608	pdf	1/20/2026	18:20:00	MST	1.76896E+12	1/19/2026	1/19/2026	x	"Okeechobee Livestock Auction - Okeechobee, FL (Mon)"		
1814	ams_1814	pdf	1/20/2026	18:18:36	MST	1.76896E+12	1/20/2026	1/20/2026		"Interstate Regional Stockyards - Cuba, MO"		
1773	ams_1773	pdf	1/20/2026	17:54:33	MST	1.76896E+12	1/20/2026	1/20/2026		"Miles City Livestock Commission Auction - Miles City, MT"		
1824	ams_1824	pdf	1/20/2026	17:45:03	MST	1.76896E+12	1/20/2026	1/20/2026		"Woodward Livestock Auction Slaughter/Replacement Cattle  - Woodward, OK"		
2118	ams_2118	pdf	1/20/2026	17:44:46	MST	1.76896E+12	1/20/2026	1/20/2026		"Tylertown Stockyard - Tylertown, MS"		
1937	ams_1937	pdf	1/20/2026	17:37:31	MST	1.76896E+12	1/20/2026	1/20/2026		"Pulaski County Stockyard - Hawkinsville, GA"		
1985	ams_1985	pdf	1/20/2026	17:30:12	MST	1.76896E+12	1/20/2026	1/20/2026		"Opp Livestock - Opp, AL"		
3653	ams_3653	pdf	1/20/2026	17:25:55	MST	1.76896E+12	1/20/2026	1/20/2026		"North Platte Stockyards Livestock Auction - North Platte, NE"		
1663	orntrds	pdf	1/20/2026	17:20:45	MST	1.76895E+12	1/19/2026	1/23/2026		SC National Ornamental Trends Report		
1813	ams_1813	pdf	1/20/2026	17:17:04	MST	1.76895E+12	1/20/2026	1/20/2026		"Lolli Brothers Livestock Market - Macon, MO"		
3034	mh_fv221	pdf	1/20/2026	17:15:19	MST	1.76895E+12	1/20/2026	1/20/2026		"Import Ornamental Shipping Point Report - Miami, FL (MH_FV221)"		
1938	ams_1938	pdf	1/20/2026	17:04:52	MST	1.76895E+12	1/20/2026	1/20/2026		"Thomasville Stockyard - Thomasville, GA"		
3677	ams_3677	pdf	1/20/2026	16:59:24	MST	1.76895E+12	1/20/2026	1/20/2026		"United Producers Inc - Fayetteville, TN"		
1237	ams_1237	pdf	1/20/2026	16:49:32	MST	1.76895E+12	1/20/2026	1/20/2026		"Unionville Livestock Market  - Unionville, MO"		
1607	ams_1607	pdf	1/20/2026	16:37:13	MST	1.76895E+12	1/20/2026	1/20/2026		"Cattlemen's Livestock Auction - Lakeland, FL"		
3791	ams_3791	pdf	1/20/2026	16:10:17	MST	1.76895E+12	1/20/2026	1/20/2026		"Cattle Drive Livestock Video/Internet Auction - Salina, UT"		
3365	ams_3365	pdf	1/20/2026	16:00:45	MST	1.76895E+12	1/20/2026	1/20/2026		"Lonestar Stockyards - Wildorado, TX"		
3161	ams_3161	pdf	1/20/2026	15:54:06	MST	1.76895E+12	1/20/2026	1/20/2026		"Mid-Atlantic Livestock Video/Internet Auction - Norwood, NC"		
1420	ams_1420	pdf	1/20/2026	15:35:44	MST	1.76895E+12	1/20/2026	1/20/2026		"Townsend Livestock Auction - Madison, FL"		
1893	ams_1893	pdf	1/20/2026	15:08:36	MST	1.76895E+12	1/20/2026	1/20/2026		"Farmers and Ranchers Livestock Commission Co. Replacement Cattle Special - Salina,"	KS	
2128	ams_2128	pdf	1/20/2026	15:04:17	MST	1.76895E+12	1/20/2026	1/20/2026		"Blue Grass Stockyards (Tuesday) - Lexington, KY"		
2219	ams_2219	pdf	1/20/2026	14:57:08	MST	1.76895E+12	1/17/2026	1/17/2026	x	"Washington Co. Graded Sheep/Goat Sale  (Monthly 3rd Sat) - Springfield, KY"		
3484	ams_3484	pdf	1/20/2026	14:38:54	MST	1.76895E+12	1/20/2026	1/20/2026		"SEMO Livestock Sales Cattle Auction - Jackson, MO"		
2065	ams_2065	pdf	1/20/2026	14:21:10	MST	1.76894E+12	1/20/2026	1/20/2026		"Dickson Regional Livestock West - Huntingdon, TN"		
2207	ams_2207	pdf	1/20/2026	14:16:30	MST	1.76894E+12	1/19/2026	1/19/2026	x	"United Producers Inc. - Harned, KY"		
1956	ams_1956	pdf	1/20/2026	14:01:15	MST	1.76894E+12	1/20/2026	1/20/2026		"Low Country Livestock Exchange - Darlington, SC"		
2762	mb_fv170	pdf	1/20/2026	13:43:25	MST	1.76894E+12	1/16/2026	1/19/2026		"INWOOD, WV TRUCK AIR, AND BOAT Daily Movement Report"		
1950	ams_1950	pdf	1/20/2026	13:33:25	MST	1.76894E+12	1/20/2026	1/20/2026		"Mosely Livestock Feeder Cattle Board Sale - Blakely, GA"		
3233	lswnfss	pdf	1/20/2026	13:31:25	MST	1.76894E+12	1/20/2026	1/20/2026		Weekly National Feeder & Stocker Cattle Summary (LSWNFSS)		
3232	sj_ls850	txt	1/20/2026	13:31:25	MST	1.76894E+12	1/20/2026	1/20/2026		National Feeder & Stocker Cattle Summary (SJ_LS850)		
2700	ams_2700	pdf	1/20/2026	13:31:16	MST	1.76894E+12	1/20/2026	1/20/2026		National Weekly Fed Cattle Comprehensive (PDF) (LSWFEDCC)		
2591	lm_ct200	txt	1/20/2026	13:31:16	MST	1.76894E+12	1/20/2026	1/20/2026		National Weekly Fed Cattle Comprehensive (CSV) (LM_CT200)		
3492	ams_3492	pdf	1/20/2026	13:30:47	MST	1.76894E+12	1/20/2026	1/20/2026		Weekly Direct Slaughter Cattle Net Price Distribution (PDF)		
2116	ams_2116	pdf	1/20/2026	13:22:00	MST	1.76894E+12	1/20/2026	1/20/2026		"Philadelphia Stockyard -Philadelphia, MS"		
2391	fr_fv120	pdf	1/20/2026	13:07:53	MST	1.76894E+12	1/20/2026	1/20/2026		Fresno Shipping Point Vegetables Prices (FR_FV120)		
2188	ams_2188	pdf	1/20/2026	13:02:03	MST	1.76894E+12	1/20/2026	1/20/2026		"United Producers Inc. - Bowling Green, KY"		
1427	ams_1427	pdf	1/20/2026	13:01:12	MST	1.76894E+12	1/19/2026	1/23/2026		National Weekly Shell Egg Inventory		
2923	if_fv195	txt	1/20/2026	12:38:25	MST	1.76894E+12	1/20/2026	1/20/2026		New York Apples for Processing (IF_FV195)		
2175	ams_2175	pdf	1/20/2026	12:31:53	MST	1.76894E+12	1/19/2026	1/19/2026		"Farmers Livestock Exchange Graded Feeder Cattle Sale - Winchester, VA"		
2728	ams_2728	pdf	1/20/2026	12:14:16	MST	1.76894E+12	1/11/2026	1/17/2026		International: Weekly Major Wholesale Markets - Mexico City (Tue)		
1604	ams_1604	pdf	1/20/2026	12:01:19	MST	1.76894E+12	1/20/2026	1/20/2026		Global Dairy Trade (GDT)		
2119	ams_2119	pdf	1/20/2026	11:55:22	MST	1.76894E+12	1/20/2026	1/20/2026		"Winona Stockyard - Winona, MS"		
2405	ra_fv120	pdf	1/20/2026	11:50:59	MST	1.76894E+12	1/20/2026	1/20/2026		Raleigh Shipping Point Vegetables Prices (RA_FV120)		
1979	ams_1979	pdf	1/20/2026	11:44:25	MST	1.76893E+12	1/20/2026	1/20/2026		"Arab Livestock Market Feeder Cattle Board Sale - Arab, AL"		
2411	th_fv120	pdf	1/20/2026	11:33:19	MST	1.76893E+12	1/20/2026	1/20/2026		Thomasville Shipping Point Vegetables Prices (TH_FV120)		
2246	ams_2246	pdf	1/20/2026	11:33:08	MST	1.76893E+12	1/20/2026	1/20/2026		"Pipestone Hay and Straw Auction - Pipestone, MN"		
1624	ams_1624	pdf	1/20/2026	11:16:23	MST	1.76893E+12	1/19/2026	1/23/2026		Weekly Poultry & Egg Cold Storage Holdings - U.S.		
2049	ams_2049	pdf	1/20/2026	11:12:38	MST	1.76893E+12	1/20/2026	1/20/2026		"Fairview Sale Barn Slaughter Cattle - Fairview, IL"		
2889	lswkssum	pdf	1/20/2026	11:12:11	MST	1.76893E+12	1/20/2026	1/20/2026		Kansas Weekly Summary (LSWKSSUM)		
1917	ams_1917	pdf	1/20/2026	11:05:32	MST	1.76893E+12	1/19/2026	1/19/2026		"Greencastle Livestock Auction (Monday) - Greencastle, PA"		
3634	ams_3634	pdf	1/20/2026	11:04:57	MST	1.76893E+12	1/19/2026	1/19/2026		"Greencastle Livestock Auction Sheep and Goat Sale (Monday) - Greencastle, PA"		
3618	ams_3618	pdf	1/20/2026	10:55:09	MST	1.76893E+12	1/12/2026	1/16/2026		National Weekly Grain Co-Products Report		
2717	tv_fv170	pdf	1/20/2026	10:52:35	MST	1.76893E+12	1/15/2026	1/19/2026		"THOMASVILLE, GA TRUCK AIR, AND BOAT Daily Movement Report"		
2044	ams_2044	pdf	1/20/2026	10:16:02	MST	1.76893E+12	1/20/2026	1/20/2026		"Walnut Auction Sales Feeder Cattle Special - Walnut, IL"		
2793	ca_fv170	pdf	1/20/2026	10:03:27	MST	1.76893E+12	1/13/2026	1/19/2026	x	"COLUMBIA, SC TRUCK AIR, AND BOAT Daily Movement Report"		
2389	ca_fv120	pdf	1/20/2026	9:51:40	MST	1.76893E+12	1/20/2026	1/20/2026		Columbia Shipping Point Vegetables Prices (CA_FV120)		
3142	lswpnwexports	pdf	1/20/2026	9:26:21	MST	1.76893E+12	1/20/2026	1/20/2026		Pacific Northwest Weekly Grain Exports by Destination (LSWPNWEXPORTS)		
1913	ams_1913	pdf	1/20/2026	9:16:27	MST	1.76893E+12	1/19/2026	1/19/2026		"New Holland Sheep and Goat Auction - New Holland, PA"		
1280	ams_1280	pdf	1/20/2026	9:03:56	MST	1.76893E+12	1/19/2026	1/19/2026		"Oklahoma National Stockyards Feeder Cattle - Oklahoma City, OK"		
2885	ams_2885	pdf	1/20/2026	8:57:11	MST	1.76892E+12	1/12/2026	1/16/2026		Kansas Direct Hay Report		
2893	lswkysum	pdf	1/20/2026	8:55:31	MST	1.76892E+12	1/20/2026	1/20/2026		Kentucky Weekly Summary (LSWKYSUM)		
1782	ams_1782	pdf	1/20/2026	8:52:38	MST	1.76892E+12	1/19/2026	1/19/2026		"Roswell Livestock Auction - Roswell, NM"		
2193	ams_2193	pdf	1/20/2026	8:39:39	MST	1.76892E+12	1/11/2026	1/17/2026		Kentucky Weekly Livestock Auction Summary		
3071	wa_gr101	txt	1/20/2026	8:36:05	MST	1.76892E+12	1/20/2026	1/20/2026		Grains Inspected for Export (Weekly) (WA_GR101)		
2194	ams_2194	pdf	1/20/2026	8:33:14	MST	1.76892E+12	1/17/2026	1/17/2026	x	"Lake Cumberland Livestock - Somerset, KY"		
2243	ams_2243	pdf	1/20/2026	8:31:37	MST	1.76892E+12	1/19/2026	1/19/2026		"Rock Valley Hay Auction (Mon) - Rock Valley, IA"		
2192	ams_2192	pdf	1/20/2026	8:29:00	MST	1.76892E+12	1/17/2026	1/17/2026	x	"Blue Grass Stockyards (Saturday) - Campbellsville, KY"		
2056	ams_2056	pdf	1/20/2026	8:12:17	MST	1.76892E+12	1/11/2026	1/17/2026		Arkansas Weekly Livestock Auction Summary		
2245	ams_2245	pdf	1/20/2026	8:12:16	MST	1.76892E+12	1/19/2026	1/19/2026		"Dakota Hay Auction - Corsica, SD (Monday)"		
3337	ams_3337	pdf	1/20/2026	7:52:54	MST	1.76892E+12	1/20/2026	1/20/2026		National Daily Direct Hogs - Afternoon - Excluded Transactions (EX_HG203)		
3336	ams_3336	pdf	1/20/2026	7:52:54	MST	1.76892E+12	1/20/2026	1/20/2026		National Daily Direct Hogs - Morning - Excluded Transactions (EX_HG202)		
3335	ams_3335	pdf	1/20/2026	7:52:50	MST	1.76892E+12	1/20/2026	1/20/2026		National Daily Direct Hog Prior Day - Slaughtered Swine - Excluded Transactions (E	X_HG201)	
3334	ams_3334	pdf	1/20/2026	7:52:48	MST	1.76892E+12	1/20/2026	1/20/2026		National Daily Direct Hog Prior Day - Purchased Swine - Excluded Transactions (EX_	HG200)	
2698	ams_2698	pdf	1/20/2026	7:52:47	MST	1.76892E+12	1/20/2026	1/20/2026		National Weekly Boxed Beef Cutout and Boxed Beef Cuts - Excluded Transactions (EX_	XB459)	
2697	ams_2697	pdf	1/20/2026	7:52:37	MST	1.76892E+12	1/20/2026	1/20/2026		National Weekly Direct Cattle - Negotiated Purchases - Excluded Transactions (EX_C	T154)	
2007	ams_2007	pdf	1/20/2026	7:27:23	MST	1.76892E+12	1/19/2026	1/19/2026	x	"Northwest Alabama Livestock Cattle Sale - Russellville, AL"		
1784	ams_1784	pdf	1/20/2026	7:17:59	MST	1.76892E+12	1/11/2026	1/17/2026		New Mexico Weekly Cattle Summary		
1716	ams_1716	pdf	1/20/2026	7:09:41	MST	1.76892E+12	1/19/2026	1/19/2026		"Wolgemuth Hay Auction - New Holland, PA (Monday)"		
2063	ams_2063	pdf	1/20/2026	7:08:24	MST	1.76892E+12	1/11/2026	1/17/2026		Tennessee Weekly Cattle Auction Summary		
2091	ams_2091	pdf	1/20/2026	6:56:22	MST	1.76892E+12	1/11/2026	1/17/2026		North Carolina Weekly Livestock Auction Summary		
3213	ams_3213	pdf	1/20/2026	6:53:13	MST	1.76892E+12	1/4/2026	1/10/2026		Weekly Canadian Livestock and Poultry Summary		
2759	pyworganic	pdf	1/20/2026	6:52:34	MST	1.76892E+12	1/20/2026	1/20/2026		Organic Poultry and Eggs (PYWORGANIC)		
1919	ams_1919	pdf	1/20/2026	6:51:35	MST	1.76892E+12	1/11/2026	1/17/2026		Pennsylvania Weekly Cattle Auction Summary		
2011	ams_2011	pdf	1/20/2026	6:50:05	MST	1.76892E+12	1/11/2026	1/17/2026		New York Weekly Cattle Auction Summary		
2289	bh_fv201	pdf	1/20/2026	6:37:32	MST	1.76892E+12	1/20/2026	1/20/2026		Boston Terminal Market Ornamentals Prices (BH_FV201)		
2039	ams_2039	pdf	1/20/2026	6:26:57	MST	1.76892E+12	1/11/2026	1/17/2026		Utah Weekly Cattle Auction Summary		
1907	ams_1907	pdf	1/20/2026	6:16:02	MST	1.76891E+12	1/11/2026	1/17/2026		Colorado Weekly Cattle Auction Summary		
3635	ams_3635	pdf	1/20/2026	6:08:48	MST	1.76891E+12	1/19/2026	1/19/2026	x	"Tina Livestock Market Cattle Auction - Tina, MO"		
1941	ams_1941	pdf	1/20/2026	5:59:11	MST	1.76891E+12	1/19/2026	1/19/2026	x	"Seminole Livestock Exchange - Donalsonville, GA"		
2041	ams_2041	pdf	1/20/2026	5:34:03	MST	1.76891E+12	1/11/2026	1/17/2026		Illinois Weekly Cattle Auction Summary		
1976	ams_1976	pdf	1/20/2026	5:33:22	MST	1.76891E+12	1/11/2026	1/17/2026		Indiana Weekly Auction Summary		
2088	ams_2088	pdf	1/20/2026	5:29:25	MST	1.76891E+12	1/19/2026	1/19/2026		"Harward Brothers Livestock Market - Turnersburg, NC"		
2125	ams_2125	pdf	1/20/2026	5:11:45	MST	1.76891E+12	1/19/2026	1/19/2026	x	"Cattlemens Livestock - West Point, MS"		
3108	af_fv160	txt	1/20/2026	4:26:13	MST	1.76891E+12	1/20/2026	1/20/2026		Fairview Kentucky Produce Auction (AF_FV160)		
3724	ams_3724	pdf	1/19/2026	22:45:03	MST	1.76889E+12	1/19/2026	1/19/2026		"Giddings Livestock Auction - Giddings, TX"		
2184	ams_2184	pdf	1/19/2026	21:24:14	MST	1.76888E+12	1/19/2026	1/19/2026		"Lynchburg Graded Feeder Cattle Sale - Rustburg, VA"		
2186	ams_2186	pdf	1/19/2026	21:04:20	MST	1.76888E+12	1/17/2026	1/17/2026		"Springlake Graded Feeder Cattle Sale - Moneta, VA"		
1949	ams_1949	pdf	1/19/2026	20:59:28	MST	1.76888E+12	1/19/2026	1/19/2026		"Carroll County Livestock - Carrollton, GA"		
2003	ams_2003	pdf	1/19/2026	20:46:10	MST	1.76888E+12	1/19/2026	1/19/2026		"Ashville Stockyard - Ashville, AL"		
2114	ams_2114	pdf	1/19/2026	20:34:12	MST	1.76888E+12	1/19/2026	1/19/2026		"Tadlock Stockyards - Forest, MS"		
1832	ams_1832	pdf	1/19/2026	20:29:34	MST	1.76888E+12	1/19/2026	1/19/2026	x	"Tulsa Livestock Auction - Tulsa, OK"		
2127	ams_2127	pdf	1/19/2026	20:27:44	MST	1.76888E+12	1/19/2026	1/19/2026		"Blue Grass Stockyards (Monday) - Lexington, KY"		
2168	ams_2168	pdf	1/19/2026	20:05:48	MST	1.76888E+12	1/19/2026	1/19/2026		"Roanoke-Hollins Graded Feeder Cattle Sale - Roanoke, VA"		
2209	ams_2209	pdf	1/19/2026	20:04:47	MST	1.76888E+12	1/19/2026	1/19/2026		"Washington Co. Cattle Sale - Springfield, KY"		
1997	ams_1997	pdf	1/19/2026	20:01:17	MST	1.76888E+12	1/19/2026	1/19/2026		"Tennessee Valley Livestock - Florence, AL"		
1948	ams_1948	pdf	1/19/2026	19:51:09	MST	1.76888E+12	1/19/2026	1/19/2026		"Duvall Livestock - Greensboro, GA"		
1819	ams_1819	pdf	1/19/2026	19:43:05	MST	1.76888E+12	1/19/2026	1/19/2026		"Callaway Livestock Center - Kingdom City, MO"		
2113	ams_2113	pdf	1/19/2026	19:39:56	MST	1.76888E+12	1/19/2026	1/19/2026		"Southeast Mississippi Livestock - Hattiesburg, MS"		
2055	ams_2055	pdf	1/19/2026	19:18:25	MST	1.76888E+12	1/19/2026	1/19/2026		"Cleburne County Livestock Auction - Heber Springs, AR"		
1418	ams_1418	pdf	1/19/2026	19:04:01	MST	1.76887E+12	1/19/2026	1/19/2026		"Columbia Livestock Auction - Lake City, FL"		
2198	ams_2198	pdf	1/19/2026	19:03:26	MST	1.76887E+12	1/19/2026	1/19/2026		"Farmers Regional Livestock Market - Glasgow, KY"		
1958	ams_1958	pdf	1/19/2026	18:54:06	MST	1.76887E+12	1/19/2026	1/19/2026		"Upstate Livestock Exchange - Williamston, SC"		
