commodity,descriptn,abbreviatn,unit_qy1,unit_qy2,sitc,end_use,naics,usda,hitech
0712312000,"MUSHROOMS OF THE GENUS AGARICUS, DRIED, (OTHER THAN AIR OR SUN DRIED), WHOLE, CUT, SLICED, BROKEN OR IN POWDER BUT NOT FURTHER PREPARED","MUSHROOMS OF THE GENUS AGARICUS, DRIED, NESOI",KG,,05613,00130,311423,0,00
0712320000,"WOOD EARS (AURICULARIA SPP.), DRIED, WHOLE, CUT, SLICED, BROKEN OR IN POWDER, BUT NOT FURTHER PREPARED","WOOD EARS (AURICULARIA SPP.), DRIED,WHOLE,CUT,ETC",KG,,05613,00130,311423,0,00
0712330000,"JELLY FUNGI (TREMELLA SPP.), DRIED, WHOLE, CUT, SLICED, BROKEN OR IN POWDER, BUT NOT FURTHER PREPARED","JELLY FUNGI (TREMELLA SPP.)  DRIED,WHOLE,CUT, ETC",KG,,05613,00130,311423,0,00
0712341000,"SHIITAKE (LENTINUS EDODES) MUSHROOMS, AIR DRIED OR SUN DRIED, WHOLE, CUT, SLICED, BROKEN, OR IN POWDER, BUT NOT FURTHER PREPARED","SHIITAKE MUSHROOM,AIR/SUN DRIED,WHOLE,CUT,PWDR ETC",KG,,05613,00130,311423,0,00
0712342000,"SHIITAKE (LENTINUS EDODES) MUSHROOMS, WHOLE, CUT, SLICED, BROKEN, OR IN POWDER, BUT NOT FURTHER PREPARED, NESOI","SHIITAKE MUSHROOMS, WHOLE, CUT, POWDER ETC, NESOI",KG,,05613,00130,311423,0,00
0712391100,"MUSHROOMS, AIR DRIED OR SUN DRIED, NESOI","MUSHROOMS, AIR DRIED OR SUN DRIED, NESOI",KG,,05613,00130,311423,0,00
0712392100,"MUSHROOMS, DRIED (OTHER THAN AIR OR SUN DRIED), WHOLE, CUT, SLICED, BROKEN OR IN POWDER BUT NOT FURTHER PREPARED","MUSHROOMS, DRIED, WHOLE, CUT, ETC, NESOI",KG,,05613,00130,311423,0,00
0712394000,"TRUFFLES, DRIED, WHOLE, CUT, SLICED, BROKEN OR IN POWDER, BUT NOT FURTHER PREPARED","TRUFFLES, DRIED, WHOLE, CUT, SLICED, ETC.",KG,,05613,00130,311423,0,00
0712901000,"CARROTS, DRIED, WHOLE, CUT, SLICED, BROKEN OR IN POWDER, BUT NOT FURTHER PREPARED","CARROTS, DRIED, WHLE/CUT/SLICD/ETC,NOT FURTHR PREP",KG,,05619,00130,311423,0,00
0712901500,"OLIVES, NOT RIPE, DRIED, WHOLE, CUT, SLICED, BROKEN OR IN POWDER, BUT NOT FURTHER PREPARED","OLIVES, NOT RIPE,DRIED,WHLE/CUT/ETC,NOT FURTHR PRP",KG,,05619,00130,311423,0,00
0712902000,"OLIVES, RIPE, DRIED, WHOLE, CUT, SLICED, BROKEN OR IN POWDER, BUT NOT FURTHER PREPARED","OLIVES, RIPE, DRIED, WHLE/CUT/ETC, NOT FURTHR PREP",KG,,05619,00130,311423,0,00
0712903000,"POTATOES, DRIED, WHETHER OR NOT CUT OR SLICED BUT NOT FURTHER PREPARED","POTATOES, DRIED, W/N CUT/SLICED, NOT FURTHR PREPED",KG,,05619,00130,311423,0,00
0712904020,GARLIC POWDER OR FLOUR,GARLIC POWDER OR FLOUR,KG,,05619,00130,311942,0,00
0712904040,"GARLIC, DRIED (EXCEPT POWDER OR FLOUR), WHOLE, CUT, SLICED OR BROKEN, BUT NOT FURTHER PREPARED","GARLIC, DRIED, EXCEPT POWDER OR FLOUR",KG,,05619,00130,311423,0,00
0712906000,"FENNEL, MARJORAM, PARSLEY, SAVORY AND TARRAGON, DRIED, CRUDE OR NOT MANUFACTURED","FENNEL/MARJORAM/PARSLEY/SAVORY/TARRAGON, CRUDE/DRD",KG,,05619,00130,311423,0,00
0712906500,"PARSLEY, DRIED, WHOLE, CUT, SLICED, BROKEN OR IN POWDER, BUT NOT FURTHER PREPARED, NESOI","PARSLEY, DRIED, WHOLE/CUT/ETC,NOT FURTHER PREP,NES",KG,,05619,00130,311423,0,00
0712907000,"FENNEL, MARJORAM, SAVORY AND TARRAGON, DRIED, WHOLE, CUT, SLICED, BROKEN OR IN POWDER, BUT NOT FURTHER PREPARED, NESOI","FENNEL, MARJORAM, SAVORY, TARRAGON, DRIED, NESOI",KG,,05619,00130,311423,0,00
0712907400,"TOMATOES, DRIED IN POWDER","TOMATOES, DRIED IN POWDER",KG,,05619,00130,311211,0,00
0712907800,"TOMATOES, DRIED, WHOLE, CUT, SLICED, BROKEN, BUT NOT FURTHER PREPARED","TOMATOES, DRIED, WHOLE, NESOI",KG,,05619,00130,311423,0,00
0712908510,"BROCCOLI, DRIED, WHOLE, CUT, SLICED, BROKEN OR IN POWDER, BUT NOT FURTHER PREPARED","BROCCOLI, DRIED,WHLE/CUT/SLICD/ETC,NOT FURTHR PREP",KG,,05619,00130,311423,0,00
0712908520,"CELERY STALKS, DRIED, WHOLE, CUT, SLICED, BROKEN OR IN POWDER, BUT NOT FURTHER PREPARED","CELERY STALKS,DRIED,WHLE/SLICD/ETC,NOT FURTHR PREP",KG,,05619,00130,311423,0,00
0712908530,"LEEKS, DRIED, WHOLE, CUT, SLICED, BROKEN OR IN POWDER, BUT NOT FURTHER PREPARED","LEEKS, DRIED,WHLE/CUT/SLICD/ETC,NOT FURTHR PREPD",KG,,05619,00130,311423,0,00
0712908540,"SPINACH, DRIED, WHOLE, CUT, SLICED, BROKEN OR IN POWDER, BUT NOT FURTHER PREPARED","SPINACH, DRIED,WHLE/CUT/SLICD/ETC,NOT FURTHR PREPD",KG,,05619,00130,311423,0,00
0712908550,"SWEET CORN SEEDS OF A KIND USED FOR SOWING, DRIED","SWEET CORN SEEDS OF A KIND USED FOR SOWING, DRIED",KG,,05619,12060,111219,0,00
0712908580,"VEGETABLES & MIXTURES OF VEGETABLES, DRIED, WHOLE, CUT, SLICED, BROKEN OR IN POWDER, BUT NOT FURTHER PREPARED, NESOI","VEGETABLES & MIXTURES OF VEGETABLES, DRIED, NESOI",KG,,05619,00130,311423,0,00
0713101000,"PEAS (PISUM SATIVUM), SEEDS OF A KIND USED FOR SOWING, DRIED, SHELLED","PEAS, SEEDS OF A KIND USED FOR SOWING DRD, SHELLED",KG,,05421,12060,111130,0,00
0713102000,"SPLIT PEAS (EXCEPT SEED) DRIED, SHELLED, WHETHER OR NOT SKINNED OR SPLIT","SPLIT PEAS (EX SEED) DRIED, SHELLED W/N SKIN/SPLIT",KG,,05421,00130,111130,0,00
0713104005,"YELLOW PEAS, EXCEPT SEED, DRIED, SHELLED, WHETHER OR NOT SKINNED OR SPLIT CERTIFIED ORGANIC","YELLOW PEAS, EXCEPT SEED, DRIED, SHELLED CERT ORG",KG,,05421,00130,111130,0,00
0713104015,"YELLOW PEAS, EXCEPT SEED, DRIED, SHELLED, WHETHER OR NOT SKINNED OR SPLIT, NESOI","YELLOW PEAS, EXCEPT SEED, DRIED, SHELLED NESOI",KG,,05421,00130,111130,0,00
0713104020,"GREEN PEAS, EXCEPT SEED, DRIED, SHELLED, WHETHER OR NOT SKINNED OR SPLIT","GREEN PEAS, EXCEPT SEED, DRIED, SHELLED",KG,,05421,00130,111130,0,00
0713104060,"AUSTRIAN WINTER PEAS, EXCEPT SEED, DRIED, SHELLED, WHETHER OR NOT SKINNED OR SPLIT","AUSTRIAN WINTER PEAS, EXCEPT SEED, DRIED, SHELLED",KG,,05421,00130,111130,0,00
0713104080,"PEAS (PISUM SATIVUM), DRIED, SHELLED, WHETHER OR NOT SKINNED OR SPLIT, NESOI","PEAS, DRIED, SHELLED W/N SKIN/SPLIT, NESOI",KG,,05421,00130,111130,0,00
0713201000,"CHICKPEAS (GARBANZOS), SEEDS OF A KIND USED FOR SOWING, DRIED","CHICKPEAS, SEEDS OF A KIND USED FOR SOWING, DRIED",KG,,05422,12060,111130,0,00
0713202015,"CHICKPEAS (GARBANZOS), DRIED, CERTIFIED ORGANIC, SHELLED WHETHER OR NOT SKINNED OR SPLIT, NESOI","CHICKPEAS (GARBANZOS),CERT ORG,DRIED, SHELLED, NES",KG,,05422,00130,111130,0,00
0713202025,"KABULI CHICKPEAS (GARBANZOS), EXCEPT SEED, DRIED, SHELLED, WHETHER OR NOT SKINNED OR SPLIT","KABULI CHICKPEAS, EXCEPT SEED, DRIED,SHELLED",KG,,05422,00130,111130,0,00
0713202075,"CHICKPEAS (GARBANZOS), DRIED, SHELLED WHETHER OR NOT SKINNED OR SPLIT, NESOI","CHICKPEAS (GARBANZOS), DRIED, SHELLED, NESOI",KG,,05422,00130,111130,0,00
0713311000,"BEANS OF THE SPECIES VIGNA MUNGO (L.) HEPPER OR VIGNA RADIATA (L.) WILCZEK, SEEDS OF A KIND USED FOR SOWING, DRIED","BEANS, SEED, VIGNA MUNGO (L.) HEPPER ETC., DRIED",KG,,05423,12060,111130,0,00
0713312000,"BEANS OF THE SPECIES VIGNA MUNGO (L.) HEPPER OR VIGNA RADIATA (L.) WILCZEK, EXCEPT SEED, ENTERED FOR CONSUMPTION MAY 1 TO AUGUST 31, DRIED, SHELLED",BEAN EX SEED VIGNA MUNGO HEPPER 5/1-8/31 DRD SHELL,KG,,05423,00130,111130,0,00
0713314000,"BEANS, SPECIES VIGNA MUNGO (L.) HEPPER OR V. RADIATA (L.) WILCZEK, EXCEPT SEED, ENTERED OR WITHDRAWN FOR CONSUMPTION SEPT. 1- APRIL 30, DRIED, SHELLED",BEAN EX SEED VIGNA MUNGO HEPPER 9/1-4/30 DRD SHELL,KG,,05423,00130,111130,0,00
0713321000,"SMALL RED (ADZUKI) BEANS (PHASEOLUS OR VIGNA ANGULARIS), SEEDS OF A KIND USED FOR SOWING, DRIED","SMALL RED (ADZUKI) BEANS, SEEDS FOR SOWING, DRIED",KG,,05423,12060,111130,0,00
0713322000,"SMALL RED (ADZUKI) BEANS (PHASEOLUS OR VIGNA ANGULARIS), EXCEPT SEED, DRIED, SHELLED, WHETHER OR NOT SKINNED OR SPLIT","SMALL RED (ADZUKI) BEANS, DRIED, SHELLED, NESOI",KG,,05423,00130,111130,0,00
0713331020,"NAVY OR PEA BEANS, SEEDS OF A KIND USED FOR SOWING","NAVY OR PEA BEANS, SEED OF A KIND USED FOR SOWING",KG,,05423,12060,111130,0,00
0713331040,"KIDNEY BEANS, SEEDS OF A KIND USED FOR SOWING, NESOI","KIDNEY BEANS, SEED OF A KIND USED FOR SOWING NESOI",KG,,05423,12060,111130,0,00
0713332020,"NAVY OR PEA BEANS, EXCEPT SEED, ENTERED FOR CONSUMPTION DURING THE PERIOD FROM MAY 1 TO AUGUST 31, INCLUSIVE IN ANY YEAR, DRIED, SHELLED","NAVY, PEA BEANS, EXCEPT SEED, ENTRY 5/1-8/31 DRIED",KG,,05423,00130,111130,0,00
0713332030,"DARK RED KIDNEY BEANS, EXCEPT SEED, ENTERED FOR CONSUMPTION DURING THE PERIOD MAY 1 TO AUGUST 31, INCLUSIVE, DRIED, SHELLED",DARK RED KIDNEY BEAN  EX SEED ENTRY 5/1-8/31 DRIED,KG,,05423,00130,111130,0,00
0713332050,"LIGHT RED KIDNEY BEANS, EXCEPT SEED, ENTERED FOR CONSUMPTION DURING THE PERIOD MAY 1 TO AUGUST 31, INCLUSIVE, DRIED, SHELLED",LIGHT RED KIDNEY BEAN EX SEED ENTRY 5/1-8/31 DRIED,KG,,05423,00130,111130,0,00
0713332090,"KIDNEY BEANS, EXCEPT SEED, ENTERED FOR CONSUMPTION DURING THE PERIOD MAY 1 TO AUGUST 31, INCLUSIVE, DRIED, SHELLED, NESOI","KIDNEY BEANS EXCPT SEED ENTRY 5/1-8/31,DRIED,NESOI",KG,,05423,00130,111130,0,00
0713334020,"NAVY OR PEA BEANS, EXCEPT SEED, ENTERED FOR CONSUMPTION SEPT 1 - APRIL 30 OR WITHDRAWN FOR CONSUMPTION AT ANY TIME, DRIED, SHELLED","NAVY, PEA BEANS EX SEED, 9/1-4/30, DRIED SHELLED",KG,,05423,00130,111130,0,00
0713334030,"DARK RED KIDNEY BEANS, EXCEPT SEED, ENTERED FOR CONSUMPTION SEPT 1 - APRIL 30 OR WITHDRAWN FOR CONSUMPTION AT ANY TIME, DRIED SHELLED","DARK RED KID BEAN EX SEED ENTRY 9/1-4/30,DRD,SHELD",KG,,05423,00130,111130,0,00
0713334050,"LIGHT RED KIDNEY BEANS, EXCEPT SEED, ENTERED FOR CONSUMPTION SEPT 1 - APRIL 30 OR WITHDRAWN FOR CONSUMPTION AT ANY TIME, DRIED SHELLED","LIGHT RED KID BEAN EX SEED ENTR 9/1-4/30,DRD,SHELD",KG,,05423,00130,111130,0,00
0713334090,"KIDNEY BEANS, EXCEPT SEED, ENTERED FOR CONSUMPTION SEPT 1 - APRIL 30 OR WITHDRAWN FOR CONSUMPTION AT ANY TIME, DRIED SHELLED, NESOI","KIDNEY BEANS, ENTRY 9/1-4/30 DR/SHLD, NESOI",KG,,05423,00130,111130,0,00
0713341000,BAMBARA BEANS (VIGNA SUBTERRANEA OR VOANDZEIA SUBTERRANEA) OF A KIND USED FOR SOWING,BAMBARA BEANS OF A KIND USED FOR SOWING,KG,,05423,12060,111130,0,00
0713342000,"BAMBARA BEANS (VIGNA SUBTERRANEA OR VOANDZEIA SUBTERRANEA), EXCEPT FOR SOWING, ENTERED FOR CONSUMPTION MAY 1 TO AUGUST 31, DRIED, SHELLED","BAMBARA BEANS, ENTERED 5/1-8/31, DRIED,SHELD,NESOI",KG,,05423,00130,111130,0,00
0713344000,"BAMBARA BEANS EXCEPT SEED FOR SOWING, ENTERED FOR CONSUMPTION SEPT 1 TO APRIL 30 OR WITHDRAWN FOR CONSUMPTION AT ANY TIME, DRIED, SHELLED","BAMBARA BEANS, ENTERED 9/1-4/30, DRD SHLD,NESOI",KG,,05423,00130,111130,0,00
0713350000,"COWPEAS, EXCEPT SEED, DRIED, SHELLED","COWPEAS, EXCEPT SEED, DRIED, SHELLED",KG,,05423,00130,111130,0,00
0713391110,"CRANBERRY BEANS, OF A KIND USED FOR SOWING, DRIED","CRANBERRY BEANS, OR A KIND USED FOR SOWING, DRIED",KG,,05423,12060,111130,0,00
0713391190,"BEAN (VIGNA SPP., PHASEOLUS SPP.) SEEDS OF A KIND USED FOR SOWING, DRIED, NESOI","BEAN SEEDS FOR SOWING, DRIED, NESOI",KG,,05423,12060,111130,0,00
0713392110,"BLACK BEANS EXCEPT SEED, ENTERED FOR CONSUMPTION MAY 1 TO AUGUST 31, DRIED, SHELLED","BLACK BEANS EX SEED ENTRY 5/1-8/31, DRIED SHELLED",KG,,05423,00130,111130,0,00
0713392120,"GREAT NORTHERN BEANS EXCEPT SEED, ENTERED FOR CONSUMPTION MAY 1 TO AUGUST 31, DRIED, SHELLED","GREAT NORTHERN BEANS EX SEED 5/1-8/31, DRIED SHLLD",KG,,05423,00130,111130,0,00
0713392130,"BABY LIMA BEANS EXCEPT SEED ENTERED FOR CONSUMPTION MAY 1 TO AUGUST 31, DRIED, SHELLED","BABY LIMA BEANS EX SEED ENTRY 5/1-8/31, DRIED SHLD",KG,,05423,00130,111130,0,00
0713392140,"LIMA BEANS EXCEPT SEED, ENTERED FOR CONSUMPTION MAY 1 TO AUGUST 31, DRIED, SHELLED, NESOI","LIMA BEANS EX SEED ENTRY 5/1-8/31 DRIED SHLD,NESOI",KG,,05423,00130,111130,0,00
0713392150,"PINTO BEANS EXCEPT SEED, ENTERED FOR CONSUMPTION MAY 1 TO AUGUST 31, DRIED, SHELLED",PINTO BEANS EX SEED ENTRY 5/1-8/31 DRIED SHELLED,KG,,05423,00130,111130,0,00
0713392160,"WHITE BEANS EXCEPT SEED, ENTERED FOR CONSUMPTION MAY 1 TO AUGUST 31, DRIED, SHELLED, NESOI","WHITE BEANS EX SEED ENTRY 5/1-8/31 DRIED SHD,NESOI",KG,,05423,00130,111130,0,00
0713392170,"BEANS (VIGNA SPP., PHASEOLUS SPP.), EXCEPT SEED FOR SOWING, ENTERED FOR CONSUMPTION MAY 1 TO AUGUST 31, DRIED, SHELLED, NESOI","BEANS (VIGNA,PHASEOLUS) 5/1-8/31, DRIED SHLD,NESOI",KG,,05423,00130,111130,0,00
0713394110,"BLACK BEANS EXCEPT SEED, ENTERED FOR CONSUMPTION SEPTEMBER 1 TO APRIL 30 OR WITHDRAWN FOR CONSUMPTION AT ANY TIME, DRIED, SHELLED","BLACK BEANS EX SEED, 9/1-4/30, DRIED, SHELLED",KG,,05423,00130,111130,0,00
0713394120,"GREAT NORTHERN BEANS EXCEPT SEED, ENTERED OR WITHDRAWN FOR CONSUMPTION SEPTEMBER 1 TO APRIL 30 OR WITHDRAWN FOR CONSUMPTION AT ANY TIME, DRIED, SHELLE","GREAT NORTHERN BEAN EX SEED 9/1-4/30, DRIED SHELLD",KG,,05423,00130,111130,0,00
0713394130,"BABY LIMA BEANS EXCEPT SEED, ENTERED FOR CONSUMPTION SEPTEMBER 1 TO APRIL 30 OR WITHDRAWN FOR CONSUMPTION AT ANY TIME, DRIED, SHELLED","BABY LIMA BEANS EX SEED, 9/1-4/30 DRIED SHELLED",KG,,05423,00130,111130,0,00
0713394140,"LIMA BEANS EXCEPT SEED, ENTERED FOR CONSUMPTION SEPTEMBER 1 TO APRIL 30 OR WITHDRAWN FOR CONSUMPTION AT ANY TIME, DRIED, SHELLED, NESOI","LIMA BEANS EX SEED, 9/1-4/30, DRIED, SHELLED,NESOI",KG,,05423,00130,111130,0,00
0713394150,"PINTO BEANS EXCEPT SEED, ENTERED FOR CONSUMPTION SEPTEMBER 1 TO APRIL 30 OR WITHDRAWN FOR CONSUMPTION AT ANY TIME, DRIED, SHELLED","PINTO BEANS EX SEED, 9/1-4/30, DRIED, SHELLED",KG,,05423,00130,111130,0,00
0713394160,"WHITE BEANS EXCEPT SEED, ENTERED FOR CONSUMPTION SEPTEMBER 1 TO APRIL 30 OR WITHDRAWN FOR CONSUMPTION AT ANY TIME, DRIED, SHELLED, NESOI","WHITE BEANS EX SEED, 9/1-4/30, DRIED SHELLED,NESOI",KG,,05423,00130,111130,0,00
0713394170,"BEANS (VIGNA SPP, PHASEOLUS SPP) EXCEPT SEED, ENTERED FOR CONSUMPTION SEPT 1 TO APRIL 30 OR WITHDRAWN FOR CONSUMPTION AT ANY TIME, DRIED, SHELLED, NES","BEANS (VIGNA, PHASEOLUS), 9/1-4/30, DRD SHLD,NESOI",KG,,05423,00130,111130,0,00
0713401000,"LENTILS, SEEDS OF A KIND USED FOR SOWING, DRIED","LENTILS, SEEDS OF A KIND USED FOR SOWING, DRIED",KG,,05424,12060,111130,0,00
0713402015,"GREEN LENTILS, INCLUDING FRENCH GREEN (DARK SPECKLED),  EXCEPT SEED, DRIED, SHELLED, CERTIFIED ORGANIC","GREEN LENTILS, INC FRNCH, DRIED, SHELLED, CERT ORG",KG,,05424,00130,111130,0,00
0713402020,"GREEN LENTILS, INCLUDING FRENCH GREEN (DARK SPECKLED),  EXCEPT SEED, DRIED, SHELLED, NESOI","GREEN LENTILS, INC FRNCH, DRIED, SHELLED NESOI",KG,,05424,00130,111130,0,00
0713402035,"RED LENTILS, CERTIFIED ORGANIC, DRIED, SHELLED, NESOI","RED LENTILS,CERTIFIED ORGANIC,DRIED,SHELLED, NESOI",KG,,05424,00130,111130,0,00
0713402050,"RED LENTILS, DRIED, SHELLED, NESOI","RED LENTILS, DRIED, NT ORG, SHELLED, NESOI",KG,,05424,00130,111130,0,00
0713402065,"LENTILS, CERTIFIED ORGANIC, DRIED, SHELLED, EXCEPT SEEDS USED FOR SOWING, NESOI","LENTILS, CERTIFIED ORGANIC,DRIED, SHELLED, NESOI",KG,,05424,00130,111130,0,00
0713402085,"LENTILS, DRIED, SHELLED, EXCEPT SEEDS USED FOR SOWING, NESOI","LENTILS, DRIED, NT CERT, SHELLED, NESOI",KG,,05424,00130,111130,0,00
0713501000,"BROAD BEAN (VICIA FABA VAR. MAJOR) AND HORSE BEAN (VICIA FABA VAR. EQUINA AND VICIA FABA VAR. MINOR) SEEDS OF A KIND USED FOR SOWING, DRIED","BROAD BEAN & HORSE BEAN SEEDS FOR SOWING, DRIED",KG,,05425,12060,111130,0,00
0713502000,"BROAD BEANS (VICIA FABA VAR. MAJOR) AND HORSE BEANS (VICIA FABA VAR. EQUINE AND VICIA FABA VAR. MINOR), DRIED, SHELLED, NESOI","BROAD BEANS AND HORSE BEANS, DRIED, SHELLED, NESOI",KG,,05425,00130,111130,0,00
0713601000,PIGEON PEAS (CAJANUS CAJAN) OF A KIND USED FOR SOWING,PIGEON PEAS FOR SOWING,KG,,05429,12060,111130,0,00
0713606000,"PIGEON PEAS, EXCEPT SEEDS FOR SOWING, ENTERED FOR CONSUMPTION MAY 1 TO AUGUST 31, SHELLED","PIGEON PEAS, ENTERED FOR CONSUMPTION 5/1-8/31",KG,,05429,00130,111130,0,00
0713608000,"PIGEON PEAS EXCEPT SEEDS FOR SOWING, ENTERED FOR CONSUMPTION SEPT 1 TO APRIL 30 OR WITHDRAWN FOR CONSUMPTION AT ANY TIME, SHELLED","PIGEON PEAS ENTERED 9/1-4/30,WITHDWN ANY TIME SHLD",KG,,05429,00130,111130,0,00
0713901100,"DRIED LEGUMINOUS VEGETABLE SEEDS OF A KIND USED FOR SOWING, NESOI","DRIED LEGUMINOUS VEGS SEEDS FOR SOWING, NESOI",KG,,05429,12060,111130,0,00
0713905000,"GUAR SEEDS EXCEPT FOR SOWING, DRIED SHELLED","GUAR SEEDS EXCEPT FOR SOWING, DRIED SHELLED",KG,,05429,00130,111130,0,00
0713906100,"DRIED LEGUMINOUS VEGETABLES EXCEPT SEEDS FOR SOWING, ENTERED FOR CONSUMPTION MAY 1 TO AUGUST 31, SHELLED, NESOI","DRIED LEGUMINOUS VEGETBLS 5/1-8/31, SHELLED, NESOI",KG,,05429,00130,111130,0,00
0713908100,"DRIED LEGUMINOUS VEGGIES EXCEPT SEEDS FOR SOWING, ENTERED FOR CONSUMPTION SEPT 1 TO APRIL 30 OR WITHDRAWN FOR CONSUMPTION AT ANY TIME, SHELLED, NESOI","DRIED LEGUMINOUS VEGETBLS 9/1-4/30, SHELLED, NESOI",KG,,05429,00130,111130,0,00
0714101000,CASSAVA (MANIOC) FROZEN,CASSAVA (MANIOC) FROZEN,KG,,05481,00130,111130,0,00
0714102000,"CASSAVA (MANIOC) FRESH, CHILLED OR DRIED, WHETHER OR NOT SLICED OR IN THE FORM OF PELLETS","CASSAVA (MANIOC) FRESH OR DRIED, W/NT PELLET",KG,,05481,00130,111998,0,00
0714201000,"SWEET POTATOES, FROZEN, WHETHER OR NOT SLICED OR IN THE FORM OF PELLETS","SWEET POTATOES, FROZEN WHETHER/NT SLICED/PELLETS",KG,,05483,00130,311411,0,00
0714202000,"SWEET POTATOES, FRESH, CHILLED OR DRIED, WHETHER OR NOT SLICED OR IN THE FORM OF PELLETS","SWEET POTATOES, FRESH OR DRIED, W/NT SLICED/PELLET",KG,,05483,00130,111211,0,00
0714301000,"YAMS, FRESH OR CHILLED, WHETHER OR NOT SLICED","YAMS, FRESH",KG,,05483,00130,111211,0,00
0714302000,"YAMS, FROZEN, WHETHER OR NOT SLICED","YAMS, FROZEN",KG,,05483,00130,311411,0,00
0714305000,"YAMS, IN THE FORM OF PELLETS",YAMS IN PELLET FORM,KG,,05483,00130,311423,0,00
0714306000,"YAMS, DRIED OTHER THAN IN PELLET FORM","YAMS, DRIED",KG,,05483,00130,311423,0,00
0714401001,"TARO(COLOCASIA), FRESH OR CHILLED, WHETHER OR NOT SLICED OR IN THE FORM OF PELLETS","TARO, FRESH OR CHILLED",KG,,05483,00130,111998,0,00
0714402000,"TARO (COLOCASIA SPP.), FROZEN, WHETHER OR NOT SLICED","TARO, FROZEN",KG,,05483,00130,311411,0,00
0714405000,"TARO, IN THE FORM OF PELLETS",TARO IN PELLET FORM,KG,,05483,00130,311423,0,00
0714406000,"TARO, DRIED, NOT IN PELLET FORM","TARO, DRIED, EXCEPT PELLETS",KG,,05483,00130,311423,0,00
0714501000,"YAUTIA (XANTHOSOMA SPP.), FRESH OR CHILLED, WHETHER OR NOT SLICED",YAUTIA FRESH OR CHILLED,KG,,05483,00130,111219,0,00
0714502000,"YAUTIA (XANTHOSOMA SPP.), FROZEN, WHETHER OR NOT SLICED",YAUTIA FROZEN,KG,,05483,00130,311411,0,00
0714505000,"YAUTIA, IN THE FORM OF PELLETS",YAUTIA IN PELLET FORM,KG,,05483,00130,311423,0,00
0714506000,"YAUTIA, DRIED, NOT IN PELLET FORM","YAUTIA, DRIED, EXCEPT PELLETS",KG,,05483,00130,311423,0,00
0714900500,"CHINESE WATER CHESTNUTS, FRESH OR CHILLED","CHINESE WATER CHESTNUTS, FRESH OR CHILLED",KG,,05483,00130,111219,0,00
0714903900,"ROOTS AND TUBERS WITH HIGH STARCH OR INULIN CONTENT, FRESH OR CHILLED, WHETHER OR NOT SLICED, NESOI","ROOTS & TUBERS HIGH STARCH/INULIN, FRESH, NESOI",KG,,05483,00130,111219,0,00
0714904100,"MIXTURES OF PEA PODS AND CHINESE WATER CHESTNUTS,  FROZEN","PEA PODS, CHINESE WATER CHESTNUTS MIX, FROZEN",KG,,05483,00130,311411,0,00
0714904200,"CHINESE WATER CHESTNUT MIXTURES, FROZEN, NESOI","CHINESE WATER CHESTNUT MIXTURES, FROZEN, NESOI",KG,,05483,00130,311411,0,00
0714904400,"CHINESE  WATER CHESTNUTS, NOT MIXED, FROZEN","CHINESE WATER CHESTNUTS, NOT MIXED, FROZEN",KG,,05483,00130,311411,0,00
0714904600,"ROOTS AND TUBERS WITH HIGH STARCH OR INULIN CONTENT, FROZEN, WHETHER OR NOT SLICED OR IN PELLETS, NESOI","ROOTS & TUBERS W/ HIGH STARCH OR INULIN, FZ,NESOI",KG,,05483,00130,311411,0,00
0714904800,"CHINESE WATER CHESTNUTS, DRIED, WHETHER OR NOT SLICED OR IN THE FORM OF  PELLETS","CHINESE WATER CHESTNUTS, DRIED",KG,,05483,00130,311423,0,00
0714905100,"ROOTS AND TUBERS WITH HIGH STARCH OR INULIN CONTENT, IN THE FORM OF PELLETS, NESOI","ROOTS & TUBERS IN PELLET FORM, NESOI",KG,,05483,00130,311423,0,00
0714906100,"SAGO PITH; ROOTS AND TUBERS, DRIED, NOT IN PELLET FORM","SAGO PITH; ROOTS AND TUBERS, DRIED, EXCEPT PELLETS",KG,,05483,00130,311423,0,00
0801110000,"COCONUTS, DESICCATED","COCONUTS, DESICCATED",KG,,05771,00140,311999,0,00
0801120000,"COCONUTS, IN THE INNER SHELL (ENDOCARP)","COCONUTS, IN THE INNER SHELL (ENDOCARP)",KG,,05771,00140,111335,0,00
0801190120,"COCONUTS, FRESH, IN SHELL","COCONUTS, FRESH, IN SHELL",KG,,05771,00140,111335,0,00
0801190140,"COCONUTS, FRESH, SHELLED","COCONUTS, FRESH, SHELLED",KG,,05771,00140,111335,0,00
0801210000,"BRAZIL NUTS, FRESH OR DRIED, IN SHELL","BRAZIL NUTS, FRESH OR DRIED, IN SHELL",KG,,05772,00140,111335,0,00
0801220000,"BRAZIL NUTS, FRESH OR DRIED, SHELLED","BRAZIL NUTS, FRESH OR DRIED, SHELLED",KG,,05772,00140,111335,0,00
0801310000,"CASHEW NUTS, FRESH OR DRIED, IN SHELL","CASHEW NUTS, FRESH OR DRIED, IN SHELL",KG,,05773,00140,111335,0,00
0801320000,"CASHEW NUTS, FRESH OR DRIED, SHELLED","CASHEW NUTS, FRESH OR DRIED, SHELLED",KG,,05773,00140,111335,0,00
0802110000,"ALMONDS, FRESH OR DRIED, IN SHELL","ALMONDS, FRESH OR DRIED, IN SHELL",KG,,05774,00140,111335,0,00
