commodity,descriptn,abbreviatn,unit_qy1,unit_qy2,sitc,end_use,naics,usda,hitech
2306900140,"VEGETABLE OILCAKE AND OTHER SOLID RESIDUES RESULTING FROM THE EXTRACTION OF VEGETABLE FATS OR OILS, NESOI, WHETHER OR NOT GROUND OR IN PELLETS",VEGETABLE OILCAKE & SOLID RESIDUE NESOI W/NT GRND,KG,,08139,00220,311224,0,00
2307000000,WINE LEES; ARGOL,WINE LEES; ARGOL,KG,,08194,10130,312130,0,00
2308001000,ACORNS AND HORSE-CHESTNUTS OF A KIND USED IN ANIMAL FEED,ACORNS AND HORSE-CHESTNUTS USED FOR ANIMAL FEED,KG,,08119,00220,113210,0,00
2308009820,CITRUS PULP PELLETS OF A KIND USED IN ANIMAL FEED,CITRUS PULP PELLETS OF A KIND USED IN ANIMAL FEED,T,,08119,00220,311423,0,00
2308009900,"VEGETABLE MATERIALS AND VEGETABLE WASTE, RESIDUE AND BY-PRODUCTS USED FOR ANIMAL FEEDING, NESOI",VEGETABLE MATRLS/WASTE/RESIDUE/BY-PRODUCTS NESOI,KG,,08119,00220,311119,0,00
2309100000,"DOG AND CAT FOOD, PUT UP FOR RETAIL SALE","DOG AND CAT FOOD, PUT UP FOR RETAIL SALE",KG,,08195,00220,311111,0,00
2309901010,"PET FOOD, PUT UP FOR RETAIL SALE EXCEPT DOG AND CAT FOOD",PET FOOD PUT UP FOR RETAIL SALE EX DOG & CAT FOOD,KG,,08199,00220,311119,0,00
2309901020,"POULTRY FEEDS, PREPARED","POULTRY FEEDS, PREPARED",T,,08199,00220,311119,0,00
2309901030,"DAIRY CATTLE FEED, PREPARED","DAIRY CATTLE FEED, PREPARED",T,,08199,00220,311119,0,00
2309901040,"LIVESTOCK FEED, PREPARED, NESOI","LIVESTOCK FEED, PREPARED, NESOI",T,,08199,00220,311119,0,00
2309901050,"MIXED FEEDS OR MIXED FEED INGREDIENTS USED IN ANIMAL FEEDINGS, NESOI","MIXED FEEDS OR MIXED FEED INGREDIENTS, ANML, NESOI",T,,08199,00220,311119,0,00
2309903010,"MILK REPLACER, OF A KIND USED IN ANIMAL FEEDING","MILK REPLACER, OF A KIND USED IN ANIMAL FEEDING",KG,,08199,00220,311119,0,00
2309908500,PREPARATIONS OF A KIND USED IN ANIMAL FEEDING NESOI,PREPARATIONS USED IN ANIMAL FEEDING NESOI,KG,,08199,00220,311119,0,00
2401102020,"CONNECTICUT SHADE TOBACCO, NOT STEMMED/STRIPPED, CONTAINING OVER 35 PERCENT WRAPPER TOBACCO","CONN. SHADE TOBACCO, NOT STEM/STRIP OV 35% WRAPPER",KG,,12110,10100,111910,0,00
2401102040,"TOBACCO, NOT STEMMED/STRIPPED, CONTAINING OVER 35 PERCENT WRAPPER TOBACCO, NESOI","TOBACCO NOT STEM/STRIP OVER 35% WRAPPER TOB, NESOI",KG,,12110,10100,111910,0,00
2401105130,"FLUE-CURED CIGARETTE LEAF TOBACCO, NOT STEMMED/STRIPPED, NOT CONTAINING WRAPPER TOBACCO OR NOT CONTAINING OVER 35 PERCENT WRAPPER TOBACCO",FLUE-CURED CIG LEAF TOB NT STEM/STRIP LT 35% WRPPR,KG,,12110,10100,111910,0,00
2401105160,"BURLEY CIGARETTE LEAF TOBACCO, NOT STEMMED/STRIPPED, NOT CONTAINING WRAPPER TOBACCO OR NOT CONTAINING OVER 35 PERCENT WRAPPER TOBACCO",BURLEY CIG LEAF TOBACCO NT STEM/STRIP LT 35% WRPPR,KG,,12110,10100,111910,0,00
2401105180,"MARYLAND CIGARETTE LEAF TOBACCO, NOT STEMMED/STRIPPED, NOT CONTAINING WRAPPER TOBACCO OR NOT CONTAINING OVER 35 PERCENT WRAPPER TOBACCO",MARYLAND CIG LEAF TOB NOT STEM/STRIP LT 35% WRPPR,KG,,12110,10100,111910,0,00
2401105195,"OTHER CIGARETTE LEAF TOBACCO, NOT STEMMED/STRIPPED, NOT CONTAINING WRAPPER TOBACCO OR NOT CONTAINING OVER 35 PERCENT WRAPPER TOBACCO",OTHER CIG LEAF TOB NOT STEM/STRIP LT 35% WRAPPER,KG,,12110,10100,111910,0,00
2401105340,"CIGAR BINDER TOBACCO, INCLUDING CIGAR LEAF, NOT STEMMED/STRIPPED, NOT CONTAINING WRAPPER TOBACCO OR NOT CONTAINING OVER 35 PERCENT WRAPPER TOBACCO","CIGAR BINDER TOBACCO, NOT STEM/STRIP LT 35% WRAPPR",KG,,12110,10100,111910,0,00
2401108010,"DARK-FIRED KENTUCKY AND TENNESSEE TOBACCO, INCLUDING CIGAR LEAF, NOT CONTAINING WRAPPER TOBACCO, OR NOT CONTAING OV 35% WRAPPER, NOT STEMMED/STRIPPED",DARK-FIRED KY/TENN TOB NOT STEM/STRIP LT 35% WRPPR,KG,,12110,10100,111910,0,00
2401108020,"VIRGINIA FIRE-CURED AND SUN-CURED TOBACCO, INCLUDING CIGAR LEAF, NOT STEMMED/STRIPPED, NOT CONTAINING WRAPPER TOBACCO OR NOT CONTAING OVER 35% WRAPPER","VA FIRE/SUN-CURED TOB, NOT STEM/STRIP LT 35% WRPPR",KG,,12110,10100,111910,0,00
2401109530,"BLACKFAT TOBACCO NESOI, NOT STEMMED/STRIPPED, NOT CONTAINING WRAPPER TOBACCO OR NOT CONTAINING OVER 35 PERCENT WRAPPER TOBACCO","BLACKFAT TOBACCO, NT STEM/STRIP LT 35% WRAPPER TOB",KG,,12110,10100,111910,0,00
2401109570,"TOBACCO NESOI INCLUDING CIGAR LEAF, NOT STEMMED/STRIPPED, NOT CONTAINING WRAPPER TOBACCO OR NOT CONTAINING OVER 35% WRAPPER TOBACCO","TOBACCO NESOI NOT STEM/STRIP, LESS THAN 35% WRPPR",KG,,12110,10100,111910,0,00
2401202020,"CONNECTICUT SHADE TOBACCO, PARTLY OR WHOLLY STEMMED/STRIPPED, NOT THRESHED OR SIMILARLY PROCESSED, CONTAINING OVER 35 PERCENT WRAPPER TOBACCO",CONN SHADE TOB STEM/STRIP NT THRESHED OV 35% WRPPR,KG,,12120,10100,111910,0,00
2401202040,"TOBACCO NESOI, PARTLY OR WHOLLY STEMMED/STRIPPED, NOT THRESHED OR SIMILARLY PROCESSED, CONTAINING OVER 35 PERCENT WRAPPER TOBACCO",TOBACCO NESOI STEM/STRIP NOT THRESHED OV 35% WRPPR,KG,,12120,10100,111910,0,00
2401202810,"FLUE-CURED TOBACCO, PARTLY OR WHOLLY STEMMED/STRIPPED, NOT THRESHED OR SIMILARLY PROCESSED, NOT CONTAINING WRAPPER TOB OR NOT CONTAINING OV 35% WRAPPR",FLUE-CURED TOB STEM/STRIP NT THRESHED LT 35% WRPPR,KG,,12120,10100,111910,0,00
2401202820,"BURLEY TOBACCO, PARTLY OR WHOLLY STEMMED/STRIPPED, NOT THRESHED OR SIMILARLY PROCESSED, NOT CONTAINING WRAPPER TOBACCO OR NOT CONTAINING OV 35% WRAPPR",BURLEY TOB STEM/STRIP NOT THRESHED LT 35% WRAPPER,KG,,12120,10100,111910,0,00
2401202830,"MARYLAND TOBACCO, PARTLY OR WHOLLY STEMMED/STRIPPED, NOT THRESHED, NOT CONTAINING WRAPPER TOBACCO, OR NOT CONTAINING OVER 35 PERCENT WRAPPER TOBACCO",MARYLAND TOB STEM/STRIP NOT THRESHED LT 35% WRPPR,KG,,12120,10100,111910,0,00
2401202970,CIGAR BINDER TOBACCO INC CIGAR LEAF PARTLY/WHOLLY STEMMD/STRIPPD NOT THRESHED NOT CONTAINING WRAPPER TOB OR NOT CONTAINING OVER 35 PERCENT WRAPPER TOB,CIGAR BIND TOB INC CIGAR LF NT THRESH LT 35% WRAPR,KG,,12120,10100,111910,0,00
2401205040,"DARK-FIRED KENTUCKY AND TENNESSEE TOBACCO, PARTLY OR WHOLLY STEMMED/STRIPPED, NOT THRESHED, NOT CONTAINING OR CONTAINING NOT OVER 35% WRAPPER TOBACCO",DARK-FIRED KY/TENN TOB STEM/STRIP NT THRSH LT35%WR,KG,,12120,10100,111910,0,00
2401205050,"VIRGINIA FIRE-CURED & SUN-CURED TOBACCO, PARTLY OR WHOLLY STEMMED/STRIPPED, NOT THRESHED, NOT CONTAINING OR CONTAINING NOT OVER 35% WRAPPER TOBACCO",VA FIRE/SUN-CURED TOB STEM/STRIP NT THRSH< 35%WRPR,KG,,12120,10100,111910,0,00
2401205560,"BLACKFAT TOBACCO, PARTLY OR WHOLLY STEMMED/STRIPPED, NOT THRESHED, NOT CONTAINING WRAPPER TOBACCO, OR NOT CONTAINING OVER 35 PERCENT WRAPPER TOBACCO",BLACKFAT TOB STEM/STRIP NOT THRESHED LT 35% WRAPPR,KG,,12120,10100,111910,0,00
2401205592,"TOBACCO, NESOI, INCLUDING CIGAR LEAF, PARTLY OR WHOLLY STEMMED/STRIPPED, NOT THRESHED, NOT CONTAINING WRAPPER TOBACCO OR NOT CONTAINING  OV 35%WRAPPER","TOB NESOI STEM/STRIP, NOT THRESHED LT 35% WRPR TOB",KG,,12120,10100,111910,0,00
2401206020,"CONNECTICUT SHADE TOBACCO FROM CIGAR LEAF, THRESHED OR SIMILARLY PROCESSED, PARTLY OR WHOLLY STEMMED/STRIPPED",CONN SHADE TOB FROM CIGAR LEAF THRESHED STEM/STRIP,KG,,12120,10100,111910,0,00
2401206040,"TOBACCO, NESOI, FROM CIGAR LEAF, THRESHED OR SIMILARLY PROCESSED, PARTLY OR WHOLLY STEMMED/STRIPPED","TOBACCO NESOI FROM CIGAR LEAF, THRESHED STEM/STRIP",KG,,12120,10100,111910,0,00
2401208005,"CIGARETTE LEAF TOBACCO, FLUE-CURED, THRESHED OR SIMILARLY PROCESSED, PARTLY OR WHOLLY STEMMED/STRIPPED",CIGARETTE LEAF TOBACCO FLUE-CURED THRSH STEM/STRIP,KG,,12120,10100,111910,0,00
2401208011,"TOBACCO, FLUE-CURED, THRESHED OR SIMILARLY PROCESSED, PARTLY OR WHOLLY STEMMED/STRIPPED, OTHER THAN CIGARETTE LEAF",TOBACCO FLUE-CURED THRESHED STEMMED/STRIPPED NESOI,KG,,12120,10100,111910,0,00
2401208015,"CIGARETTE LEAF TOBACCO, BURLEY, THRESHED OR SIMILARLY PROCESSED, PARTLY OR WHOLLY STEMMED/STRIPPED","CIGARETTE LEAF TOBACCO, BURLEY, THRESH, STEM/STRIP",KG,,12120,10100,111910,0,00
2401208021,"TOBACCO, BURLEY, THRESHED OR SIMILARLY PROCESSED, PARTLY OR WHOLLY STEMMED/STRIPPED, OTHER THAN CIGARETTE LEAF","TOBACCO, BURLEY, THRESHED, STEMMED/STRIPPED, NESOI",KG,,12120,10100,111910,0,00
2401208030,"MARYLAND TOBACCO, THRESHED, PARTLY OR WHOLLY STEMMED/STRIPPED","MARYLAND TOBACCO, THRESHED, STEMMED/STRIPPED",KG,,12120,10100,111910,0,00
2401208040,"DARK-FIRED KENTUCKY AND TENNESSEE TOBACCO, THRESHED, PARTLY OR WHOLLY STEMMED/STRIPPED",DARK-FIRED KENTUCKY/TENN TOBACCO THRESH STEM/STRIP,KG,,12120,10100,111910,0,00
2401208050,"VIRGINIA FIRE-CURED AND SUN-CURED TOBACCO, THRESHED OR SIMILARLY PROCESSED, PARTLY OR WHOLLY STEMMED/STRIPPED","VA FIRE-CURED, SUN-CURED TOB THRESHED, STEM/STRIP",KG,,12120,10100,111910,0,00
2401208090,"TOBACCO, THRESHED OR SIMILARLY PROCESSED, PARTLY OR WHOLLY STEMMED/STRIPPED, NESOI","TOBACCO, THRESHED, PARTLY/WHOLLY STEM/STRIP, NESOI",KG,,12120,10100,111910,0,00
2401305000,TOBACCO STEMS,TOBACCO STEMS,KG,,12130,10130,111910,0,00
2401309000,"TOBACCO REFUSE, NESOI","TOBACCO REFUSE, NESOI",KG,,12130,10130,111910,0,00
2402103030,"SMALL CIGARS, CHEROOTS AND CIGARILLOS CONTAINING TOBACCO, WEIGHING NOT MORE THAN 1.36 KG PER 1000, EACH VALUED LESS THAN $.15",SMALL CIGARS/CHEROOTS/CIGARILLOS W/TOB LT $.15 EA,THS,,12210,40130,312230,0,00
2402107000,"CIGARS, CHEROOTS AND CIGARILLOS, CONTAINING TOBACCO, NESOI",CIGAR/CHEROOT/CIGARILLO CONTAINING TOBACCO NESOI,THS,,12210,40130,312230,0,00
2402200000,CIGARETTES CONTAINING TOBACCO,CIGARETTES CONTAINING TOBACCO,THS,,12220,40130,312230,0,00
2402900000,"CIGARS, CHEROOTS, CIGARILLOS AND CIGARETTES OF TOBACCO SUBSTITUTES, NOT CONTAINING TOBACCO",CIGAR/CHEROOT/CIGARILLO/CIGS OF TOB SUBSTITS NESOI,THS,,12231,40130,312230,0,00
2403110000,"WATER PIPE TOBACCO, SPECIFIED IN SUBHEADING NOTE 1 TO CHAPTER 24",WATER PIPE TOBACCO,KG,,12232,40130,312230,0,00
2403190020,"PIPE TOBACCO, WHETHER OR NOT CONTAINING TOBACCO SUBSTITUTES IN ANY PROPORTION, IN RETAIL-SIZED PACKAGES","PIPE TOBACCO, IN RETAIL-SIZED PACKAGES",KG,,12232,40130,312230,0,00
2403190040,"SMOKING TOBACCO, EXCEPT PIPE TOBACCO, WHETHER OR NOT CONTAINING TOBACCO SUBSTITUTES IN ANY PROPORTION, IN RETAIL-SIZED PACKAGES,NESOI","SMOKING TOBAC, EX/PIPE TOBAC, RETAIL-SIZED PKG,NES",KG,,12232,40130,312230,0,00
2403190060,"SMOKING TOBACCO, WHETHER OR NOT CONTAINING TOBACCO SUBSTITUTES IN ANY PROPORTION, NESOI","SMOKING TOBACCO, NESOI",KG,,12232,40130,312230,0,00
2403910000,HOMOGENIZED OR RECONSTITUTED TOBACCO,HOMOGENIZED OR RECONSTITUTED TOBACCO,KG,,12239,40130,312230,0,00
2403990030,CHEWING TOBACCO,CHEWING TOBACCO,KG,,12239,40130,312230,0,00
2403990040,SNUFF AND SNUFF FLOUR,SNUFF AND SNUFF FLOUR,KG,,12239,40130,312230,0,00
2403990050,"MANUFACTURED TOBACCO AND SUBSTITUTES, FLUE-CURED","MFG TOBACCO, SUBSTITUES, FLUE-CURED",KG,,12239,40130,312230,0,00
2403990065,"PARTIALLY MANUFACTURED, BLENDED OR MIXED TOBACCO","PARTIALLY MANUFACTURED, BLENDED OR MIXED TOBACCO",KG,,12239,40130,312230,0,00
2403990075,"MANUFACTURED TOBACCO AND SUBSTITUTES, NESOI, INCLUDING EXTRACTS AND ESSENCES","MFG TOBACCO, SUBT, NESOI INCL EXTRACTS & ESSENCES",KG,,12239,40130,312230,0,00
2404110000,"PRODUCTS CONTAINING TOBACCO OR RECONSTITUTED TOBACCO, INTENDED FOR INHALATION WITHOUT COMBUSTION",TOBACCO/RECONST PROD FOR INHALATION W/O COMBUSTION,KG,,12239,40130,312230,0,00
2404120000,"PRODUCTS CONTAINING NICOTINE, INTENDED FOR INHALATION WITHOUT COMBUSTION",NICOTINE PRODUCTS FOR INHALATION W/O COMBUST,KG,,12239,40130,325411,1,00
2404190000,"PRODUCTS INTENDED FOR INHALATION WITHOUT COMBUSTION, NESOI","PRODUCTS FOR INHALATION WITHOUT COMBUSTION, NESOI",KG,,12239,40130,325411,0,00
2404910000,NICOTINE PRODUCTS FOR ORAL INTAKE INTO THE HUMAN BODY,NICOTINE PRODUCTS FOR ORAL INTAKE INTO HUMAN BODY,KG,,12239,40130,325411,0,00
2404920000,NICOTINE PRODUCTS FOR TRANSDERMAL INTAKE INTO THE HUMAN BODY,NICOTINE PRODUCTS FOR TRANSDERMAL INTAKE INTO BODY,KG,,12239,40130,325411,1,00
2404990000,"NICOTINE PRODUCTS FOR INTAKE INTO THE HUMAN BODY, NESOI",NICOTINE PRODUCTS FOR INTAKE INTO HUMAN BODY NESOI,KG,,12239,40130,325411,1,00
2501000000,"SALT INC TABLE & DENATURED & PURE SODIUM CHLORIDE, WH/NOT IN AQUEOUS SOLUTION OR CONTAINING ADDED ANTI-CRACKING OR FREE-FLOWING AGENTS; SEA WATER","SALT, PURE SODIUM CHLORIDE; SEA WATER",T,,27830,01020,212390,1,00
2502000000,UNROASTED IRON PYRITES,UNROASTED IRON PYRITES,T,,27420,12720,212390,1,00
2503000010,"CRUDE OR UNREFINED SULFUR, OTHER THAN SUBLIMED, PRECIPITATED OR COLLOIDAL",CRDE/UNREFIND SULFUR NT SUBLIMED/PRECIPTD/COLLOIDL,T,,27410,12720,212390,1,00
2503000090,"SULFUR, REFINED, OTHER THAN SUBLIMED, PRECIPITATED OR COLLOIDAL","SULFUR, REFINED, NT SUBLIMED, PRECIPTD OR COLLOIDL",T,,27410,12720,325180,1,00
2504100000,NATURAL GRAPHITE IN POWDER OR IN FLAKES,NATURAL GRAPHITE IN POWDER OR IN FLAKES,KG,,27822,12720,327992,1,00
2504900000,NATURAL GRAPHITE EXCEPT POWDER OR FLAKES,NATURAL GRAPHITE EXCEPT POWDER OR FLAKES,KG,,27822,12720,212390,1,00
2505100000,NATURAL SILICA SANDS AND QUARTZ SANDS,NATURAL SILICA SANDS AND QUARTZ SANDS,T,,27331,13210,212322,1,00
2505900000,"SANDS OF ALL KINDS, NATURAL, WHETHER OR NOT COLORED, OTHER THAN SILICA, QUARTZ, OR METAL-BEARING SANDS OF CHAPTER 26","SANDS, NATURAL, NESOI",T,,27339,13210,212322,1,00
2506100000,QUARTZ (OTHER THAN NATURAL SANDS),QUARTZ (OTHER THAN NATURAL SANDS),T,,27851,12720,212311,1,00
2506200010,"QUARTZITE, CRUDE OR ROUGHLY TRIMMED","QUARTZITE, CRUDE OR ROUGHLY TRIMMED",T,,27851,12720,212311,1,00
2506200080,"QUARTZITE, NESOI","QUARTZITE, NESOI",T,,27851,12760,212311,1,00
2507000000,"KAOLIN AND OTHER KAOLINIC CLAYS, WHETHER OR NOT CALCINED","KAOLIN AND OTHER KAOLINIC CLAYS, WH/NOT CALCINED",T,,27826,12760,212323,1,00
2508100000,"BENTONITE, WHETHER OR NOT CALCINED","BENTONITE, WHETHER OR NOT CALCINED",T,,27827,12760,212323,1,00
2508300000,"FIRE CLAY, WHETHER OR NOT CALCINED","FIRE CLAY, WHETHER OR NOT CALCINED",T,,27829,12760,212323,1,00
2508400110,COMMON BLUE CLAY AND OTHER BALL CLAYS,COMMON BLUE CLAY AND OTHER BALL CLAYS,T,,27829,12760,212323,1,00
2508400120,DECOLORIZING EARTHS AND FULLER'S EARTH INCLUDING CALCINED,DECOLORIZING EARTHS AND FULLER'S EARTH INCL CALCND,T,,27829,12760,212323,1,00
2508400150,"CLAYS, NESOI","CLAYS, NESOI",T,,27829,12760,212323,1,00
2508500000,"ANDALUCITE, KYANITE AND SILLIMANITE","ANDALUCITE, KYANITE AND SILLIMANITE",T,,27829,12760,212323,1,00
2508600000,MULLITE,MULLITE,T,,27829,12760,212323,1,00
2508700000,CHAMOTTE OR DINAS EARTH,CHAMOTTE OR DINAS EARTH,T,,27829,12760,212323,1,00
2509000000,CHALK,CHALK,KG,,27891,12770,212312,1,00
2510100000,"NATURAL CALCIUM PHOSPHATES, NATURAL ALUMINUM CALCIUM PHOSPHATES AND PHOSPHATIC CHALK, UNGROUND","NATURAL CA/AL CA PHSPHTS & PHSPHTC CHALK, UNGROUND",T,,27231,12720,212390,1,00
2510200000,"NATURAL CALCIUM PHOSPHATES, NATURAL ALUMINUM CALCIUM PHOSPHATES AND PHOSPHATIC CHALK GROUND","NATURAL CA/AL CA PHSPHTS & PHSPHTC CHALK, GROUND",T,,27232,12760,212390,1,00
2511100000,NATURAL BARIUM SULFATE (BARYTES),NATURAL BARIUM SULFATE (BARYTES),T,,27892,12720,212390,1,00
2511200000,NATURAL BARIUM CARBONATE (WITHERITE),NATURAL BARIUM CARBONATE (WITHERITE),KG,,27892,12720,212390,1,00
2512000000,"SILICEOUS FOSSIL MEALS (SUCH AS KIESELGUHR, TRIPOLITE AND DIATOMITE) & SIMILAR SILICEOUS EARTHS, OF AN APPARENT SPECIFIC GRAVITY LT=1","SILICEOUS FOSSIL MLS& EARTHS,SPECIFIC GRAVITY LT=1",T,,27895,12720,212390,1,00
2513100010,"PUMICE, CRUDE OR IN IRREGULAR PIECES INCLUDING CRUSHED, WHETHER OR NOT HEAT-TREATED","PUMICE, CRUDE OR IN IRREG PCS INCL CRUSHED",KG,,27723,12720,212390,1,00
2513100080,"PUMICE, EXCEPT CRUDE OR CRUSHED, WHETHER OR NOT HEAT-TREATED","PUMICE, EXCEPT CRUDE OR CRUSHED",KG,,27723,12760,327910,1,00
2513201000,"EMERY, NATURAL CORUNDUM, NATURAL GARNET & OTHER NATURAL ABRASIVES, IN CRUDE OR IRREGULAR PIECES, WHETHER OR NOT HEAT-TREATED","EMERY, NAT CORUNDUM/OTHER ABRSVS,CRUDE/IRREG PIECS",KG,,27722,12770,212390,1,00
2513209000,"EMERY, NATURAL CORUNDUM, NATURAL GARNET & OTHER NATURAL ABRASIVES, WHETHER OR NOT HEAT-TREATED, NESOI","EMERY, NAT CORUNDUM,GARNET & OTHER ABRASIVES,NESOI",KG,,27722,12770,327910,1,00
2514000000,"SLATE, WHETHER OR NOT ROUGHLY TRIMMED OR MERELY CUT, BY SAWING ETC, INTO BLOCKS OR SLABS OF RECTNGLR OR SQUARE SHAPE","SLATE, CRUDE OR ROUGHLY TRIMMED",T,,27311,13210,212311,1,00
2515110000,"MARBLE AND TRAVERTINE, CRUDE OR ROUGHLY TRIMMED","MARBLE AND TRAVERTINE, CRUDE OR ROUGHLY TRIMMED",T,,27312,13210,212311,1,00
2515120000,MARBLE AND TRAVERTINE MERELY CUT INTO BLOCKS OR SLABS OF A RECTANGULAR (INCLUDING SQUARE) SHAPE,MARBLE AND TRAVERTINE CUT IN BLOCKS OR SLABS,T,,27312,13210,212311,1,00
2515200000,CALCAREOUS MONUMENTAL OR BUILDING STONE EXCEPT MARBLE AND TRAVERTINE;ALABASTER,CALCRS MNMTL OR BLDG STONE NESOI; ALABASTER,T,,27312,13210,212311,1,00
2516110000,"GRANITE, CRUDE OR ROUGHLY TRIMMED","GRANITE, CRUDE OR ROUGHLY TRIMMED",T,,27313,13210,212311,1,00
2516120000,"GRANITE, MERELY CUT, BY SAWING OR OTHERWISE, INTO BLOCKS OR SLABS OF A RECTANGULAR (INCLUDING SQUARE) SHAPE","GRANITE, CUT INTO BLOCKS OR SLABS",T,,27313,13210,212311,1,00
2516201000,"SANDSTONE, CRUDE OR ROUGHLY TRIMMED","SANDSTONE, CRUDE OR ROUGHLY TRIMMED",T,,27313,13210,212311,1,00
2516202000,"SANDSTONE, CUT INTO BLOCKS OR SLABS OF A RECTANGLULAR SHAPE","SANDSTONE, CUT INTO BLOCKS OR SLABS OF RCTNGL SHPE",T,,27313,13210,212311,1,00
2516900000,"BASALT, PORPHYRY AND OTHER MONUMENTAL OR BUILDING STONE, NESOI","BASALT, PORPHYRY AND OTHER MNMNTL OR BLDG STONE",T,,27313,13210,212311,1,00
2517100015,PEBBLES & GRAVEL,PEBBLES & GRAVEL,T,,27340,13210,212321,1,00
2517100020,"LIMESTONE, EXCEPT PEBBLES AND GRAVEL","LIMESTONE, EXCEPT PEBBLES & GRAVEL",T,,27340,13210,212319,1,00
2517100055,"CRUSHED OR BROKEN STONE, USED FOR CONCRETE AGGREGATES, ROAD METALLING, RAILWAY/OTHER BALLAST, SHINGLE & FLINT, WHETHER OR NOT HEAT-TREATED, NESOI",CRUSHED OR BROKEN STONE NESOI,T,,27340,13210,212319,1,00
2517200000,"MACADAM OF SLAG, DROSS OR SIMILAR INDUSTRIAL WASTE, WHETHER OR NOT INCORPORATING MATERIALS CITED IN 2517.10","MACADAM OF SLAG, DROSS OR SIMILAR IND WASTE",T,,27340,13210,324121,1,00
2517300000,TARRED MACADAM,TARRED MACADAM,T,,27340,13210,324121,1,00
2517410000,"MARBLE GRANULES, CHIPPINGS AND POWDER","MARBLE GRANULES, CHIPPINGS AND POWDER",T,,27340,13210,212319,1,00
2517490000,"GRANULES, CHIPPINGS AND POWDER OF STONES OF HEADING 2515 OR 2516, WHETHER OR NOT HEAT TREATED (EXCEPT MARBLE)","STONE GRANULES, CHIPPINGS & PWDRS (EX MRBL) NESOI",T,,27340,13210,212319,1,00
2518100000,DOLOMITE NOT CALCINED OR SINTERED,DOLOMITE NOT CALCINED OR SINTERED,T,,27823,13210,212311,1,00
2518200000,DOLOMITE CALCINED OR SINTERED,DOLOMITE CALCINED OR SINTERED,T,,27823,13210,327410,1,00
2519100000,NATURAL MAGNESIUM CARBONATE (MAGNESITE),NATURAL MAGNESIUM CARBONATE (MAGNESITE),T,,27824,12530,212323,1,00
2519901000,"MAGNESIA, FUSED AND DEAD-BURNED (SINTERED)","MAGNESIA, FUSED AND DEAD-BURNED (SINTERED)",KG,,27825,12530,327992,1,00
2519902000,"MAGNESITE, CAUSTIC CALCINED","MAGNESITE, CAUSTIC CALCINED",T,,27825,12530,327992,1,00
2519905000,"MAGNESIUM OXIDES, NESOI","MAGNESIUM OXIDES, NESOI",KG,,27825,12530,327992,1,00
2520100000,GYPSUM; ANHYDRITE,GYPSUM; ANHYDRITE,T,,27323,13210,212390,1,00
2520200000,"PLASTERS (CONSISTING OF CALCINED GYPSUM OR CALCIUM SULFATE) WHETHER OR NOT COLORED, WITH OR WITHOUT SMALL QUANTITIES OF ACCELERATORS OR RETARDERS",PLASTERS CONSTNG OF CALCND GYPSUM OR CALCM SULFATE,T,,27324,13210,327420,1,00
2521000000,"LIMESTONE FLUX; LIMESTONE AND OTHER CALCAREOUS STONE, OF A KIND USED FOR THE MANUFACTURE OF LIME OR CEMENT",LIMESTONE FLUX; LIMESTONE & OTHER CALCAREOUS STONE,T,,27322,13210,212319,1,00
2522100000,QUICKLIME,QUICKLIME,KG,,66111,13210,327410,1,00
2522200000,SLAKED LIME,SLAKED LIME,KG,,66112,13210,327410,1,00
2522300000,HYDRAULIC LIME,HYDRAULIC LIME,KG,,66113,13210,327410,1,00
2523100000,CEMENT CLINKERS,CEMENT CLINKERS,T,,66121,13210,327310,1,00
2523210000,WHITE PORTLAND CEMENT WHTHR OR NT ART COLORED,WHITE PORTLAND CEMENT WHTHR OR NT ART COLORED,T,,66122,13210,327310,1,00
2523290000,PORTLAND CEMENT NESOI,PORTLAND CEMENT NESOI,T,,66122,13210,327310,1,00
2523300000,ALUMINOUS CEMENT,ALUMINOUS CEMENT,T,,66123,13210,327310,1,00
2523900000,"SLAG CEMENT, SUPERSULFATE CEMENT AND SIMILAR HYDRAULIC CEMENTS, NESOI","HYDRAULIC CEMENTS, NESOI",T,,66129,13210,327310,1,00
2524100000,"CROCIDOLITE (BLUE), ASBESTOS",CROCIDOLITE (BLUE),T,,27840,12720,212390,1,00
2524900000,"ASBESTOS, NESOI","ASBESTOS, NESOI",T,,27840,12720,212390,1,00
2525100000,CRUDE MICA AND MICA RIFTED INTO SHEETS OR SPLITTINGS,CRUDE MICA AND MICA RIFTED INTO SHEETS OR SPLTTNGS,KG,,27852,12720,212390,1,00
2525200000,MICA POWDER,MICA POWDER,KG,,27852,12720,327992,1,00
2525300000,MICA WASTE,MICA WASTE,KG,,27852,12720,910000,1,00
2526100000,"NATURAL STEATITE, NOT CRUSHED, NOT POWDERED","NATURAL STEATITE, NOT CRUSHED, NOT POWDERED",KG,,27893,12720,212390,1,00
2526200000,"NATURAL STEATITE, CRUSHED OR POWDERED","NATURAL STEATITE, CRUSHED OR POWDERED",T,,27893,12720,327992,1,00
2528001000,NATURAL SODIUM BORATES AND CONCENTRATES THEREOF (WHETHER OR NOT CALCINED),NATURAL SODIUM BORATES & CONCENTRATES W/T CALCINED,KG,,27894,12720,212390,1,00
