Commodity_Desc,Commodity_Desc2,Attribute_Desc,Geography_Desc,Unit_Desc,Marketing_Year,Timeperiod_Desc,Amount
"Wheat","All wheat","Production","United States","Million bushels","1995/96","Q4 Mar-May",0
"Wheat","All wheat","Imports","United States","Million bushels","1995/96","Q4 Mar-May",17.2
"Wheat","All wheat","Total supply","United States","Million bushels","1995/96","Q4 Mar-May",840.664
"Wheat","All wheat","Food use","United States","Million bushels","1995/96","Q4 Mar-May",219.583
"Wheat","All wheat","Seed use","United States","Million bushels","1995/96","Q4 Mar-May",28.177
"Wheat","All wheat","Feed and residual use","United States","Million bushels","1995/96","Q4 Mar-May",-66.487
"Wheat","All wheat","Total domestic use","United States","Million bushels","1995/96","Q4 Mar-May",181.273
"Wheat","All wheat","Exports","United States","Million bushels","1995/96","Q4 Mar-May",283.371
"Wheat","All wheat","Total disappearance","United States","Million bushels","1995/96","Q4 Mar-May",464.644
"Wheat","All wheat","Ending stocks","United States","Million bushels","1995/96","Q4 Mar-May",376.02
"Wheat","All wheat","Beginning stocks","United States","Million bushels","1996/97","MY Jun-May",376.02
"Wheat","All wheat","Production","United States","Million bushels","1996/97","MY Jun-May",2277.388
"Wheat","All wheat","Imports","United States","Million bushels","1996/97","MY Jun-May",92.333
"Wheat","All wheat","Total supply","United States","Million bushels","1996/97","MY Jun-May",2745.741
"Wheat","All wheat","Food use","United States","Million bushels","1996/97","MY Jun-May",890.719
"Wheat","All wheat","Seed use","United States","Million bushels","1996/97","MY Jun-May",102.3
"Wheat","All wheat","Feed and residual use","United States","Million bushels","1996/97","MY Jun-May",307.593
"Wheat","All wheat","Total domestic use","United States","Million bushels","1996/97","MY Jun-May",1300.612
"Wheat","All wheat","Exports","United States","Million bushels","1996/97","MY Jun-May",1001.522
"Wheat","All wheat","Total disappearance","United States","Million bushels","1996/97","MY Jun-May",2302.134
"Wheat","All wheat","Ending stocks","United States","Million bushels","1996/97","MY Jun-May",443.607
"Wheat","All wheat","Beginning stocks","United States","Million bushels","1996/97","Q1 Jun-Aug",376.02
"Wheat","All wheat","Production","United States","Million bushels","1996/97","Q1 Jun-Aug",2277.388
"Wheat","All wheat","Imports","United States","Million bushels","1996/97","Q1 Jun-Aug",14.851
"Wheat","All wheat","Total supply","United States","Million bushels","1996/97","Q1 Jun-Aug",2668.259
"Wheat","All wheat","Food use","United States","Million bushels","1996/97","Q1 Jun-Aug",223.719
"Wheat","All wheat","Seed use","United States","Million bushels","1996/97","Q1 Jun-Aug",8.742
"Wheat","All wheat","Feed and residual use","United States","Million bushels","1996/97","Q1 Jun-Aug",377.539
"Wheat","All wheat","Total domestic use","United States","Million bushels","1996/97","Q1 Jun-Aug",610
"Wheat","All wheat","Exports","United States","Million bushels","1996/97","Q1 Jun-Aug",334.063
"Wheat","All wheat","Total disappearance","United States","Million bushels","1996/97","Q1 Jun-Aug",944.063
"Wheat","All wheat","Ending stocks","United States","Million bushels","1996/97","Q1 Jun-Aug",1724.196
"Wheat","All wheat","Beginning stocks","United States","Million bushels","1996/97","Q2 Sep-Nov",1724.196
"Wheat","All wheat","Production","United States","Million bushels","1996/97","Q2 Sep-Nov",0
"Wheat","All wheat","Imports","United States","Million bushels","1996/97","Q2 Sep-Nov",20.667
"Wheat","All wheat","Total supply","United States","Million bushels","1996/97","Q2 Sep-Nov",1744.863
"Wheat","All wheat","Food use","United States","Million bushels","1996/97","Q2 Sep-Nov",233.813
"Wheat","All wheat","Seed use","United States","Million bushels","1996/97","Q2 Sep-Nov",59.928
"Wheat","All wheat","Feed and residual use","United States","Million bushels","1996/97","Q2 Sep-Nov",-75.979
"Wheat","All wheat","Total domestic use","United States","Million bushels","1996/97","Q2 Sep-Nov",217.762
"Wheat","All wheat","Exports","United States","Million bushels","1996/97","Q2 Sep-Nov",308.291
"Wheat","All wheat","Total disappearance","United States","Million bushels","1996/97","Q2 Sep-Nov",526.053
"Wheat","All wheat","Ending stocks","United States","Million bushels","1996/97","Q2 Sep-Nov",1218.81
"Wheat","All wheat","Beginning stocks","United States","Million bushels","1996/97","Q3 Dec-Feb",1218.81
"Wheat","All wheat","Production","United States","Million bushels","1996/97","Q3 Dec-Feb",0
"Wheat","All wheat","Imports","United States","Million bushels","1996/97","Q3 Dec-Feb",27.083
"Wheat","All wheat","Total supply","United States","Million bushels","1996/97","Q3 Dec-Feb",1245.893
"Wheat","All wheat","Food use","United States","Million bushels","1996/97","Q3 Dec-Feb",212.68
"Wheat","All wheat","Seed use","United States","Million bushels","1996/97","Q3 Dec-Feb",1.79
"Wheat","All wheat","Feed and residual use","United States","Million bushels","1996/97","Q3 Dec-Feb",30.264
"Wheat","All wheat","Total domestic use","United States","Million bushels","1996/97","Q3 Dec-Feb",244.734
"Wheat","All wheat","Exports","United States","Million bushels","1996/97","Q3 Dec-Feb",179.34
"Wheat","All wheat","Total disappearance","United States","Million bushels","1996/97","Q3 Dec-Feb",424.074
"Wheat","All wheat","Ending stocks","United States","Million bushels","1996/97","Q3 Dec-Feb",821.819
"Wheat","All wheat","Beginning stocks","United States","Million bushels","1996/97","Q4 Mar-May",821.819
"Wheat","All wheat","Production","United States","Million bushels","1996/97","Q4 Mar-May",0
"Wheat","All wheat","Imports","United States","Million bushels","1996/97","Q4 Mar-May",29.732
"Wheat","All wheat","Total supply","United States","Million bushels","1996/97","Q4 Mar-May",851.551
"Wheat","All wheat","Food use","United States","Million bushels","1996/97","Q4 Mar-May",220.507
"Wheat","All wheat","Seed use","United States","Million bushels","1996/97","Q4 Mar-May",31.84
"Wheat","All wheat","Feed and residual use","United States","Million bushels","1996/97","Q4 Mar-May",-24.231
"Wheat","All wheat","Total domestic use","United States","Million bushels","1996/97","Q4 Mar-May",228.116
"Wheat","All wheat","Exports","United States","Million bushels","1996/97","Q4 Mar-May",179.828
"Wheat","All wheat","Total disappearance","United States","Million bushels","1996/97","Q4 Mar-May",407.944
"Wheat","All wheat","Ending stocks","United States","Million bushels","1996/97","Q4 Mar-May",443.607
"Wheat","All wheat","Beginning stocks","United States","Million bushels","1997/98","MY Jun-May",443.607
"Wheat","All wheat","Production","United States","Million bushels","1997/98","MY Jun-May",2481.466
"Wheat","All wheat","Imports","United States","Million bushels","1997/98","MY Jun-May",94.923
"Wheat","All wheat","Total supply","United States","Million bushels","1997/98","MY Jun-May",3019.996
"Wheat","All wheat","Food use","United States","Million bushels","1997/98","MY Jun-May",914.119
"Wheat","All wheat","Seed use","United States","Million bushels","1997/98","MY Jun-May",92.474
"Wheat","All wheat","Feed and residual use","United States","Million bushels","1997/98","MY Jun-May",250.534
"Wheat","All wheat","Total domestic use","United States","Million bushels","1997/98","MY Jun-May",1257.127
"Wheat","All wheat","Exports","United States","Million bushels","1997/98","MY Jun-May",1040.391
"Wheat","All wheat","Total disappearance","United States","Million bushels","1997/98","MY Jun-May",2297.518
"Wheat","All wheat","Ending stocks","United States","Million bushels","1997/98","MY Jun-May",722.478
"Wheat","All wheat","Total disappearance","United States","Million bushels","1997/98","Q1 Jun-Aug",871.439
"Wheat","All wheat","Ending stocks","United States","Million bushels","1997/98","Q1 Jun-Aug",2076.348
"Wheat","All wheat","Beginning stocks","United States","Million bushels","1997/98","Q1 Jun-Aug",443.607
"Wheat","All wheat","Production","United States","Million bushels","1997/98","Q1 Jun-Aug",2481.466
"Wheat","All wheat","Imports","United States","Million bushels","1997/98","Q1 Jun-Aug",22.714
"Wheat","All wheat","Total supply","United States","Million bushels","1997/98","Q1 Jun-Aug",2947.787
"Wheat","All wheat","Food use","United States","Million bushels","1997/98","Q1 Jun-Aug",227.9
"Wheat","All wheat","Seed use","United States","Million bushels","1997/98","Q1 Jun-Aug",3.118
"Wheat","All wheat","Feed and residual use","United States","Million bushels","1997/98","Q1 Jun-Aug",352.183
"Wheat","All wheat","Total domestic use","United States","Million bushels","1997/98","Q1 Jun-Aug",583.201
"Wheat","All wheat","Exports","United States","Million bushels","1997/98","Q1 Jun-Aug",288.238
"Wheat","All wheat","Beginning stocks","United States","Million bushels","1997/98","Q2 Sep-Nov",2076.348
"Wheat","All wheat","Production","United States","Million bushels","1997/98","Q2 Sep-Nov",0
"Wheat","All wheat","Imports","United States","Million bushels","1997/98","Q2 Sep-Nov",22.777
"Wheat","All wheat","Total supply","United States","Million bushels","1997/98","Q2 Sep-Nov",2099.125
"Wheat","All wheat","Food use","United States","Million bushels","1997/98","Q2 Sep-Nov",238.678
"Wheat","All wheat","Seed use","United States","Million bushels","1997/98","Q2 Sep-Nov",58.601
"Wheat","All wheat","Feed and residual use","United States","Million bushels","1997/98","Q2 Sep-Nov",-113.362
"Wheat","All wheat","Total domestic use","United States","Million bushels","1997/98","Q2 Sep-Nov",183.917
"Wheat","All wheat","Exports","United States","Million bushels","1997/98","Q2 Sep-Nov",295.966
"Wheat","All wheat","Total disappearance","United States","Million bushels","1997/98","Q2 Sep-Nov",479.883
"Wheat","All wheat","Ending stocks","United States","Million bushels","1997/98","Q2 Sep-Nov",1619.242
"Wheat","All wheat","Beginning stocks","United States","Million bushels","1997/98","Q3 Dec-Feb",1619.242
"Wheat","All wheat","Production","United States","Million bushels","1997/98","Q3 Dec-Feb",0
"Wheat","All wheat","Imports","United States","Million bushels","1997/98","Q3 Dec-Feb",23.767
"Wheat","All wheat","Total supply","United States","Million bushels","1997/98","Q3 Dec-Feb",1643.009
"Wheat","All wheat","Food use","United States","Million bushels","1997/98","Q3 Dec-Feb",219.202
"Wheat","All wheat","Seed use","United States","Million bushels","1997/98","Q3 Dec-Feb",2.088
"Wheat","All wheat","Feed and residual use","United States","Million bushels","1997/98","Q3 Dec-Feb",0.285
"Wheat","All wheat","Total domestic use","United States","Million bushels","1997/98","Q3 Dec-Feb",221.575
"Wheat","All wheat","Exports","United States","Million bushels","1997/98","Q3 Dec-Feb",254.87
"Wheat","All wheat","Total disappearance","United States","Million bushels","1997/98","Q3 Dec-Feb",476.445
"Wheat","All wheat","Ending stocks","United States","Million bushels","1997/98","Q3 Dec-Feb",1166.564
"Wheat","All wheat","Beginning stocks","United States","Million bushels","1997/98","Q4 Mar-May",1166.564
"Wheat","All wheat","Production","United States","Million bushels","1997/98","Q4 Mar-May",0
"Wheat","All wheat","Imports","United States","Million bushels","1997/98","Q4 Mar-May",25.665
"Wheat","All wheat","Total supply","United States","Million bushels","1997/98","Q4 Mar-May",1192.229
"Wheat","All wheat","Food use","United States","Million bushels","1997/98","Q4 Mar-May",228.339
"Wheat","All wheat","Seed use","United States","Million bushels","1997/98","Q4 Mar-May",28.667
"Wheat","All wheat","Feed and residual use","United States","Million bushels","1997/98","Q4 Mar-May",11.428
"Wheat","All wheat","Total domestic use","United States","Million bushels","1997/98","Q4 Mar-May",268.434
"Wheat","All wheat","Exports","United States","Million bushels","1997/98","Q4 Mar-May",201.317
"Wheat","All wheat","Total disappearance","United States","Million bushels","1997/98","Q4 Mar-May",469.751
"Wheat","All wheat","Ending stocks","United States","Million bushels","1997/98","Q4 Mar-May",722.478
"Wheat","All wheat","Beginning stocks","United States","Million bushels","1998/99","MY Jun-May",722.478
"Wheat","All wheat","Production","United States","Million bushels","1998/99","MY Jun-May",2547.321
"Wheat","All wheat","Imports","United States","Million bushels","1998/99","MY Jun-May",102.986
"Wheat","All wheat","Total supply","United States","Million bushels","1998/99","MY Jun-May",3372.785
"Wheat","All wheat","Food use","United States","Million bushels","1998/99","MY Jun-May",909.961
"Wheat","All wheat","Seed use","United States","Million bushels","1998/99","MY Jun-May",80.429
"Wheat","All wheat","Feed and residual use","United States","Million bushels","1998/99","MY Jun-May",390.734
"Wheat","All wheat","Total domestic use","United States","Million bushels","1998/99","MY Jun-May",1381.124
"Wheat","All wheat","Exports","United States","Million bushels","1998/99","MY Jun-May",1045.743
"Wheat","All wheat","Total disappearance","United States","Million bushels","1998/99","MY Jun-May",2426.867
"Wheat","All wheat","Ending stocks","United States","Million bushels","1998/99","MY Jun-May",945.918
"Wheat","All wheat","Beginning stocks","United States","Million bushels","1998/99","Q1 Jun-Aug",722.478
"Wheat","All wheat","Production","United States","Million bushels","1998/99","Q1 Jun-Aug",2547.321
"Wheat","All wheat","Imports","United States","Million bushels","1998/99","Q1 Jun-Aug",24.373
"Wheat","All wheat","Total supply","United States","Million bushels","1998/99","Q1 Jun-Aug",3294.172
"Wheat","All wheat","Food use","United States","Million bushels","1998/99","Q1 Jun-Aug",225.693
"Wheat","All wheat","Seed use","United States","Million bushels","1998/99","Q1 Jun-Aug",0.988
"Wheat","All wheat","Feed and residual use","United States","Million bushels","1998/99","Q1 Jun-Aug",424.911
"Wheat","All wheat","Total domestic use","United States","Million bushels","1998/99","Q1 Jun-Aug",651.592
"Wheat","All wheat","Exports","United States","Million bushels","1998/99","Q1 Jun-Aug",257.265
"Wheat","All wheat","Total disappearance","United States","Million bushels","1998/99","Q1 Jun-Aug",908.857
"Wheat","All wheat","Ending stocks","United States","Million bushels","1998/99","Q1 Jun-Aug",2385.315
"Wheat","All wheat","Beginning stocks","United States","Million bushels","1998/99","Q2 Sep-Nov",2385.315
"Wheat","All wheat","Production","United States","Million bushels","1998/99","Q2 Sep-Nov",0
"Wheat","All wheat","Imports","United States","Million bushels","1998/99","Q2 Sep-Nov",23.929
"Wheat","All wheat","Total supply","United States","Million bushels","1998/99","Q2 Sep-Nov",2409.244
"Wheat","All wheat","Food use","United States","Million bushels","1998/99","Q2 Sep-Nov",240.745
"Wheat","All wheat","Seed use","United States","Million bushels","1998/99","Q2 Sep-Nov",54.775
"Wheat","All wheat","Feed and residual use","United States","Million bushels","1998/99","Q2 Sep-Nov",-73.717
"Wheat","All wheat","Total domestic use","United States","Million bushels","1998/99","Q2 Sep-Nov",221.803
"Wheat","All wheat","Exports","United States","Million bushels","1998/99","Q2 Sep-Nov",291.76
"Wheat","All wheat","Total disappearance","United States","Million bushels","1998/99","Q2 Sep-Nov",513.563
"Wheat","All wheat","Ending stocks","United States","Million bushels","1998/99","Q2 Sep-Nov",1895.681
"Wheat","All wheat","Beginning stocks","United States","Million bushels","1998/99","Q3 Dec-Feb",1895.681
"Wheat","All wheat","Production","United States","Million bushels","1998/99","Q3 Dec-Feb",0
"Wheat","All wheat","Imports","United States","Million bushels","1998/99","Q3 Dec-Feb",27.713
"Wheat","All wheat","Total supply","United States","Million bushels","1998/99","Q3 Dec-Feb",1923.394
"Wheat","All wheat","Food use","United States","Million bushels","1998/99","Q3 Dec-Feb",213.399
"Wheat","All wheat","Seed use","United States","Million bushels","1998/99","Q3 Dec-Feb",1.441
"Wheat","All wheat","Feed and residual use","United States","Million bushels","1998/99","Q3 Dec-Feb",7.303
"Wheat","All wheat","Total domestic use","United States","Million bushels","1998/99","Q3 Dec-Feb",222.143
"Wheat","All wheat","Exports","United States","Million bushels","1998/99","Q3 Dec-Feb",250.84
"Wheat","All wheat","Total disappearance","United States","Million bushels","1998/99","Q3 Dec-Feb",472.983
"Wheat","All wheat","Ending stocks","United States","Million bushels","1998/99","Q3 Dec-Feb",1450.411
"Wheat","All wheat","Beginning stocks","United States","Million bushels","1998/99","Q4 Mar-May",1450.411
"Wheat","All wheat","Production","United States","Million bushels","1998/99","Q4 Mar-May",0
"Wheat","All wheat","Imports","United States","Million bushels","1998/99","Q4 Mar-May",26.971
"Wheat","All wheat","Total supply","United States","Million bushels","1998/99","Q4 Mar-May",1477.382
"Wheat","All wheat","Food use","United States","Million bushels","1998/99","Q4 Mar-May",230.124
"Wheat","All wheat","Seed use","United States","Million bushels","1998/99","Q4 Mar-May",23.225
"Wheat","All wheat","Feed and residual use","United States","Million bushels","1998/99","Q4 Mar-May",32.237
"Wheat","All wheat","Total domestic use","United States","Million bushels","1998/99","Q4 Mar-May",285.586
"Wheat","All wheat","Exports","United States","Million bushels","1998/99","Q4 Mar-May",245.878
"Wheat","All wheat","Total disappearance","United States","Million bushels","1998/99","Q4 Mar-May",531.464
"Wheat","All wheat","Ending stocks","United States","Million bushels","1998/99","Q4 Mar-May",945.918
"Wheat","All wheat","Beginning stocks","United States","Million bushels","1999/00","MY Jun-May",945.918
"Wheat","All wheat","Production","United States","Million bushels","1999/00","MY Jun-May",2295.56
"Wheat","All wheat","Imports","United States","Million bushels","1999/00","MY Jun-May",94.511
"Wheat","All wheat","Total supply","United States","Million bushels","1999/00","MY Jun-May",3335.989
"Wheat","All wheat","Food use","United States","Million bushels","1999/00","MY Jun-May",928.828
"Wheat","All wheat","Seed use","United States","Million bushels","1999/00","MY Jun-May",91.656
"Wheat","All wheat","Feed and residual use","United States","Million bushels","1999/00","MY Jun-May",279.258
"Wheat","All wheat","Total domestic use","United States","Million bushels","1999/00","MY Jun-May",1299.742
"Wheat","All wheat","Exports","United States","Million bushels","1999/00","MY Jun-May",1086.499
"Wheat","All wheat","Total disappearance","United States","Million bushels","1999/00","MY Jun-May",2386.241
"Wheat","All wheat","Ending stocks","United States","Million bushels","1999/00","MY Jun-May",949.748
"Wheat","All wheat","Beginning stocks","United States","Million bushels","1999/00","Q1 Jun-Aug",945.918
"Wheat","All wheat","Production","United States","Million bushels","1999/00","Q1 Jun-Aug",2295.56
"Wheat","All wheat","Imports","United States","Million bushels","1999/00","Q1 Jun-Aug",30.587
"Wheat","All wheat","Total supply","United States","Million bushels","1999/00","Q1 Jun-Aug",3272.065
"Wheat","All wheat","Food use","United States","Million bushels","1999/00","Q1 Jun-Aug",230.163
"Wheat","All wheat","Seed use","United States","Million bushels","1999/00","Q1 Jun-Aug",6.424
"Wheat","All wheat","Feed and residual use","United States","Million bushels","1999/00","Q1 Jun-Aug",268.578
"Wheat","All wheat","Total domestic use","United States","Million bushels","1999/00","Q1 Jun-Aug",505.165
"Wheat","All wheat","Exports","United States","Million bushels","1999/00","Q1 Jun-Aug",321.857
"Wheat","All wheat","Total disappearance","United States","Million bushels","1999/00","Q1 Jun-Aug",827.022
"Wheat","All wheat","Ending stocks","United States","Million bushels","1999/00","Q1 Jun-Aug",2445.043
"Wheat","All wheat","Beginning stocks","United States","Million bushels","1999/00","Q2 Sep-Nov",2445.043
"Wheat","All wheat","Production","United States","Million bushels","1999/00","Q2 Sep-Nov",0
"Wheat","All wheat","Imports","United States","Million bushels","1999/00","Q2 Sep-Nov",19.458
"Wheat","All wheat","Total supply","United States","Million bushels","1999/00","Q2 Sep-Nov",2464.501
"Wheat","All wheat","Food use","United States","Million bushels","1999/00","Q2 Sep-Nov",241.142
"Wheat","All wheat","Seed use","United States","Million bushels","1999/00","Q2 Sep-Nov",54.512
"Wheat","All wheat","Feed and residual use","United States","Million bushels","1999/00","Q2 Sep-Nov",-4.598
"Wheat","All wheat","Total domestic use","United States","Million bushels","1999/00","Q2 Sep-Nov",291.056
"Wheat","All wheat","Exports","United States","Million bushels","1999/00","Q2 Sep-Nov",289.701
"Wheat","All wheat","Total disappearance","United States","Million bushels","1999/00","Q2 Sep-Nov",580.757
"Wheat","All wheat","Ending stocks","United States","Million bushels","1999/00","Q2 Sep-Nov",1883.744
"Wheat","All wheat","Beginning stocks","United States","Million bushels","1999/00","Q3 Dec-Feb",1883.744
"Wheat","All wheat","Production","United States","Million bushels","1999/00","Q3 Dec-Feb",0
"Wheat","All wheat","Imports","United States","Million bushels","1999/00","Q3 Dec-Feb",19.445
"Wheat","All wheat","Total supply","United States","Million bushels","1999/00","Q3 Dec-Feb",1903.189
"Wheat","All wheat","Food use","United States","Million bushels","1999/00","Q3 Dec-Feb",222.724
"Wheat","All wheat","Seed use","United States","Million bushels","1999/00","Q3 Dec-Feb",2.259
"Wheat","All wheat","Feed and residual use","United States","Million bushels","1999/00","Q3 Dec-Feb",25.525
"Wheat","All wheat","Total domestic use","United States","Million bushels","1999/00","Q3 Dec-Feb",250.508
"Wheat","All wheat","Exports","United States","Million bushels","1999/00","Q3 Dec-Feb",236.16
"Wheat","All wheat","Total disappearance","United States","Million bushels","1999/00","Q3 Dec-Feb",486.668
"Wheat","All wheat","Ending stocks","United States","Million bushels","1999/00","Q3 Dec-Feb",1416.521
"Wheat","All wheat","Beginning stocks","United States","Million bushels","1999/00","Q4 Mar-May",1416.521
"Wheat","All wheat","Production","United States","Million bushels","1999/00","Q4 Mar-May",0
"Wheat","All wheat","Imports","United States","Million bushels","1999/00","Q4 Mar-May",25.021
"Wheat","All wheat","Total supply","United States","Million bushels","1999/00","Q4 Mar-May",1441.542
"Wheat","All wheat","Food use","United States","Million bushels","1999/00","Q4 Mar-May",234.799
"Wheat","All wheat","Seed use","United States","Million bushels","1999/00","Q4 Mar-May",28.461
"Wheat","All wheat","Feed and residual use","United States","Million bushels","1999/00","Q4 Mar-May",-10.247
"Wheat","All wheat","Total domestic use","United States","Million bushels","1999/00","Q4 Mar-May",253.013
"Wheat","All wheat","Exports","United States","Million bushels","1999/00","Q4 Mar-May",238.781
"Wheat","All wheat","Total disappearance","United States","Million bushels","1999/00","Q4 Mar-May",491.794
"Wheat","All wheat","Ending stocks","United States","Million bushels","1999/00","Q4 Mar-May",949.748
"Wheat","All wheat","Beginning stocks","United States","Million bushels","2000/01","MY Jun-May",949.748
"Wheat","All wheat","Production","United States","Million bushels","2000/01","MY Jun-May",2228.16
"Wheat","All wheat","Imports","United States","Million bushels","2000/01","MY Jun-May",89.825
"Wheat","All wheat","Total supply","United States","Million bushels","2000/01","MY Jun-May",3267.733
"Wheat","All wheat","Food use","United States","Million bushels","2000/01","MY Jun-May",949.594
"Wheat","All wheat","Seed use","United States","Million bushels","2000/01","MY Jun-May",79.49
"Wheat","All wheat","Feed and residual use","United States","Million bushels","2000/01","MY Jun-May",300.426
"Wheat","All wheat","Total domestic use","United States","Million bushels","2000/01","MY Jun-May",1329.51
"Wheat","All wheat","Exports","United States","Million bushels","2000/01","MY Jun-May",1062.041
"Wheat","All wheat","Total disappearance","United States","Million bushels","2000/01","MY Jun-May",2391.551
"Wheat","All wheat","Ending stocks","United States","Million bushels","2000/01","MY Jun-May",876.182
"Wheat","All wheat","Beginning stocks","United States","Million bushels","2000/01","Q1 Jun-Aug",949.748
"Wheat","All wheat","Production","United States","Million bushels","2000/01","Q1 Jun-Aug",2228.16
"Wheat","All wheat","Imports","United States","Million bushels","2000/01","Q1 Jun-Aug",20.389
"Wheat","All wheat","Total supply","United States","Million bushels","2000/01","Q1 Jun-Aug",3198.297
"Wheat","All wheat","Food use","United States","Million bushels","2000/01","Q1 Jun-Aug",238.774
"Wheat","All wheat","Seed use","United States","Million bushels","2000/01","Q1 Jun-Aug",1.083
"Wheat","All wheat","Feed and residual use","United States","Million bushels","2000/01","Q1 Jun-Aug",317.93
"Wheat","All wheat","Total domestic use","United States","Million bushels","2000/01","Q1 Jun-Aug",557.787
"Wheat","All wheat","Exports","United States","Million bushels","2000/01","Q1 Jun-Aug",287.84
"Wheat","All wheat","Total disappearance","United States","Million bushels","2000/01","Q1 Jun-Aug",845.627
"Wheat","All wheat","Ending stocks","United States","Million bushels","2000/01","Q1 Jun-Aug",2352.67
"Wheat","All wheat","Beginning stocks","United States","Million bushels","2000/01","Q2 Sep-Nov",2352.67
"Wheat","All wheat","Production","United States","Million bushels","2000/01","Q2 Sep-Nov",0
"Wheat","All wheat","Imports","United States","Million bushels","2000/01","Q2 Sep-Nov",25.119
"Wheat","All wheat","Total supply","United States","Million bushels","2000/01","Q2 Sep-Nov",2377.789
"Wheat","All wheat","Food use","United States","Million bushels","2000/01","Q2 Sep-Nov",252.993
"Wheat","All wheat","Seed use","United States","Million bushels","2000/01","Q2 Sep-Nov",49.816
"Wheat","All wheat","Feed and residual use","United States","Million bushels","2000/01","Q2 Sep-Nov",-24.454
"Wheat","All wheat","Total domestic use","United States","Million bushels","2000/01","Q2 Sep-Nov",278.355
"Wheat","All wheat","Exports","United States","Million bushels","2000/01","Q2 Sep-Nov",293.309
"Wheat","All wheat","Total disappearance","United States","Million bushels","2000/01","Q2 Sep-Nov",571.664
"Wheat","All wheat","Ending stocks","United States","Million bushels","2000/01","Q2 Sep-Nov",1806.125
"Wheat","All wheat","Beginning stocks","United States","Million bushels","2000/01","Q3 Dec-Feb",1806.125
"Wheat","All wheat","Production","United States","Million bushels","2000/01","Q3 Dec-Feb",0
"Wheat","All wheat","Imports","United States","Million bushels","2000/01","Q3 Dec-Feb",21.4
"Wheat","All wheat","Total supply","United States","Million bushels","2000/01","Q3 Dec-Feb",1827.525
"Wheat","All wheat","Food use","United States","Million bushels","2000/01","Q3 Dec-Feb",228.151
"Wheat","All wheat","Seed use","United States","Million bushels","2000/01","Q3 Dec-Feb",3.493
"Wheat","All wheat","Feed and residual use","United States","Million bushels","2000/01","Q3 Dec-Feb",11.425
"Wheat","All wheat","Total domestic use","United States","Million bushels","2000/01","Q3 Dec-Feb",243.069
"Wheat","All wheat","Exports","United States","Million bushels","2000/01","Q3 Dec-Feb",246.058
"Wheat","All wheat","Total disappearance","United States","Million bushels","2000/01","Q3 Dec-Feb",489.127
"Wheat","All wheat","Ending stocks","United States","Million bushels","2000/01","Q3 Dec-Feb",1338.398
"Wheat","All wheat","Beginning stocks","United States","Million bushels","2000/01","Q4 Mar-May",1338.398
"Wheat","All wheat","Production","United States","Million bushels","2000/01","Q4 Mar-May",0
"Wheat","All wheat","Imports","United States","Million bushels","2000/01","Q4 Mar-May",22.917
"Wheat","All wheat","Total supply","United States","Million bushels","2000/01","Q4 Mar-May",1361.315
"Wheat","All wheat","Food use","United States","Million bushels","2000/01","Q4 Mar-May",229.676
"Wheat","All wheat","Seed use","United States","Million bushels","2000/01","Q4 Mar-May",25.098
"Wheat","All wheat","Feed and residual use","United States","Million bushels","2000/01","Q4 Mar-May",-4.475
"Wheat","All wheat","Total domestic use","United States","Million bushels","2000/01","Q4 Mar-May",250.299
"Wheat","All wheat","Exports","United States","Million bushels","2000/01","Q4 Mar-May",234.834
"Wheat","All wheat","Total disappearance","United States","Million bushels","2000/01","Q4 Mar-May",485.133
"Wheat","All wheat","Ending stocks","United States","Million bushels","2000/01","Q4 Mar-May",876.182
"Wheat","All wheat","Beginning stocks","United States","Million bushels","2001/02","MY Jun-May",876.182
"Wheat","All wheat","Production","United States","Million bushels","2001/02","MY Jun-May",1947.453
"Wheat","All wheat","Imports","United States","Million bushels","2001/02","MY Jun-May",107.551
"Wheat","All wheat","Total supply","United States","Million bushels","2001/02","MY Jun-May",2931.186
"Wheat","All wheat","Food use","United States","Million bushels","2001/02","MY Jun-May",926.391
"Wheat","All wheat","Seed use","United States","Million bushels","2001/02","MY Jun-May",83.385
"Wheat","All wheat","Feed and residual use","United States","Million bushels","2001/02","MY Jun-May",181.987
"Wheat","All wheat","Total domestic use","United States","Million bushels","2001/02","MY Jun-May",1191.763
"Wheat","All wheat","Exports","United States","Million bushels","2001/02","MY Jun-May",962.311
"Wheat","All wheat","Total disappearance","United States","Million bushels","2001/02","MY Jun-May",2154.074
"Wheat","All wheat","Ending stocks","United States","Million bushels","2001/02","MY Jun-May",777.112
"Wheat","All wheat","Beginning stocks","United States","Million bushels","2001/02","Q1 Jun-Aug",876.182
"Wheat","All wheat","Production","United States","Million bushels","2001/02","Q1 Jun-Aug",1947.453
"Wheat","All wheat","Imports","United States","Million bushels","2001/02","Q1 Jun-Aug",25.713
"Wheat","All wheat","Total supply","United States","Million bushels","2001/02","Q1 Jun-Aug",2849.348
"Wheat","All wheat","Food use","United States","Million bushels","2001/02","Q1 Jun-Aug",233.814
"Wheat","All wheat","Seed use","United States","Million bushels","2001/02","Q1 Jun-Aug",3.468
"Wheat","All wheat","Feed and residual use","United States","Million bushels","2001/02","Q1 Jun-Aug",237.926
"Wheat","All wheat","Total domestic use","United States","Million bushels","2001/02","Q1 Jun-Aug",475.208
"Wheat","All wheat","Exports","United States","Million bushels","2001/02","Q1 Jun-Aug",218.326
"Wheat","All wheat","Total disappearance","United States","Million bushels","2001/02","Q1 Jun-Aug",693.534
