Commodity_Desc,Commodity_Desc2,Attribute_Desc,Geography_Desc,Unit_Desc,Marketing_Year,Timeperiod_Desc,Amount
"Bakers std. patent flour","Wholesale price of bakery flour","Wheat and flour price relationships","Kansas City","dollars per cwt","2008/09","Q1 Jun-Aug",22.3166666666667
"Wholesale byproducts obtained","Wholesale price of byproducts","Wheat and flour price relationships","Kansas City","dollars per cwt","2008/09","Q1 Jun-Aug",2.56795
"Wholesale total products over cost of wheat ","Total wholesale price less cost of wheat ","Wheat and flour price relationships","Kansas City","dollars per cwt","2008/09","Q2 Sep-Nov",2.870376
"Wholesale total products actual cost","Total wholesale price","Wheat and flour price relationships","Kansas City","dollars per cwt","2008/09","Q2 Sep-Nov",18.830376
"Wholesale byproducts obtained","Wholesale price of byproducts","Wheat and flour price relationships","Kansas City","dollars per cwt","2008/09","Q2 Sep-Nov",2.34704266666667
"Cost of wheat to produce flour","Cost of wheat to produce flour","Wheat and flour price relationships","Kansas City","dollars per cwt","2008/09","Q2 Sep-Nov",15.96
"Bakers std. patent flour","Wholesale price of bakery flour","Wheat and flour price relationships","Kansas City","dollars per cwt","2008/09","Q2 Sep-Nov",16.4833333333333
"Bakers std. patent flour","Wholesale price of bakery flour","Wheat and flour price relationships","Kansas City","dollars per cwt","2008/09","Q3 Dec-Feb",15.3666666666667
"Wholesale total products actual cost","Total wholesale price","Wheat and flour price relationships","Kansas City","dollars per cwt","2008/09","Q3 Dec-Feb",17.681448
"Wholesale total products over cost of wheat ","Total wholesale price less cost of wheat ","Wheat and flour price relationships","Kansas City","dollars per cwt","2008/09","Q3 Dec-Feb",2.534648
"Wholesale byproducts obtained","Wholesale price of byproducts","Wheat and flour price relationships","Kansas City","dollars per cwt","2008/09","Q3 Dec-Feb",2.31478133333333
"Cost of wheat to produce flour","Cost of wheat to produce flour","Wheat and flour price relationships","Kansas City","dollars per cwt","2008/09","Q3 Dec-Feb",15.1468
"Wholesale total products over cost of wheat ","Total wholesale price less cost of wheat ","Wheat and flour price relationships","Kansas City","dollars per cwt","2008/09","Q4 Mar-May",2.13422666666666
"Bakers std. patent flour","Wholesale price of bakery flour","Wheat and flour price relationships","Kansas City","dollars per cwt","2008/09","Q4 Mar-May",16.2166666666667
"Wholesale byproducts obtained","Wholesale price of byproducts","Wheat and flour price relationships","Kansas City","dollars per cwt","2008/09","Q4 Mar-May",1.47476
"Wholesale total products actual cost","Total wholesale price","Wheat and flour price relationships","Kansas City","dollars per cwt","2008/09","Q4 Mar-May",17.6914266666667
"Cost of wheat to produce flour","Cost of wheat to produce flour","Wheat and flour price relationships","Kansas City","dollars per cwt","2008/09","Q4 Mar-May",15.5572
"Wholesale byproducts obtained","Wholesale price of byproducts","Wheat and flour price relationships","Kansas City","dollars per cwt","2009/10","MY Jun-May",1.51121883333333
"Bakers std. patent flour","Wholesale price of bakery flour","Wheat and flour price relationships","Kansas City","dollars per cwt","2009/10","MY Jun-May",14.125
"Wholesale total products actual cost","Total wholesale price","Wheat and flour price relationships","Kansas City","dollars per cwt","2009/10","MY Jun-May",15.6362188333333
"Wholesale total products over cost of wheat ","Total wholesale price less cost of wheat ","Wheat and flour price relationships","Kansas City","dollars per cwt","2009/10","MY Jun-May",2.34381883333333
"Cost of wheat to produce flour","Cost of wheat to produce flour","Wheat and flour price relationships","Kansas City","dollars per cwt","2009/10","MY Jun-May",13.2924
"Cost of wheat to produce flour","Cost of wheat to produce flour","Wheat and flour price relationships","Kansas City","dollars per cwt","2009/10","Q1 Jun-Aug",14.478
"Bakers std. patent flour","Wholesale price of bakery flour","Wheat and flour price relationships","Kansas City","dollars per cwt","2009/10","Q1 Jun-Aug",15
"Wholesale byproducts obtained","Wholesale price of byproducts","Wheat and flour price relationships","Kansas City","dollars per cwt","2009/10","Q1 Jun-Aug",1.39760266666667
"Wholesale total products actual cost","Total wholesale price","Wheat and flour price relationships","Kansas City","dollars per cwt","2009/10","Q1 Jun-Aug",16.3976026666667
"Wholesale total products over cost of wheat ","Total wholesale price less cost of wheat ","Wheat and flour price relationships","Kansas City","dollars per cwt","2009/10","Q1 Jun-Aug",1.91960266666667
"Cost of wheat to produce flour","Cost of wheat to produce flour","Wheat and flour price relationships","Kansas City","dollars per cwt","2009/10","Q2 Sep-Nov",12.6084
"Bakers std. patent flour","Wholesale price of bakery flour","Wheat and flour price relationships","Kansas City","dollars per cwt","2009/10","Q2 Sep-Nov",13.95
"Wholesale byproducts obtained","Wholesale price of byproducts","Wheat and flour price relationships","Kansas City","dollars per cwt","2009/10","Q2 Sep-Nov",1.659542
"Wholesale total products actual cost","Total wholesale price","Wheat and flour price relationships","Kansas City","dollars per cwt","2009/10","Q2 Sep-Nov",15.609542
"Wholesale total products over cost of wheat ","Total wholesale price less cost of wheat ","Wheat and flour price relationships","Kansas City","dollars per cwt","2009/10","Q2 Sep-Nov",3.001142
"Cost of wheat to produce flour","Cost of wheat to produce flour","Wheat and flour price relationships","Kansas City","dollars per cwt","2009/10","Q3 Dec-Feb",13.1708
"Wholesale byproducts obtained","Wholesale price of byproducts","Wheat and flour price relationships","Kansas City","dollars per cwt","2009/10","Q3 Dec-Feb",1.87262933333333
"Wholesale total products actual cost","Total wholesale price","Wheat and flour price relationships","Kansas City","dollars per cwt","2009/10","Q3 Dec-Feb",15.4559626666667
"Wholesale total products over cost of wheat ","Total wholesale price less cost of wheat ","Wheat and flour price relationships","Kansas City","dollars per cwt","2009/10","Q3 Dec-Feb",2.28516266666667
"Bakers std. patent flour","Wholesale price of bakery flour","Wheat and flour price relationships","Kansas City","dollars per cwt","2009/10","Q3 Dec-Feb",13.5833333333333
"Cost of wheat to produce flour","Cost of wheat to produce flour","Wheat and flour price relationships","Kansas City","dollars per cwt","2009/10","Q4 Mar-May",12.9124
"Wholesale total products actual cost","Total wholesale price","Wheat and flour price relationships","Kansas City","dollars per cwt","2009/10","Q4 Mar-May",15.081768
"Bakers std. patent flour","Wholesale price of bakery flour","Wheat and flour price relationships","Kansas City","dollars per cwt","2009/10","Q4 Mar-May",13.9666666666667
"Wholesale byproducts obtained","Wholesale price of byproducts","Wheat and flour price relationships","Kansas City","dollars per cwt","2009/10","Q4 Mar-May",1.11510133333333
"Wholesale total products over cost of wheat ","Total wholesale price less cost of wheat ","Wheat and flour price relationships","Kansas City","dollars per cwt","2009/10","Q4 Mar-May",2.169368
"Wholesale byproducts obtained","Wholesale price of byproducts","Wheat and flour price relationships","Kansas City","dollars per cwt","2010/11","MY Jun-May",2.352049
"Bakers std. patent flour","Wholesale price of bakery flour","Wheat and flour price relationships","Kansas City","dollars per cwt","2010/11","MY Jun-May",18.775
"Cost of wheat to produce flour","Cost of wheat to produce flour","Wheat and flour price relationships","Kansas City","dollars per cwt","2010/11","MY Jun-May",18.9658
"Wholesale total products over cost of wheat ","Total wholesale price less cost of wheat ","Wheat and flour price relationships","Kansas City","dollars per cwt","2010/11","MY Jun-May",2.161249
"Wholesale total products actual cost","Total wholesale price","Wheat and flour price relationships","Kansas City","dollars per cwt","2010/11","MY Jun-May",21.127049
"Cost of wheat to produce flour","Cost of wheat to produce flour","Wheat and flour price relationships","Kansas City","dollars per cwt","2010/11","Q1 Jun-Aug",14.2728
"Wholesale total products over cost of wheat ","Total wholesale price less cost of wheat ","Wheat and flour price relationships","Kansas City","dollars per cwt","2010/11","Q1 Jun-Aug",2.20584266666667
"Wholesale total products actual cost","Total wholesale price","Wheat and flour price relationships","Kansas City","dollars per cwt","2010/11","Q1 Jun-Aug",16.4786426666667
"Wholesale byproducts obtained","Wholesale price of byproducts","Wheat and flour price relationships","Kansas City","dollars per cwt","2010/11","Q1 Jun-Aug",1.17864266666667
"Bakers std. patent flour","Wholesale price of bakery flour","Wheat and flour price relationships","Kansas City","dollars per cwt","2010/11","Q1 Jun-Aug",15.3
"Wholesale total products over cost of wheat ","Total wholesale price less cost of wheat ","Wheat and flour price relationships","Kansas City","dollars per cwt","2010/11","Q2 Sep-Nov",2.05798
"Wholesale total products actual cost","Total wholesale price","Wheat and flour price relationships","Kansas City","dollars per cwt","2010/11","Q2 Sep-Nov",19.57598
"Wholesale byproducts obtained","Wholesale price of byproducts","Wheat and flour price relationships","Kansas City","dollars per cwt","2010/11","Q2 Sep-Nov",2.45931333333333
"Bakers std. patent flour","Wholesale price of bakery flour","Wheat and flour price relationships","Kansas City","dollars per cwt","2010/11","Q2 Sep-Nov",17.1166666666667
"Cost of wheat to produce flour","Cost of wheat to produce flour","Wheat and flour price relationships","Kansas City","dollars per cwt","2010/11","Q2 Sep-Nov",17.518
"Wholesale byproducts obtained","Wholesale price of byproducts","Wheat and flour price relationships","Kansas City","dollars per cwt","2010/11","Q3 Dec-Feb",2.86282533333333
"Bakers std. patent flour","Wholesale price of bakery flour","Wheat and flour price relationships","Kansas City","dollars per cwt","2010/11","Q3 Dec-Feb",20.8
"Wholesale total products over cost of wheat ","Total wholesale price less cost of wheat ","Wheat and flour price relationships","Kansas City","dollars per cwt","2010/11","Q3 Dec-Feb",2.07882533333333
"Wholesale total products actual cost","Total wholesale price","Wheat and flour price relationships","Kansas City","dollars per cwt","2010/11","Q3 Dec-Feb",23.6628253333333
"Cost of wheat to produce flour","Cost of wheat to produce flour","Wheat and flour price relationships","Kansas City","dollars per cwt","2010/11","Q3 Dec-Feb",21.584
"Wholesale total products over cost of wheat ","Total wholesale price less cost of wheat ","Wheat and flour price relationships","Kansas City","dollars per cwt","2010/11","Q4 Mar-May",2.30234800000001
"Bakers std. patent flour","Wholesale price of bakery flour","Wheat and flour price relationships","Kansas City","dollars per cwt","2010/11","Q4 Mar-May",21.8833333333333
"Wholesale byproducts obtained","Wholesale price of byproducts","Wheat and flour price relationships","Kansas City","dollars per cwt","2010/11","Q4 Mar-May",2.90741466666667
"Wholesale total products actual cost","Total wholesale price","Wheat and flour price relationships","Kansas City","dollars per cwt","2010/11","Q4 Mar-May",24.790748
"Cost of wheat to produce flour","Cost of wheat to produce flour","Wheat and flour price relationships","Kansas City","dollars per cwt","2010/11","Q4 Mar-May",22.4884
"Wholesale byproducts obtained","Wholesale price of byproducts","Wheat and flour price relationships","Kansas City","dollars per cwt","2011/12","MY Jun-May",2.95953266666667
"Bakers std. patent flour","Wholesale price of bakery flour","Wheat and flour price relationships","Kansas City","dollars per cwt","2011/12","MY Jun-May",18.7541666666667
"Wholesale total products actual cost","Total wholesale price","Wheat and flour price relationships","Kansas City","dollars per cwt","2011/12","MY Jun-May",21.7136993333333
"Cost of wheat to produce flour","Cost of wheat to produce flour","Wheat and flour price relationships","Kansas City","dollars per cwt","2011/12","MY Jun-May",19.209
"Wholesale total products over cost of wheat ","Total wholesale price less cost of wheat ","Wheat and flour price relationships","Kansas City","dollars per cwt","2011/12","MY Jun-May",2.50469933333334
"Cost of wheat to produce flour","Cost of wheat to produce flour","Wheat and flour price relationships","Kansas City","dollars per cwt","2011/12","Q1 Jun-Aug",20.6112
"Bakers std. patent flour","Wholesale price of bakery flour","Wheat and flour price relationships","Kansas City","dollars per cwt","2011/12","Q1 Jun-Aug",20.4
"Wholesale byproducts obtained","Wholesale price of byproducts","Wheat and flour price relationships","Kansas City","dollars per cwt","2011/12","Q1 Jun-Aug",3.27231733333333
"Wholesale total products actual cost","Total wholesale price","Wheat and flour price relationships","Kansas City","dollars per cwt","2011/12","Q1 Jun-Aug",23.6723173333333
"Wholesale total products over cost of wheat ","Total wholesale price less cost of wheat ","Wheat and flour price relationships","Kansas City","dollars per cwt","2011/12","Q1 Jun-Aug",3.06111733333334
"Cost of wheat to produce flour","Cost of wheat to produce flour","Wheat and flour price relationships","Kansas City","dollars per cwt","2011/12","Q2 Sep-Nov",19.5244
"Wholesale total products actual cost","Total wholesale price","Wheat and flour price relationships","Kansas City","dollars per cwt","2011/12","Q2 Sep-Nov",21.714058
"Bakers std. patent flour","Wholesale price of bakery flour","Wheat and flour price relationships","Kansas City","dollars per cwt","2011/12","Q2 Sep-Nov",18.3166666666667
"Wholesale total products over cost of wheat ","Total wholesale price less cost of wheat ","Wheat and flour price relationships","Kansas City","dollars per cwt","2011/12","Q2 Sep-Nov",2.189658
"Wholesale byproducts obtained","Wholesale price of byproducts","Wheat and flour price relationships","Kansas City","dollars per cwt","2011/12","Q2 Sep-Nov",3.39739133333333
"Cost of wheat to produce flour","Cost of wheat to produce flour","Wheat and flour price relationships","Kansas City","dollars per cwt","2011/12","Q3 Dec-Feb",18.4832
"Wholesale total products actual cost","Total wholesale price","Wheat and flour price relationships","Kansas City","dollars per cwt","2011/12","Q3 Dec-Feb",20.4731453333333
"Wholesale total products over cost of wheat ","Total wholesale price less cost of wheat ","Wheat and flour price relationships","Kansas City","dollars per cwt","2011/12","Q3 Dec-Feb",1.98994533333334
"Bakers std. patent flour","Wholesale price of bakery flour","Wheat and flour price relationships","Kansas City","dollars per cwt","2011/12","Q3 Dec-Feb",17.5833333333333
"Wholesale byproducts obtained","Wholesale price of byproducts","Wheat and flour price relationships","Kansas City","dollars per cwt","2011/12","Q3 Dec-Feb",2.889812
"Cost of wheat to produce flour","Cost of wheat to produce flour","Wheat and flour price relationships","Kansas City","dollars per cwt","2011/12","Q4 Mar-May",18.2172
"Wholesale total products actual cost","Total wholesale price","Wheat and flour price relationships","Kansas City","dollars per cwt","2011/12","Q4 Mar-May",20.9952766666667
"Wholesale byproducts obtained","Wholesale price of byproducts","Wheat and flour price relationships","Kansas City","dollars per cwt","2011/12","Q4 Mar-May",2.27861
"Wholesale total products over cost of wheat ","Total wholesale price less cost of wheat ","Wheat and flour price relationships","Kansas City","dollars per cwt","2011/12","Q4 Mar-May",2.77807666666667
"Bakers std. patent flour","Wholesale price of bakery flour","Wheat and flour price relationships","Kansas City","dollars per cwt","2011/12","Q4 Mar-May",18.7166666666667
"Bakers std. patent flour","Wholesale price of bakery flour","Wheat and flour price relationships","Kansas City","dollars per cwt","2012/13","MY Jun-May",19.9125
"Wholesale byproducts obtained","Wholesale price of byproducts","Wheat and flour price relationships","Kansas City","dollars per cwt","2012/13","MY Jun-May",3.62120433333333
"Wholesale total products over cost of wheat ","Total wholesale price less cost of wheat ","Wheat and flour price relationships","Kansas City","dollars per cwt","2012/13","MY Jun-May",2.24800433333333
"Cost of wheat to produce flour","Cost of wheat to produce flour","Wheat and flour price relationships","Kansas City","dollars per cwt","2012/13","MY Jun-May",21.2857
"Wholesale total products actual cost","Total wholesale price","Wheat and flour price relationships","Kansas City","dollars per cwt","2012/13","MY Jun-May",23.5337043333333
"Cost of wheat to produce flour","Cost of wheat to produce flour","Wheat and flour price relationships","Kansas City","dollars per cwt","2012/13","Q1 Jun-Aug",20.9988
"Wholesale total products actual cost","Total wholesale price","Wheat and flour price relationships","Kansas City","dollars per cwt","2012/13","Q1 Jun-Aug",22.9248666666667
"Wholesale byproducts obtained","Wholesale price of byproducts","Wheat and flour price relationships","Kansas City","dollars per cwt","2012/13","Q1 Jun-Aug",3.7582
"Wholesale total products over cost of wheat ","Total wholesale price less cost of wheat ","Wheat and flour price relationships","Kansas City","dollars per cwt","2012/13","Q1 Jun-Aug",1.92606666666667
"Bakers std. patent flour","Wholesale price of bakery flour","Wheat and flour price relationships","Kansas City","dollars per cwt","2012/13","Q1 Jun-Aug",19.1666666666667
"Wholesale total products over cost of wheat ","Total wholesale price less cost of wheat ","Wheat and flour price relationships","Kansas City","dollars per cwt","2012/13","Q2 Sep-Nov",2.45816666666666
"Wholesale byproducts obtained","Wholesale price of byproducts","Wheat and flour price relationships","Kansas City","dollars per cwt","2012/13","Q2 Sep-Nov",3.7927
"Wholesale total products actual cost","Total wholesale price","Wheat and flour price relationships","Kansas City","dollars per cwt","2012/13","Q2 Sep-Nov",25.1593666666667
"Cost of wheat to produce flour","Cost of wheat to produce flour","Wheat and flour price relationships","Kansas City","dollars per cwt","2012/13","Q2 Sep-Nov",22.7012
"Bakers std. patent flour","Wholesale price of bakery flour","Wheat and flour price relationships","Kansas City","dollars per cwt","2012/13","Q2 Sep-Nov",21.3666666666667
"Cost of wheat to produce flour","Cost of wheat to produce flour","Wheat and flour price relationships","Kansas City","dollars per cwt","2012/13","Q3 Dec-Feb",21.4016
"Bakers std. patent flour","Wholesale price of bakery flour","Wheat and flour price relationships","Kansas City","dollars per cwt","2012/13","Q3 Dec-Feb",19.95
"Wholesale total products over cost of wheat ","Total wholesale price less cost of wheat ","Wheat and flour price relationships","Kansas City","dollars per cwt","2012/13","Q3 Dec-Feb",2.297216
"Wholesale total products actual cost","Total wholesale price","Wheat and flour price relationships","Kansas City","dollars per cwt","2012/13","Q3 Dec-Feb",23.698816
"Wholesale byproducts obtained","Wholesale price of byproducts","Wheat and flour price relationships","Kansas City","dollars per cwt","2012/13","Q3 Dec-Feb",3.748816
"Wholesale total products over cost of wheat ","Total wholesale price less cost of wheat ","Wheat and flour price relationships","Kansas City","dollars per cwt","2012/13","Q4 Mar-May",2.310568
"Cost of wheat to produce flour","Cost of wheat to produce flour","Wheat and flour price relationships","Kansas City","dollars per cwt","2012/13","Q4 Mar-May",20.0412
"Bakers std. patent flour","Wholesale price of bakery flour","Wheat and flour price relationships","Kansas City","dollars per cwt","2012/13","Q4 Mar-May",19.1666666666667
"Wholesale total products actual cost","Total wholesale price","Wheat and flour price relationships","Kansas City","dollars per cwt","2012/13","Q4 Mar-May",22.351768
"Wholesale byproducts obtained","Wholesale price of byproducts","Wheat and flour price relationships","Kansas City","dollars per cwt","2012/13","Q4 Mar-May",3.18510133333333
"Bakers std. patent flour","Wholesale price of bakery flour","Wheat and flour price relationships","Kansas City","dollars per cwt","2013/14","MY Jun-May",19.2333333333333
"Cost of wheat to produce flour","Cost of wheat to produce flour","Wheat and flour price relationships","Kansas City","dollars per cwt","2013/14","MY Jun-May",19.2014
"Wholesale total products actual cost","Total wholesale price","Wheat and flour price relationships","Kansas City","dollars per cwt","2013/14","MY Jun-May",21.931471
"Wholesale byproducts obtained","Wholesale price of byproducts","Wheat and flour price relationships","Kansas City","dollars per cwt","2013/14","MY Jun-May",2.69813766666667
"Wholesale total products over cost of wheat ","Total wholesale price less cost of wheat ","Wheat and flour price relationships","Kansas City","dollars per cwt","2013/14","MY Jun-May",2.730071
"Wholesale byproducts obtained","Wholesale price of byproducts","Wheat and flour price relationships","Kansas City","dollars per cwt","2013/14","Q1 Jun-Aug",2.49215733333333
"Bakers std. patent flour","Wholesale price of bakery flour","Wheat and flour price relationships","Kansas City","dollars per cwt","2013/14","Q1 Jun-Aug",19.25
"Wholesale total products over cost of wheat ","Total wholesale price less cost of wheat ","Wheat and flour price relationships","Kansas City","dollars per cwt","2013/14","Q1 Jun-Aug",2.61295733333334
"Cost of wheat to produce flour","Cost of wheat to produce flour","Wheat and flour price relationships","Kansas City","dollars per cwt","2013/14","Q1 Jun-Aug",19.1292
"Wholesale total products actual cost","Total wholesale price","Wheat and flour price relationships","Kansas City","dollars per cwt","2013/14","Q1 Jun-Aug",21.7421573333333
"Wholesale byproducts obtained","Wholesale price of byproducts","Wheat and flour price relationships","Kansas City","dollars per cwt","2013/14","Q2 Sep-Nov",2.65205333333333
"Wholesale total products actual cost","Total wholesale price","Wheat and flour price relationships","Kansas City","dollars per cwt","2013/14","Q2 Sep-Nov",21.66872
"Cost of wheat to produce flour","Cost of wheat to produce flour","Wheat and flour price relationships","Kansas City","dollars per cwt","2013/14","Q2 Sep-Nov",19.2356
"Wholesale total products over cost of wheat ","Total wholesale price less cost of wheat ","Wheat and flour price relationships","Kansas City","dollars per cwt","2013/14","Q2 Sep-Nov",2.43312
"Bakers std. patent flour","Wholesale price of bakery flour","Wheat and flour price relationships","Kansas City","dollars per cwt","2013/14","Q2 Sep-Nov",19.0166666666667
"Wholesale total products actual cost","Total wholesale price","Wheat and flour price relationships","Kansas City","dollars per cwt","2013/14","Q3 Dec-Feb",21.6991106666667
"Wholesale byproducts obtained","Wholesale price of byproducts","Wheat and flour price relationships","Kansas City","dollars per cwt","2013/14","Q3 Dec-Feb",3.06577733333333
"Cost of wheat to produce flour","Cost of wheat to produce flour","Wheat and flour price relationships","Kansas City","dollars per cwt","2013/14","Q3 Dec-Feb",18.202
"Wholesale total products over cost of wheat ","Total wholesale price less cost of wheat ","Wheat and flour price relationships","Kansas City","dollars per cwt","2013/14","Q3 Dec-Feb",3.49711066666667
"Bakers std. patent flour","Wholesale price of bakery flour","Wheat and flour price relationships","Kansas City","dollars per cwt","2013/14","Q3 Dec-Feb",18.6333333333333
"Wholesale total products actual cost","Total wholesale price","Wheat and flour price relationships","Kansas City","dollars per cwt","2013/14","Q4 Mar-May",22.615896
"Wholesale byproducts obtained","Wholesale price of byproducts","Wheat and flour price relationships","Kansas City","dollars per cwt","2013/14","Q4 Mar-May",2.58256266666667
"Bakers std. patent flour","Wholesale price of bakery flour","Wheat and flour price relationships","Kansas City","dollars per cwt","2013/14","Q4 Mar-May",20.0333333333333
"Wholesale total products over cost of wheat ","Total wholesale price less cost of wheat ","Wheat and flour price relationships","Kansas City","dollars per cwt","2013/14","Q4 Mar-May",2.377096
"Cost of wheat to produce flour","Cost of wheat to produce flour","Wheat and flour price relationships","Kansas City","dollars per cwt","2013/14","Q4 Mar-May",20.2388
"Bakers std. patent flour","Wholesale price of bakery flour","Wheat and flour price relationships","Kansas City","dollars per cwt","2014/15","MY Jun-May",17.2416666666667
"Cost of wheat to produce flour","Cost of wheat to produce flour","Wheat and flour price relationships","Kansas City","dollars per cwt","2014/15","MY Jun-May",16.1614
"Wholesale total products over cost of wheat ","Total wholesale price less cost of wheat ","Wheat and flour price relationships","Kansas City","dollars per cwt","2014/15","MY Jun-May",2.9901445
"Wholesale byproducts obtained","Wholesale price of byproducts","Wheat and flour price relationships","Kansas City","dollars per cwt","2014/15","MY Jun-May",1.90987783333333
"Wholesale total products actual cost","Total wholesale price","Wheat and flour price relationships","Kansas City","dollars per cwt","2014/15","MY Jun-May",19.1515445
"Wholesale byproducts obtained","Wholesale price of byproducts","Wheat and flour price relationships","Kansas City","dollars per cwt","2014/15","Q1 Jun-Aug",1.55798933333333
"Wholesale total products actual cost","Total wholesale price","Wheat and flour price relationships","Kansas City","dollars per cwt","2014/15","Q1 Jun-Aug",20.2413226666667
"Wholesale total products over cost of wheat ","Total wholesale price less cost of wheat ","Wheat and flour price relationships","Kansas City","dollars per cwt","2014/15","Q1 Jun-Aug",2.62452266666667
"Bakers std. patent flour","Wholesale price of bakery flour","Wheat and flour price relationships","Kansas City","dollars per cwt","2014/15","Q1 Jun-Aug",18.6833333333333
"Cost of wheat to produce flour","Cost of wheat to produce flour","Wheat and flour price relationships","Kansas City","dollars per cwt","2014/15","Q1 Jun-Aug",17.6168
"Wholesale total products actual cost","Total wholesale price","Wheat and flour price relationships","Kansas City","dollars per cwt","2014/15","Q2 Sep-Nov",20.1947286666667
"Wholesale total products over cost of wheat ","Total wholesale price less cost of wheat ","Wheat and flour price relationships","Kansas City","dollars per cwt","2014/15","Q2 Sep-Nov",3.48232866666667
"Wholesale byproducts obtained","Wholesale price of byproducts","Wheat and flour price relationships","Kansas City","dollars per cwt","2014/15","Q2 Sep-Nov",1.99472866666667
"Bakers std. patent flour","Wholesale price of bakery flour","Wheat and flour price relationships","Kansas City","dollars per cwt","2014/15","Q2 Sep-Nov",18.2
"Cost of wheat to produce flour","Cost of wheat to produce flour","Wheat and flour price relationships","Kansas City","dollars per cwt","2014/15","Q2 Sep-Nov",16.7124
"Cost of wheat to produce flour","Cost of wheat to produce flour","Wheat and flour price relationships","Kansas City","dollars per cwt","2014/15","Q3 Dec-Feb",15.8384
"Bakers std. patent flour","Wholesale price of bakery flour","Wheat and flour price relationships","Kansas City","dollars per cwt","2014/15","Q3 Dec-Feb",16.3166666666667
"Wholesale total products over cost of wheat ","Total wholesale price less cost of wheat ","Wheat and flour price relationships","Kansas City","dollars per cwt","2014/15","Q3 Dec-Feb",2.94141333333333
"Wholesale total products actual cost","Total wholesale price","Wheat and flour price relationships","Kansas City","dollars per cwt","2014/15","Q3 Dec-Feb",18.7798133333333
"Wholesale byproducts obtained","Wholesale price of byproducts","Wheat and flour price relationships","Kansas City","dollars per cwt","2014/15","Q3 Dec-Feb",2.46314666666667
"Cost of wheat to produce flour","Cost of wheat to produce flour","Wheat and flour price relationships","Kansas City","dollars per cwt","2014/15","Q4 Mar-May",14.478
"Bakers std. patent flour","Wholesale price of bakery flour","Wheat and flour price relationships","Kansas City","dollars per cwt","2014/15","Q4 Mar-May",15.7666666666667
"Wholesale total products over cost of wheat ","Total wholesale price less cost of wheat ","Wheat and flour price relationships","Kansas City","dollars per cwt","2014/15","Q4 Mar-May",2.91231333333333
"Wholesale byproducts obtained","Wholesale price of byproducts","Wheat and flour price relationships","Kansas City","dollars per cwt","2014/15","Q4 Mar-May",1.62364666666667
"Wholesale total products actual cost","Total wholesale price","Wheat and flour price relationships","Kansas City","dollars per cwt","2014/15","Q4 Mar-May",17.3903133333333
"Cost of wheat to produce flour","Cost of wheat to produce flour","Wheat and flour price relationships","Kansas City","dollars per cwt","2015/16","MY Jun-May",13.16225
"Bakers std. patent flour","Wholesale price of bakery flour","Wheat and flour price relationships","Kansas City","dollars per cwt","2015/16","MY Jun-May",13.9958333333333
"Wholesale total products actual cost","Total wholesale price","Wheat and flour price relationships","Kansas City","dollars per cwt","2015/16","MY Jun-May",15.6092181666667
"Wholesale byproducts obtained","Wholesale price of byproducts","Wheat and flour price relationships","Kansas City","dollars per cwt","2015/16","MY Jun-May",1.61338483333333
"Wholesale total products over cost of wheat ","Total wholesale price less cost of wheat ","Wheat and flour price relationships","Kansas City","dollars per cwt","2015/16","MY Jun-May",2.44696816666667
"Wholesale byproducts obtained","Wholesale price of byproducts","Wheat and flour price relationships","Kansas City","dollars per cwt","2015/16","Q1 Jun-Aug",1.416432
"Bakers std. patent flour","Wholesale price of bakery flour","Wheat and flour price relationships","Kansas City","dollars per cwt","2015/16","Q1 Jun-Aug",15.3666666666667
"Cost of wheat to produce flour","Cost of wheat to produce flour","Wheat and flour price relationships","Kansas City","dollars per cwt","2015/16","Q1 Jun-Aug",14.3336
"Wholesale total products over cost of wheat ","Total wholesale price less cost of wheat ","Wheat and flour price relationships","Kansas City","dollars per cwt","2015/16","Q1 Jun-Aug",2.44949866666667
"Wholesale total products actual cost","Total wholesale price","Wheat and flour price relationships","Kansas City","dollars per cwt","2015/16","Q1 Jun-Aug",16.7830986666667
"Wholesale byproducts obtained","Wholesale price of byproducts","Wheat and flour price relationships","Kansas City","dollars per cwt","2015/16","Q2 Sep-Nov",1.99406933333333
"Wholesale total products actual cost","Total wholesale price","Wheat and flour price relationships","Kansas City","dollars per cwt","2015/16","Q2 Sep-Nov",15.510736
"Wholesale total products over cost of wheat ","Total wholesale price less cost of wheat ","Wheat and flour price relationships","Kansas City","dollars per cwt","2015/16","Q2 Sep-Nov",2.560336
"Bakers std. patent flour","Wholesale price of bakery flour","Wheat and flour price relationships","Kansas City","dollars per cwt","2015/16","Q2 Sep-Nov",13.5166666666667
"Cost of wheat to produce flour","Cost of wheat to produce flour","Wheat and flour price relationships","Kansas City","dollars per cwt","2015/16","Q2 Sep-Nov",12.9504
"Wholesale byproducts obtained","Wholesale price of byproducts","Wheat and flour price relationships","Kansas City","dollars per cwt","2015/16","Q3 Dec-Feb",1.85028866666667
"Wholesale total products actual cost","Total wholesale price","Wheat and flour price relationships","Kansas City","dollars per cwt","2015/16","Q3 Dec-Feb",15.3169553333333
"Wholesale total products over cost of wheat ","Total wholesale price less cost of wheat ","Wheat and flour price relationships","Kansas City","dollars per cwt","2015/16","Q3 Dec-Feb",2.41215533333333
"Bakers std. patent flour","Wholesale price of bakery flour","Wheat and flour price relationships","Kansas City","dollars per cwt","2015/16","Q3 Dec-Feb",13.4666666666667
